"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. G. J. Bell) took the chair at 10.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","The following papers were presented : -","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","N/A","N/A","N/A","N/A","N/A","N/A","Wheat, Flour and Bread Industries -Royal Commission - Recommendation by the Commission in regard to allocation of relief moneys to wheat-growers who experienced adverse farming conditions during the 1934-35 season.  ","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/quote/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Ordered to be printed.","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","Dried Fruits Act - Regulations amended - Statutory Rules 1934, No. 164.","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Elections - Informal Votes - Memorandum by Chief Electoral Officer in relation to informal votes recorded in Commonwealth Elections, 1934.","N/A","PAPERS","/hansard/chamber.xscript/debate[1]/para[4]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","Establishment of Post Office","STATION PIER, PORT MELBOURNE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","HOLLOWAY, Edward","KHL","N/A","N/A","N/A","273","For some considerable time a number of people in Port Melbourne have been endeavouring to secure the establishment of a small post office at the station pier, the terminal point of the big overseas liners. I have received a communication requesting me to ascertain what progress has been made in the matter. Will the Minister representing the Postmaster-General make inquiries into it?  ","STATION PIER, PORT MELBOURNE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","HUNTER, James","KIO","N/A","CP","N/A","273","I shall have inquiries made, and advise the honorable member as soon as possible.  ","STATION PIER, PORT MELBOURNE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","SCHOLFIELD, Thomas","KQ8","N/A","N/A","N/A","273","Will the Minister for Defence state what amount, if any, of the grant of £600 which was appropriated for assistance to gliding clubs remained unallotted at the end of the year? If the whole amount has not been allotted, will the residue be made available this year on similar terms to those applied in the past?  ","GRANT TO GLIDING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","PARKHILL, Robert","KXQ","N/A","UAP","N/A","273","At the beginning of 1934, the Government made available, on certain conditions, the sum of £600 to assist gliding clubs.  Only a limited number qualified for the grant, with the result that, at the end of last year, a mere £45 had been applied for. In the circumstances, the Government decided that the grant should apply only until the end of the current year, the feeling being that its continuance would serve no useful purpose. It will, therefore, expire at the end of 1935. ","GRANT TO GLIDING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","12","CLARK, Joseph","JUQ","N/A","N/A","N/A","273","Will the Minister representing the Postmaster-General direct the attention of the Australian Broadcasting Commission to the present arrangement, under which news is broadcast from 2BL, 3AR, 4QG, and 7ZL each evening at 7.50 p.m.? In view of the desire of country residents to obtain early information of what is happening outside their immediate spheres, will the honorable gentleman request the commission to revert to the practice which was in operation some years ago, of broadcasting news from the different national stations from 7.15 p.m. to 8 p.m.? With a view to keeping the people fully informed in regard to Australian affairs, will he also request the inclusion of a larger proportion of Australian than of foreign news?  ","WIRELESS BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","HUNTER, James","KIO","N/A","CP","N/A","273","I shall do as the honorable member suggests.  ","WIRELESS BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","Imports from China and India.","COTTON","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","15","CAMERON, Donald Charles","JUB","N/A","UAP","N/A","273","I ask the Minister for Trade and Customs whether it is a fact that cotton is being imported into Australia from China and India?  ","COTTON","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","16","WHITE, Thomas","KZR","N/A","UAP","N/A","273","A certain quantity of cotton is imported into Australia from China, India and Egypt. It is of a different staple from that which is grown in Australia, and is needed for the spinning of certain yarns. In all eases, importations of foreign cotton have first to receive the approval of the Queensland Cotton Board. It is imported by mills that use large quantities of Australian cotton, which they blend with a certain proportion of the foreign article.  ","COTTON","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","17","PROWSE, John","KYI","N/A","N/A","N/A","273","In view of the reply recently given by the Minister for Trade and Customs that the approval of the Queensland Cotton Board had been obtained before the importations of cotton into Australia were allowed, I ask the Acting Prime Minister if this principle will be adopted in regard to all future importations, approval of the various bodies and boards concerned being first obtained?  ","COTTON","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","18","PAGE, Earle","C7E","N/A","CP","N/A","274","The practice of all governments has been to inform their minds by all means at their disposal as to the wisest procedure to adopt.  ","COTTON","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/answer[2]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","19","MAKIN, Norman","KLL","N/A","N/A","N/A","274","At the last elections the parties which comprise the Government expressed themselves in favour of the inauguration of a scheme of national insurance. Will the Acting Prime Minister state whether the Government is taking any steps with a view to the introduction of such a scheme? If so, when may we expect legislation to give effect to it to be brought down?  ","NATIONAL INSURANCE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","20","PAGE, Earle","C7E","N/A","CP","N/A","274","All that I can say is that the Government is giving the matter the fullest consideration.  ","NATIONAL INSURANCE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[5]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","21","FAIRBAIRN, James","KEM","N/A","N/A","N/A","274","Has the Minister for Defence had his attention drawn to a report published in the Melbourne press, to the effect that the Premier of Victoria, Sir Stanley Argyle, has stated that no proposals for the development of the Fishermen's Bend site as an airport have been made by the Commonwealth Government?  ","MELBOURNE AIRPORT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[6]/question/talk.start/para","N/A","N/A","N/A"
