"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","House of Representatives.","N/A","N/A","/hansard/chamber.xscript/business.start/para[1]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","Mr. Speaker","N/A","N/A","N/A","N/A","N/A","took the chair at 2.30 p.m., and read prayers..","N/A","N/A","/hansard/chamber.xscript/business.start/para[2]","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","MATHEWS, James","KNH","N/A","N/A","N/A","9297","I desire to ask the Minister of Trade and Customs whether he has read a cablegram from London published this week in a Melbourne newspaper, in which it is stated that-The operation of the new Patent Act, which was. introduced by the President of the Board of Trade, Mr. Lloyd George, has apparently fulfilled the expectations of that Minister. When he introduced the Bill, Mr. Lloyd George explained that it was designed to prevent the obstruction of British industrial development by the abuse of patent rights. The measure compelled foreigners to work their patents in Great Britain, and prevented them from imposing onerous conditions on British manufacturers using their patents. The measure was passed last year. Speaking at Carnarvon yesterday, Mr. Lloyd George said that the Act was already bringing into the country many foreign industries, and it was anticipated that it would soon provide employment for tens of thousands of British workmen. The Daily Mail, dealing with ' the same subject, states that the Beyer Company, which has a capital of£13,000,000, and represents industrial organizations at Berlin, Elberfeld, and elsewhere, has purchased twenty-four acres of land in Cheshire. Its object is to secure a site for the erection of buildings in connexion with the establishment of an aniline factory. Many Australian manufactures are protected by patents, and as there is a likelihood of some of our manufactories suffering by reason of the use of steam power being superseded by other motive power, I should be pleased if the Minister will consider the advisableness of introducing a Bill on the lines of the new British Patents Act?","BRITISH PATENTS ACT","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","4","CHAPMAN, Austin","JX7","N/A","N/A","N/A","9298","The honorable member was good enough to inform me that he was going to ask this question. I have read the cablegram in question, and may say that we have a Bill in preparation. A question on somewhat similar lines was recently answered in the Senate.","BRITISH PATENTS ACT","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1/answer/talk.start/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","5","COOK, Joseph","F4S","N/A","N/A","N/A","9298","Are not the provisions to which' the honorable member refers to be found in the Commonwealth Patents Act?","BRITISH PATENTS ACT","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1/answer/interjection/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","CHAPMAN, Austin","JX7","N/A","N/A","N/A","9298","I think not. At all events it seems to me that Great Britain has taken a move in the right direction, and I hope that we shall be able to avail ourselves of every opportunity to extend our manufactures.","BRITISH PATENTS ACT","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1/answer/continue/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","Report (No. 13) presented by Sir John Quick, and read by the Clerk.","N/A","PRINTING COMMITTEE","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Sir John Quick) proposed-","N/A","PRINTING COMMITTEE","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","9","N/A","N/A","N/A","N/A","N/A","N/A","That the report be adopted.","N/A","PRINTING COMMITTEE","/hansard/chamber.xscript/debate[2]/quote/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","10","BOWDEN, Eric","JRH","Nepean","N/A","N/A","9298","I do not know whether the schedule to the report of the Committee covers ' a recommendation for the printing of regulations relating to Papua. The custom is to lay those regulations on the table and not to order them to be printed. Having regard to their wide scope in many instances, I think that they ought always to be printed.","N/A","PRINTING COMMITTEE","/hansard/chamber.xscript/debate[2]/speech[1]/talk.start/para","N/A","N/A","N/A"
