"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","House of Representatives.","N/A","N/A","/hansard/chamber.xscript/business.start/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","Mr.","N/A","N/A","N/A","N/A","N/A","Speaker took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","Assent reported.","N/A","SUPPLY BILL (No. 1)","/hansard/chamber.xscript/debate[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","WATSON, John Christian","F4R","N/A","N/A","N/A","193","I should like to ask the Minister of Trade and Customs, in the absence of the Prime Minister, whether the Government have any objection to the printing and laying upon the table of copies of the report which I understand has been furnished to them by the authorities of New South Wales with respect to the water supply at the proposed Federal Capital Site at Canberra.","CANBERRA CAPITAL SITE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","LYNE, William","KIN","N/A","Protectionist","N/A","193","I do not think that there is any objection to that course being taken, and I shall see if the report can be furnished to honorable members.","CANBERRA CAPITAL SITE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","EDWARDS, Richard","KDF","N/A","N/A","N/A","193","I wish to ask a question, without notice, which, if he were present, I should direct to the Prime Minister. As he is absent - and I am sure that we all regret the cause of his being away - I desire to know from the Minister of Trade and Customs if the Government will have laid upon the table of the House a copy of the guarantee entered into by Messrs. Barclay and Company in connexion with the defunct mail contract.","MAIL SERVICE TO EUROPE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","7","LYNE, William","KIN","N/A","Protectionist","N/A","193","I believe that Hie whole of the papers in connexion with the contract will be laid upon the table before very long, though I cannot fix the date. No doubt the paper desired by .the honorable member will be amongst them.","MAIL SERVICE TO EUROPE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","WILKS, William","L17","N/A","N/A","N/A","193","I understand that the Government are not stipulating for the docking in Australia of the vessels to be used under the mail contract- which has been advertised for, it being regarded by the Government as absurd to make that a compulsory condition. I should like to know, however, if they will require the contractors to do their overhauling and ordinary repairs here.","MAIL SERVICE TO EUROPE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","CHAPMAN, Austin","JX7","N/A","Protectionist","N/A","193","We cannot alter the conditions which have been published, but if the honorable member has read our advertisement he will see that tenderers are invited to make proposals on a number of subjects in regard to which net conditions are imposed, and it is the policy of the Government to have everything done in Australia that can be done here.","MAIL SERVICE TO EUROPE","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer[2]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","LYNE, William","KIN","N/A","Protectionist","N/A","193",") - The Prime Minister has desired me to say that he hopes that there will be no restriction of criticism in the debate on the motion for the adoption of the Address-in-Reply because of his unavoidable absence through illness, which he and we all regret. He will take an early opportunity, after his return to the House, to reply to his critics, even if the debate on the Address-in-Reply has been closed. I therefore invite honorable members to deal with questions in his absence just as they would if he were present.","ABSENCE OF THE PRIME MINISTER","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
