"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[3]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","4","Madam SPEAKER (Hon. Joan Child)","N/A","N/A","N/A","N/A","N/A","took the chair at 10 a.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[4]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","NATIONAL OCCUPATIONAL HEALTH AND SAFETY COMMISSION AMENDMENT BILL 1988","/html/body/hansard/chamber.xscript/debate[1]/proctext/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","6","Madam SPEAKER","10000","N/A","N/A","N/A","N/A","I wish to inform the House that on Monday, 6 March, I waited upon His Excellency the Governor-General at Government House and personally presented for the royal assent the National Occupational Health and Safety Commission Amendment Bill 1988, being the first Bill ready for presentation following the swearing in of His Excellency. His Excellency, in the name of Her Majesty, was pleased to assent to the Bill, which is now Act No. 4 of 1989.","N/A","NATIONAL OCCUPATIONAL HEALTH AND SAFETY COMMISSION AMENDMENT BILL 1988","/html/body/hansard/chamber.xscript/debate[1]/proctext/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","9","N/A","N/A","N/A","N/A","N/A","N/A","Debate resumed from 7 March, on motion by Mr Peter Morris:","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","10","N/A","N/A","N/A","N/A","N/A","N/A","That the Bill be now read a second time.","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[4]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","upon which Mr Lloyd had moved by way of amendment:","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[5]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","That all words after `That' be omitted with a view to substituting the following words:","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[6]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","`whilst not declining to give the Bill a second reading, the House condemns the Government-","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[7]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A"," for breaking its commitment to recover not more than 50% of the cost of export inspection charges for agricultural commodities; and","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[8]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A"," for its obvious policy to move to 100% recovery of the cost of export inspection charges for agricultural commodities, as evidenced by the dramatic increase in the maximum permissible levels of this Bill'.","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[9]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","16","Mr PORTER","NI4","(Barker)","N/A","N/A","N/A","Last night I said, in relation to the increases in inspection charges imposed by this Government, that the charges were creating real problems for a number of exporters, especially smaller horticultural exporters. In some instances the Government has imposed inspections, and inspection charges, where none is required by the importing country. In many instances the smaller horticultural exporters are meeting repeat orders. They know that, if they do not maintain a high quality of product, they will not be able to maintain those sale orders. The concern of exporters in this country is not only about the high inspection charges imposed by the Government but also that export inspections are imposed by the Government where they are not required by the self-regulating exporter and where they are not required by the importing country.","N/A","EXPORT INSPECTION (QUANTITY CHARGE) AMENDMENT BILL 1989","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[1]/talk.start[1]/para","N/A","N/A","N/A"
