"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para[1]","N/A","N/A","Mr."
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","SUPPLY BILL (No. 1).","N/A","N/A","/hansard/chamber.xscript/business.start/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","Assent reported.","N/A","N/A","/hansard/chamber.xscript/business.start/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","Mr. CROUCH","N/A","N/A","N/A","N/A","N/A","presented a petition from certain residents of Werribee, praying that stringent legislation be enacted to prevent the importation of opium for smoking purposes into the Commonwealth.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","Sir GEORGE TURNER presented two similar petitions from certain residents of Ormonde and elsewhere, and from J. G. Davies and others.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Mir. DEAKIN presented two similar, petitions from certain residents of Ballarat.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","Mr. KNOX","N/A","N/A","N/A","N/A","N/A","presented two similar petitions from certain residents of Malvern and Canterbury and elsewhere.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[4]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","8","Mr. McLEAN","N/A","N/A","N/A","N/A","N/A","presented a similar petition from certain residents of Orbost.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[5]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","9","Mr. HUME","N/A","N/A","N/A","N/A","N/A","COOK presented a similar petition from certain residents of Northcote and elsewhere.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[6]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","10","N/A","N/A","N/A","N/A","N/A","N/A","Petitions received.","N/A","PETITIONS","/hansard/chamber.xscript/debate[1]/para[7]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","MINISTERS laid upon the table the following papers : -","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","12","N/A","N/A","N/A","N/A","N/A","N/A","Pursuant to the Conciliation and Arbitration Act 1904 : - Provisional regulations dated 26th January, 1905, Statutory Rules 1905, No. 12; provisional regulations* dated 5th April, 1905, and repeal of those dated 26th January, 1905, Statutory Rules 1905, No. 23.  Pursuant to the 'Audit Act 1901 : - Transfers of amounts approved by the Governor-General in. Council for the financial year 1904-5, dated 5th and 21st July, 1905. Pursuant to trie Public Service Act 1902 : - Regulations Nos. 36 and 104, officers to obey summons, &<;., Statutory Rules 1905, No. 46; No. 8q.\, Furlough, Statutory Rules 1905, No. 41; No. 155, Allowances in Postmaster-General's Department, Statutory Rules 1905, No. 42. ","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/quote/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk laid upon the table","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","Return to an Order of the House, dated 16th November, 1905, relating to the sugar mills erected in Queensland for the cost of which the State Government is responsible.","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[3]","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","15","EDWARDS, George","KDD","N/A","FT","N/A","181","I wish to ask the Prime Minister, without notice, whether he will cause to be laid on the table of this House copies of any despatch or other documents received from the Secretary of State for the Colonies on the subject of a proposed Imperial Conference of representatives of various parts of the Empire, with a view to establishing a Common Navigation and Merchant Shipping Law for the British nation; and whether the Government intend to take any action in the matter?  ","IMPERIAL CONFERENCE ON SHIPPING LAW","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","16","DEAKIN, Alfred","009MD","N/A","Protectionist","N/A","181","I will lay the despatch on the table with pleasure. The Government has the matter now under its consideration.  ","IMPERIAL CONFERENCE ON SHIPPING LAW","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","17","JOHNSON, Elliot","K99","N/A","N/A","N/A","181","I wish to ask the Prime Minister, without notice, if he has reason to believe that there is truth in the report published in the newspapers to the effect that it is proposed to establish a penal settlement in the Admiralty Islands under the auspices of the German Government. If so, will he enter a protest against any action of the kind?  ","GERMAN PENAL SETTLEMENT IN THE ADMIRALTY ISLANDS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","18","DEAKIN, Alfred","009MD","N/A","Protectionist","N/A","181","The newspaper statement referred to has been before me, and I tam endeavouring to discover the authority for it. If the report be justified, action will certainly be taken.  ","GERMAN PENAL SETTLEMENT IN THE ADMIRALTY ISLANDS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","19","WILKINSON, James","L0Y","N/A","N/A","N/A","181","I wish to ask the Minister of Trade and Customs if he will lay on the table the report on cotton culture made by Mr. J. Bottomley, and a precis of the information on the subject, placed before his department by Mr. Daniel Jones, of the Queensland Agricultural Department?  ","COTTON CULTURE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","20","LYNE, William","KIN","N/A","Protectionist","N/A","181","I have no objection to doing so.  ","COTTON CULTURE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","21","COOK, James","K4I","N/A","PROT","N/A","181","It is asserted that effect has not been given to certain appeals dealt with by the Appeal Board, instituted under the Public Service Act. I therefore ask the Minister of Home Affairs if it is true that, although certain appeals have been unanimously upheld by the Appeal Board, they have nevertheless been set aside by the Public Service Commissioner.  ","PUBLIC SERVICE APPEALS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","22","GROOM, Littleton","KFK","N/A","Protectionist","N/A","181","Yes; but the Commissioner, in arriving at his decisions, had to view each case as it affected others throughout the Commonwealth. He alone has a full knowledge of the circumstances of the other States, and of the effect of the appeals on the public expenditure.  ","PUBLIC SERVICE APPEALS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","23","BAMFORD, Frederick","JNV","N/A","N/A","N/A","181","Will the Minister of External Affairs lay on the table all paper's and correspondence in connexion with an application by a German trading company for permission to land a telegraphic cable on the coast of Queensland?  ","LANDING OF A CABLE IN QUEENSLAND","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","24","DEAKIN, Alfred","009MD","N/A","Protectionist","N/A","181","I am not aware of any objection to doing so, but before making, a promise on the subject, will look through the papers.  ","LANDING OF A CABLE IN QUEENSLAND","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[5]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","25","MCDONALD, Charles","KQP","N/A","N/A","N/A","182","Has the attention of the Minister of External Affairs been drawn to the newspaper account of a question asked in the Legislative Assembly of New South Wales yesterday, and replied to by the Premier of that State. Mr. Cohen is reported to have asked if instructions had been sent to the Acting Agent-General with regard to the Marshall Islands trouble, to which Mr. Carruthers is reported to have replied that the Acting Agent-General had been instructed to make representations to the Imperial Government with respect to the position of Australian traders in the Marshall Islands. Will the Prime Minister give us his opinion as to whether this action of the Government of New South Wales is not an infringement of the powers of the Minister of External Affairs in dealing; with matters outside the Commonwealth?  ","STATE INFRINGEMENT OF COMMONWEALTH POWERS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","26","DEAKIN, Alfred","009MD","N/A","Protectionist","N/A","182","There has been no infringement of rights, but an act of courteous assistance. The Premier of New South Wales communicated with the Department of External Affairs in reference to this matter, and sent the instructions referred to with our concurrence..  ","STATE INFRINGEMENT OF COMMONWEALTH POWERS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","27","POYNTON, Alexander","KYD","N/A","N/A","N/A","182","Has any progress been made towards settling the site of the Federal Capital territory?  ","CAPITAL SITE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","28","GROOM, Littleton","KFK","N/A","Protectionist","N/A","182","The subject is now the matter of correspondence between the Commonwealth and the Government of New South Wales.  ","CAPITAL SITE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","29","ROBINSON, Arthur","KZH","N/A","N/A","N/A","182","Will the Minister of Trade and Customs furnish honorable members with the figures relating to InterState exports, some extracts from which are published in this morning's newspapers?  ","INTER-STATE TRADE,","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[8]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","30","LYNE, William","KIN","N/A","Protectionist","N/A","182","I have no objection to having the paper on the table.  ","INTER-STATE TRADE,","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[8]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","31","KNOX, William","KYT","N/A","N/A","N/A","182","Has the Treasurer any objection to laying on the table a return prepared for the late Treasurer bv the Commissioner of Customs, showing the effect upon the trade between the States of the introduction of a uniform Tariff?  ","INTER-STATE TRADE,","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[8]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","32","FORREST, John","KFJ","N/A","Protectionist","N/A","182","I have not seen the paper to which the honorable mem'ber refers,; unless it is that about which the honorable member for Wannon has asked a question, and from, which extracts were published in this morning's newspapers. If the honorable member will give notice of his question, I will look into the matter.  ","INTER-STATE TRADE,","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[8]/answer[2]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","33","WATSON, John Christian","F4R","N/A","N/A","N/A","182","Has the attention of the Minister of Trade and Customs been drawn to the statements which have appeared in the press at intervals as to the persistent undervaluation of imports for Customs purposes? If so, can he inform the House as to what course he purposes to take in regard to the matter, and more particularly as to whether goods will be charged Customs duty on their free-on-board value at their port of shipment, or on the value shown bv the factory invoiced1 prices.  ","CUSTOMS VALUATION OF IMPORTS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[9]/question/talk.start/para","N/A","N/A","N/A"
