"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. J. S.Rosevear) took the chair at 10.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Mr.Chifley) agreed to -","N/A","SPECIAL ADJOURNMENT","/hansard/chamber.xscript/debate[1]/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","1","N/A","N/A","N/A","N/A","N/A","N/A","That the House, at its rising, adjourn to Wednesday next at 3 p.m.","N/A","SPECIAL ADJOURNMENT","/hansard/chamber.xscript/debate[1]/quote/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Queensland Railway Strike","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","FRANCIS, Josiah","JWT","N/A","N/A","N/A","422","Will the Prime Minister say whether the Government has received a report from the Minister for Supply and Shipping on his negotiations for a settlement of the Queensland industrial dispute? If so, can the Prime Minister indicate to the House what progress has been made? Have there been any further talks between the Prime Minister and the Premier of Queensland, Mr. Hanlon, with a view to the Commonwealth giving Mr. Hanlon further assistance? Has the Prime Minister seen a press report that live Royal Australian Air Force, aeroplanes have arrived in Queensland to carry food to outlying areas where there are grave shortages? Will the Prime Minister indicate what other forma of assistance the Commonwealth has offered to give Mr. Hanlon to maintain essential services in the State, and to ensure that people in remote areas are not deprived of food and other essential commodities?","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","CHIFLEY, Ben","A48","N/A","ALP","N/A","423","I have received a report from the Minister for Supply and Shipping, and I have also been in communication with Mr. Hanlon. Yesterday, there was a meeting between Mr. Hanlon and representatives of the unions involved in the present industrial trouble in Queensland. T do not think that I ought to discuss the details because they come within the province of Mr. Hanlon, the Queensland Government and the Queensland Arbitration Court. The report of the Minister was to the effect that, in his opinion, some progress was being made in the negotiations, if I may put it that way, but there is not likely to be any further conference until to-morrow morning, as union meetings are being held this morning, also a meeting of the State parliamentary Labour party which, presumably, will discuss the situation. As I have said, the matter is within the province of the Queensland Government, and I do not intend to intrude except in a friendly manner, and when I think I may be of some help. So far as I can remember Mr. Hanlon has made three requests of the Australian Government in connexion with the dispute, and each of them has been granted. The day before yesterday I received a telegram from Mr. Hanlon stating that certain areas in Queensland were short of food, because floods were preventing trains and road transport from, getting through. I discussed the matter with the Minister for Air, who has done whatever was physically possible to make aeroplanes available to carry food to those areas. The arrangements are in his hands, and he probably could say more on the subject than I can at the moment. The point is that the aeroplanes are being used to carry foods to areas which have been cut off because of floods.","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","CORSER, Bernard","K6Q","N/A","N/A","N/A","423","If the Prime Minister is determined not to invoke the Crimes Act or other acts in order to ban the Communist party, in* view of its continuous war upon the community by industrial hold-ups of transport and materials, what action does he propose to take to assure the- world that in Australia the elected Government does govern, even if that does not apply to the determination of our foreign policy? As Communists in the New South Wales waterside and transport industries and in the Railways Department have by their support of the Queensland strikers extended the Queensland strike to the Commonwealth sphere in an endeavour to coerce the people and the Government of Queensland into submission to their demands, will he take action to ensure the transport of essential requirements to Queensland, even if he has to resort to the use of free labour? Is the right honorable gentleman aware of a growing determination by country people to load the products of their toil at the waterside if the Government has not the ' guts ' to make its rebel friends do their jobs?","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","ROSEVEAR, John","10000","N/A","N/A","N/A","423","Order! In asking a question the honorable member must ase parliamentary language.","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question[2]/continue/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","CHIFLEY, Ben","A48","N/A","N/A","N/A","423","The question asked by the honorable member is designed more for the purpose of political propaganda than to seek information. I have already indicated that the Government is doing all it can to assist in the maintenance of transport and other services in the community. I do not attempt to condone for one moment some of the industrial disturbances and delays that have occurred; and I have made it perfectly plain, when speaking to meetings of trade union secretaries, that it is absolutely essential in the interests of this community and, indeed, in the interests of other peoples of the world, that every man in the community in no matter what sphere of life he may be working should give of his very best. Unnecessary delays must be avoided. However, I know something about industrial history - and the need for people to give justice to those engaged in manual and other work. The history of free-labour is long one about, which ] know something myself. I have mentioned it on several occasions in this House. I do not propose to enlarge on that; if there is any aspect of the matter in respect of which the honorable member really requires an answer I shall have a reply prepared.","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","13","DAVIDSON, Charles","KCA","N/A","N/A","N/A","424","Yesterday I asked the Prime Minister whether he would take immediate steps to declare the ship Delamere, at present in Brisbane, loaded with 2,00.0 tons of foodstuffs for Gladstone and Rockhampton, a food relief ship and direct it to proceed to those ports, and the right honorable gentleman undertook to consider the matter. Can he now inform me what action, if any, he has taken?","TRANSPORT SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question[3]/talk.start/para","N/A","N/A"
