"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","DEAKIN, Alfred","009MD","Ballaarat","Protectionist","Minister for External Affairs","152","I have the honour to announce that His Excellency the GovernorGeneral has been pleased to accept the resignation of the right honorable the member for East Sydney and his colleagues, and has been pleased to appoint the following gentlemen to the offices attached to their names :  The Honorable Alfred Deakin Prime Minister, and Minister of State for External Affairs; The Honorable Isaac Alfred Isaacs AttorneyGeneral ; The Honorable Sir William John Lyne Minister of State for Trade and Customs ; The Right Honorable Sir John Forrest Treasurer ; The Honorable Austin Chapman PostmasterGeneral ; Senator the Honorable Thomas Playford Minister of State for Defence ; The Honorable Littleton Ernest Groom Minister of State for Home Affairs ; The Honorable Thomas Thomson Ewing VicePresident of the Executive Council j Senator the Honorable John Henry Keating Member of the Executive Council. ","N/A","NEW ADMINISTRATION","/hansard/chamber.xscript/debate[1]/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","4","REID, George","F4P","East Sydney","N/A","N/A","153","I wish to take advantage of the usual liberty allowed to the leader of the Opposition on the announcement of a change of Government, though I may say at once that I do not propose to make any long series of observations now. I shall reserve my right to make an extended criticism of public affairs until a more convenient opportunity, when the Ministry come down with their proposed policy. But, before we pass from this new phase of political development, it would be well to try to ascertain a little more clearly than has been done up to the present what is the precise position of parties in this House. I think that this Parliament will be known in the future as the Alliance Parliament. When the present Prime Minister was in office, at the beginning of this Parliament, he had, for some slight period, the support of that very large section of the House known as the Labour Party. The two parties sat together, as they do now. There was no written alliance, no written understanding ; but that was practically the state of things when this Parliament first met. The then Deakin Administration having been defeated; or having resigned, a Ministry came in which represented a party to which the honorable and learned member for Ballarat had up to that time made no pointed reference, except to compare it to one of three cricket elevens; but the moment that an Administration was formed by my honorable friend, the member for Bland, a new set of things was created, and the honorable and learned member for .Ballarat, on the basis of a fiscal truce which had been decreed by the people, rushed into my arms, and suddenly developed a very pointed spirit of antagonism to his former allies. He found that the voters who returned them were pawns, that the members who were returned were dummies, and that the Ministers of the party were figureheads. He also discovered that their methods of organization outside, and their methods inside, were such as were subversive of the true principles of parliamentary government. I cordially agreed with him in that view, and we drew up a statement, to which I do not wish to refer, except to say that it pointed out the absolute inequality of the position with reference to these honorable gentlemen. The honorable and learned member for Ballarat and myself having formed an alliance.. I must now acknowledge the devoted assistance, and recognise the ceaseless energy of the efforts with which he, the honorable member for EdenMonaro whose capacity for negotiation is so wellknown and the honorable member for Richmond aided me in dislodging the Labour Ministry. That task, which I could not accomplish by myself, was happily accomplished with their very able assistance. Then a new alliance was formed between the Labour Party and some mysterious party known as Mr. Isaacs party the party of the honorable and learned member for Indi. This alliance was not only ample in its terms, but was to be of very long duration ; it was to exist during the whole of this Parliament, and the whole of the next Parliament. It got so far as an arrangement for a joint committee to control contested elections, so that the real danger feared by its members should be properly provided for. Is that alliance still in existence? I was assured by the honorable and learned member for Ballarat only a day or two ago that our alliance was intact, and that he went, to Ballarat as a loyal supporter, in order to help me in my arduous task of carrying on the Government. I do not wish to be accused of any breach of any understanding that I have entered into, but I do not at present know whether I am or am not bound by my written agreement with him. There are also some explanations due to the House and the country as to the alliance between my friends of the Labour Party and the honorable and learned member for Indi. Is that alliance still in existence? I have often been abused by the application to me of an epithet, harmless in itself, but intended to be offensive, when I have been called a  yesno  politician. Now we have something in the nature of a concerted Ministerial duet. We have three Ministers who agreed with me that the methods of my honorable friends who now sit on your right, Mr. Speaker, below the gangway, were utterly subversive of parliamentary propriety, and were wrong inside and outside ; that their influence was pernicious to parliamentary government, and proper parliamentary independence; that they were aiming at extreme socialistic measures, which it required the foundation of the National League at Ballarat to repel. We were told all of those things by the Prime Minister, the VicePresident of the Executive Council, and the PostmasterGeneral. On the other hand, the AttorneyGeneral, the evergreen Minister of Trade and Customs, and the Minister of Home Affairs drew a sharp line of distinction between themselves and their present colleagues. They had nothing to find fault with in the Labour caucus, or in the political organization of the Labour Party outside. On the contrary, they proposed an alliance with them under which there should be a joint committee to work the political organizations outside in harmony with the views of representatives in. this House. As for Socialism. I do not know whether they are actually Socialists, but they are ready to become Socialists on the shortest notice. So that we have this galaxy of six Ministers, three of whom sing one tune, and three another ; three of  whom see nothing good in the Labour Party, its methods, principles, or organization at any rate, so far as State Socialism is concerned, or as to their parliamentary methods, their caucus, and their leagues ; while the other three are in an alliance with the Labour Party with those whom their three colleagues denounce as the enemies of parliamentary institutions which is to be practically perpetual, because it is to last for two parliaments. I call this a Yesno Ministry.  ","N/A","NEW ADMINISTRATION","/hansard/chamber.xscript/debate[1]/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","6","SPEAKER, Mr","10000","N/A","N/A","N/A","154","I have to inform the House that His1 Excellency the GovernorGeneral has appointed a quarter to 3 oclock this afternoon as the hour at which he will receive the AddressinReply in the Library, and I shall be very glad to be accompanied to that place by as many honorable members as may choose to come with me to present the Address.  ","N/A","GOVERNORGENERALS SPEECH : PRESENTATION OF ADDRESSINREPLY","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mr. SPEAKER reported the receipt of a message from His Excellency the Govenor General recommending that an appropriation be made from the Consolidated Revenue for the purposes of this Bill.","N/A","SUPPLY BILL (No. 1)","/hansard/chamber.xscript/debate[3]/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Ministers laid upon the table the following papers :","N/A","PAPERS","/hansard/chamber.xscript/debate[4]/para[1]","N/A","N/A"
"0","0","0","0","0","1","0","1","0","7","N/A","N/A","N/A","N/A","N/A","N/A","Report by the Administrator of British New Guinea respecting certain matters brought under notice in the House on 23rd November, 1904.  Technical descriptions of proposed Victorian electoral divisions. Pursuant to the Immigration Restriction Act 1901, a return showing (a) persons refused admission to the Commonwealth during 1904; (b) persons who passed the prescribed test during 1904; (c) persons admitted without being asked to pass the education test during 1904. ","N/A","PAPERS","/hansard/chamber.xscript/debate[4]/quote/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mr. SPEAKER laid upon the table","N/A","PAPERS","/hansard/chamber.xscript/debate[4]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","General index to Votes and Proceedings and Presented Papers, 19011904.","N/A","PAPERS","/hansard/chamber.xscript/debate[4]/para[3]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk laid upon the table","N/A","PAPERS","/hansard/chamber.xscript/debate[4]/para[4]","N/A","N/A"
