"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr Speaker took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","Mr. SPEAKER reported the receipt of a message from His Excellency the Governor-General, recommending an Appropriation for the purposes of this Bill.","N/A","KALGOORLIE TO PORT AUGUSTA RAILWAY BILL","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","Ordered -","N/A","KALGOORLIE TO PORT AUGUSTA RAILWAY BILL","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A"
"0","0","0","0","0","1","0","1","0","4","N/A","N/A","N/A","N/A","N/A","N/A","That the consideration of the message in Committee be made an Order of the Day for tomorrow.","N/A","KALGOORLIE TO PORT AUGUSTA RAILWAY BILL","/hansard/chamber.xscript/debate[1]/quote/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","DEAKIN, Alfred","009MD","N/A","N/A","N/A","570","I observe from the Melbourne morning newspapers that the. Prime Minister has stated it to be the intention of the Government to adopt some method of granting preference to unionists. No doubt on a matter of such importance he will desire to take the House into his confidence at the earliest moment, indicating the extent and manner in which the principlet- . is to be applied, and how it will affect existing legislation or regulations made thereunder.","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","FISHER, Andrew","F4N","N/A","ALP","N/A","570","I take no exception to the question. The recognition of the principle of preference to unionists is not a new thing in the policy of the Government, it having been part of our policy for some time past; the declaration to which the honorable member refers is that in future the recognition will be general instead of being confined to particular instances. Capital and labour are better able to deal with each other when organized. The unions have recognised rates of wages and regulations governing conditions of employment which enable us to know what price we must pay for labour, and under what conditions it can be employed. In many trades, unionists will not work with non-unionists, and it is an advantage to have labour organized in unions so that it may be dealt with. I may add - because I think the House and the country should be taken fully into our confidence-","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","7","SPEAKER, Mr","10000","N/A","N/A","N/A","570","As the Prime Minister seems to be going beyond an answer to the question, I ask if it is the pleasure of the House that he have leave to make a statement.  Honorable Members. - Hear, hear.","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/continue[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","FISHER, Andrew","F4N","N/A","N/A","N/A","571","As I have told those who waited on me, Ministers hope that the representatives of the unions will meet a representative of the Commonwealth in any case in which there is a dispute, and that where an agreement as to terms cannot be arrived at, the question in dispute will be submitted to the Court of Conciliation and Arbitration. We shall afford every opportunity for the reference of questions to the Court, and shall abide by the awards given.","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/continue[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","DEAKIN, Alfred","009MD","N/A","N/A","N/A","571","I am obliged to the Prime Minister for his elaborate reply, but would remind him that he has not answered my question, which related to the manner and extent of the application of the principle.","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/continue[3]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","FISHER, Andrew","F4N","N/A","N/A","N/A","571","The application will be general, wherever possible.","PREFERENCE TO UNIONISTS","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/continue[4]/talk.start/para","N/A","N/A"
