"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 11 February 2020","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
"0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 12:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
"0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[3]","N/A","N/A"
"0","0","0","1","1","0","2","N/A","N/A","N/A","N/A","N/A","N/A"," I move:  That the second reading be made an order of the day for the next sitting.  The question is that the motion moved by the minister be agreed to. ","Marine Safety (Domestic Commercial Vessel) National Law Amendment (Improving Safety) Bill 2019","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech/talk.text/body/p[1]","Mr CHESTER (Gippsland—Deputy Leader of the House, Minister for Defence Personnel and Minister for Veterans Affairs) ","(12:02):"
"0","0","1","0","1","0","4","SPEAKER, The","10000","N/A","N/A","N/A","783","N/A  ","Marine Safety (Domestic Commercial Vessel) National Law Amendment (Improving Safety) Bill 2019","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","0","6","N/A","N/A","N/A","N/A","N/A","N/A"," I move:  That consideration of the message be made an order of the day for the next sitting.  The minister will resume his seat. The Manager of Opposition Business on a point of order. Mr Burke: It goes to a call to the member whos first risen. On these motions from the Senate, the rule has a particular impact. Whoevers responsible for the motion determines whether or not we end up with this being placed in private members business, which will allow speeches to be given or whether it goes onto government business and noone will ever be allowed to speak on the bill. In this case, there was someone on their feet well in advance of the minister, and it makes a significant difference.  The Manager of Opposition Business has made his point. I am going to try and find the page in the Practice, because I have had cause to look at this before. What I might do is rule and, then, if you need me to find the page, well have a bit of a history lesson. But its certainly here. This arose a number of times in the last parliament, thanks to the Manager of Opposition Business, I have to say. That is right. I didnt see the member for Melbourne jump. But what Practice makes clear is, even with private members motions that have come from the Senate, there is ample precedent where a minister on behalf other government has chosen to take carriage of it and on those occasions theyve been given precedence on the call. I can find the page. Thats certainly very clear in Practice. And where a duty minister—in doing that, what the government is doing is saying they are going to take it as government business. As for your comment about something becoming government business and it never seeing the light of day, thats a comment you make. But its up to the government, obviously, how it structures its agenda. I have taken the point of order. I apologise to the Leader of the Greens, but in this instance, even if he had—theres no need for him to be on his feet, unless hes stretching his legs or something. There is no need for you to be on your feet, because Im not going to interrupt myself—certainly not this early in the day! Even if he had jumped first, which I accept he did, because of whats clear in Practice, I would have called the duty minister, who, by just jumping, is indicating they wish to take it as government business. Where we are is the minister has almost moved—Im going to get him to move it again, because I need to state the question before anything is before the House. Im giving the minister the call. Mr CHESTER: I move: That consideration of the message be made an order of the day for the next sitting.  The question is that the motion moved by the minister be agreed to. The leader of the Greens. ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[1]/talk.text/body/p[1]","Mr CHESTER (Gippsland—Deputy Leader of the House, Minister for Defence Personnel and Minister for Veterans Affairs) ","(12:10):"
"0","0","1","0","1","0","8","SPEAKER, The","10000","N/A","N/A","N/A","785","N/A  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[1]/interjection[1]/talk.start","N/A","N/A"
"0","0","1","0","1","0","10","Burke, Tony, MP","DYW","Watson","ALP","N/A","785","N/A  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[1]/interjection[2]/talk.start","N/A","N/A"
"0","0","1","0","1","0","12","SPEAKER, The","10000","N/A","N/A","N/A","785","N/A  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[1]/interjection[3]/talk.start","N/A","N/A"
"0","0","0","1","1","0","13","SPEAKER, The","10000","N/A","N/A","N/A","N/A"," I move:  That all words after That be omitted with a view to substituting the following words: the message be considered immediately. This is our chance to have a federal ICAC—  The Leader of the Greens will resume his seat. The minister has the call. ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[2]/talk.text/body/p[1]","Mr BANDT (Melbourne—Leader of the Australian Greens) ","(12:13):"
"0","0","1","0","1","0","14","SPEAKER, The","10000","N/A","N/A","N/A","786","N/A  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[2]/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","0","15","SPEAKER, The","10000","N/A","N/A","N/A","N/A"," I move:  That the question be put.  The minister has moved that the question be put. For the information of members, in terms of that ruling I made, because the Manager of Opposition Business did raise a point of order, in Practice, it says with respect to this circumstance: Speakers have also taken the view that in respect of business such as consideration of Senate messages, the call should, in the first instance, be given to the Minister or Parliamentary Secretary expected to have responsibility for the matter. The question is that the motion be put. ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[3]/talk.text/body/p[1]","Mr CHESTER (Gippsland—Deputy Leader of the House, Minister for Defence Personnel and Minister for Veterans Affairs) ","(12:18):"
"0","0","1","0","1","0","16","SPEAKER, The","10000","N/A","N/A","N/A","786","N/A  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[3]/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","0","17","SPEAKER, The","10000","N/A","N/A","N/A","N/A"," The question now is that the motion moved by the minister be agreed to.  ","National Integrity Commission Bill 2018 (No. 2)","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2/speech[4]/talk.text/body/p[1]","The SPEAKER ","(12:21):"
