"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","BAMFORD, Frederick","JNV","N/A","N/A","N/A","552","asked the Prime Minister, upon notice -  1.Whether any report has been prepared by the Secretary of the Department of External Affairs, in connexion with his recent visit to Papua? 2.If so, has such report been laid upon the table of the House? 3.Does the report, if any, make special reference to the matter of John Renfrew Craig, upon which matter, it was understood, the Secretary of the Department of External Affairs was directed to make inquiries and report?","REPORT ON PAPUA: CASE OF J. R. CRAIG","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","DEAKIN, Alfred","009MD","N/A","Protectionist","N/A","552","The answers to the honorable member's questions are as follow : -  1.Yes. 2.Yes. 3.No. A separate report was prepared on that subject, a summary of which will be laid upon the table.","REPORT ON PAPUA: CASE OF J. R. CRAIG","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","BROWN, Thomas","JSM","N/A","N/A","N/A","552","asked the Acting Postmaster-General, upon notice -  1.Is it a fact that . 1 circular has been issued instructing postal assistants to check the postmasters' cash once a week, and to certify as to its correctness? 2.Docs this checking apply to the whole of the cash passing through the hands of the postmasters, including Stale banking funds? 3.What is the purpose of this checking of postmasters' cash accounts by their subordinates? 4.Is it proposed to make any increased allowance to assistants for the increased work entailed in this cash checking?","POSTMASTERS' CASH ACCOUNTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","EWING, Thomas","KDR","N/A","Protectionist","N/A","552","The answers to the honorable member's questions are as follow : -  1.Yes. a.Yes. 3.More effective check upon postmasters' accounts, as suggested by the Auditor-General. 4.No. The circumstances would not justify such a course.","POSTMASTERS' CASH ACCOUNTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","BROWN, Thomas","JSM","N/A","N/A","N/A","552","asked the Acting Postmaster-General, upon notice -  1.Is it a fact that a number of post-offices in the State of New South Wales have become vacant, and continued vacant for considerable periods? 2.How many offices are vacant at the present time? 3.What is the cause of delay in filling vacancies? 4.When is it expected existing vacancies will be Tilled?","VACANT POST-OFFICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","7","EWING, Thomas","KDR","N/A","Protectionist","N/A","552","The answers to the honorable member's questions are as follow : -  1.Yes; but they are recent vacancies, with the exception of two, namely, Tamworth and Coraki, which became vacant on the 19th and 21 st February last respectively. 2.Seven, namely, Newcastle, Picton, Tamworth, Deniliquin, Lambton, Coraki, and Goulburn. 3.Recommendations were not submitted by Deputy Postmaster-General, Sydney, in the cases of Tamworth, Deniliquin, and Lambton, pending the adoption of the Public Service Commissioner's scheme for the general transfer of postmasters to meet the requirements of classification. Any recommendations 'made would probably have conflicted with changes proposed by the Commissioner. 4.Executive authority for filling the vacancies has now been obtained.","VACANT POST-OFFICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","MAHON, Hugh","KLB","N/A","N/A","N/A","552","asked the Minister of Home Affairs, upon notice -  1.Does not section89 of the Electoral Act 1902 provide that writs for a general election are returnable within sixty days after the date of the issue of such writs? ' 2.Does not section 5 of the Constitution provide that after any general election Parliament shall be summoned to meet within thirty days from the date of return of the writs. 3.If so, would not the holding of a general election on any day in October next involve a meeting of the new Parliament before the end of the present year? 4.Should a new Parliament meet before the end of 1906, will not the persons returned for the first time to the Senate at the ensuing election be precluded from sitting therein, seeing that section 13 of the Constitution provides that ' the service of a senator shall be taken to begin on the 1st day of January following his election '? 5.On the other hand, would it not be unconstitutional for senators whose terms expire on 31st December next, and who are not re-elected, to sit in a new Parliament to which they were not returned?","GENERAL ELECTIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","GROOM, Littleton","KFK","N/A","Protectionist","N/A","553","The answers to the honorable member's questions are as follow: -  1.Yes, but see section 168 of the Commonwealth Electoral Acts 1902-1005, under which the person causing the writ to be issued may provide for extending the time for its return. 2.Under section 5 of the Constitution it is provided that after any general election the Parliament shall be summoned to meet not later than thirty days after the day appointed for the return of the writ. 3.Not necessarily. 4.Senators elected this year for a term of office, commencing on the 1st January next, cannot take their seats till their term of office begins. 5.The election of a new House of Representatives and of senators elect for a new term does not affect the right of senators whose term has not yet expired, to sit for the remainder of their term.","GENERAL ELECTIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","CROUCH, Richard","K7U","N/A","N/A","N/A","553","asked the Prime Minister, upon notice -  1.If before the Colonial Marriages Bill was introduced by the Secretary of State for (he Colonies into the House of Lords, its scope and contents were notified to the Australian authorities? 2.Whether he has noticed that one of ils clauses applies the benefit of British validation of the Australian marriages referred to in the Bill only to cases where both of the parties were domiciled in the State in which the marriage took place? 3.What effect this will have upon persons who marry persons domiciled in other States? 4.If he will cause the terms of the Bill to be carefully considered and the Australian views presented to the Colonial Secretary at once?","COLONIAL MARRIAGES BILL","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
