"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER (Mr Harry Jenkins) took the chair at 9.00 am and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","Price, Roger, MP","QI4","Chifley","ALP","N/A","865","—I present the report of the recommendations of the whips relating to committee and delegation reports and private members’ business on Monday, 23 February 2009. Copies of the report have been placed on the table.  The report read as follows—","Consideration of Private Members’ Business","BUSINESS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","N/A","N/A","N/A","N/A","N/A","N/A","Items recommended for Main Committee (6.55 to 8.30 pm)  PRIVATE MEMBERS’ BUSINESS Notices 1 MRS MOYLAN: To move: That the House:  (1)notes that:  (a)on 20 December 2006 a landmark decision was made by the United Nations General Assembly to adopt Resolution 61/225;  (b)the Resolution recognised the risks that diabetes and its complications pose to families, Member States and world health and was adopted by consensus;  (c)the Resolution declared 14 November as World Diabetes Day;  (d)this resolution joins HIV/Aids and Autism as the only diseases having their own resolutions and declared days of observation;  (e)an estimated 246 million people worldwide, in the age range from 20 to 79 years, have diabetes and this number is expected to grow by 44 per cent, reaching 380 million by 2025;  (f)each year 3.8 million adults die from diabetes related illnesses, representing one death every 10 seconds;  (g)an estimated 7.4 per cent of the Australian population has diabetes according to an AusDiab study in 2000; and  (h)according to an AusDiab study, in 2002 the social and medical costs of diabetes in Australia were estimated to total $6 billion annually;  (2)acknowledges the work of Professor Martin Silink AM MD FRACP, as President of the International Diabetes Federation and his colleagues world wide for their work to ensure that this United Resolution was carried;  (3)recognises that:  (a)in the catalogue of chronic illness, few conditions would be more needful of attention than the scourge of diabetes;  (b)the prevention and management of diabetes are the responsibility of the whole of society;  (c)parliaments should play a leading role in promoting community education and implementing effective policies and health-care for sufferers of this world wide scourge;  (d)left undiagnosed and untreated, diabetes dramatically affects quality of life and shortens life span and its malevolent course inevitably leads to many serious associated health complications including heart disease, stroke, renal failure, limb amputation and blindness; and  (e)unless national governments act to deliver comprehensive policies, the implications for health budgets will be calamitous; and  (4)calls on the Government to:  (a)continue to make diabetes a National Health Priority;  (b)commission a Productivity Commission Report into the real and increasing cost of diabetes to the community;  (c)adequately fund best practice medicine for the treatment of diabetes; and  (d)continue to promote healthy lifestyle programs, especially targeted to children and young people. Time allotted—25 minutes. Speech time limits— Mrs Moylan—5 minutes. First Government Member speaking—5 minutes. Other Member—5 minutes each. [Minimum number of proposed Members speaking = 5 x 5 mins] The Whips recommend that consideration of this should continue on a future day. 2 MRS D’ATH: To move: That the House:  (1)congratulates the Rudd Government on the delivery of Round Two of the computers in schools program which will provide 141,600 new computers to 1,394 secondary schools across Australia, worth more than $141 million;  (2)notes that the Rudd Government has already invested $116.82 million for computers in schools during Round One in 2008 and that this latest round will bring the ratio of computers to students to 1:2 for all students in years 9 to 12 in those secondary schools who applied for and were granted computers;  (3)notes that the Petrie electorate will receive 1,267 new computers and $1.273 million in funding to the schools in the Petrie electorate in Round Two, in addition to the computers provided in Round One;  (4)acknowledges the ongoing commitment of the Rudd Government to achieve a 1:1 computer to student ratio for all Year 9 to 12 students across the country by 2011;  (5)recognises that:  (a)the future of this country lies within our young people and that as a government, we must invest in our schools to invest in our future;  (b)the commitment made by the Rudd Government through the COAG Agreement to deliver a further $807 million for legitimate costs to install and maintain the computers and costs associated with subsequent rounds; and  (6)congratulates the Rudd Government for delivering on its Education Revolution and the commitment we made to the Australian people in 2007. Time allotted—20 minutes. Speech time limits— Mrs D’Ath—5 minutes. First Opposition Member speaking—5 minutes. Other Member—5 minutes each. [Minimum number of proposed Members speaking = 4 x 5 mins] The Whips recommend that consideration of this should continue on a future day. 3 MR COULTON: To move: That the House:  (1)notes that children living in isolated regions of Australia face unique challenges when trying to access educational services; and  (2)calls on the Government to provide the additional assistance and support that would enable isolated children and students to access a full range of educational services from early childhood to tertiary education. Time allotted—25 minutes. Speech time limits— Mr Coulton—5 minutes. First Government Member speaking—5 minutes. Other Member—5 minutes each. [Minimum number of proposed Members speaking = 5 x 5 mins] The Whips recommend that consideration of this should continue on a future day. 4 MR RAGUSE: To move: That the House:  (1)recognises the importance of National Adoption Awareness Week and the significance of encouraging adoptees, adoptive parents and biological parents to opening and continuing the dialogue on adoption in Australia and encouraging people to discuss how adoption has impacted on their lives; and  (2)calls on the governments at the State and Federal levels to support all participants in the adoption process. Time allotted—remaining private Members’ business time prior to 8.30 pm Speech time limits— Mr Raguse—5 minutes. First Oppositiont Member speaking—5 minutes. Other Member—5 minutes each. [Minimum number of proposed Members speaking = 5 x 5 mins] The Whips recommend that consideration of this should continue on a future day. Items recommended for House of Representatives Chamber (8.40 to 9.30 pm) COMMITTEE AND DELEGATION REPORTS Presentation and statements 1 PARLIAMENTARY JOINT COMMITTEE ON THE AUSTRALIAN COMMISSION FOR LAW ENFORCEMENT INTEGRITY Report of the inquiry into State-based law enforcement integrity agencies. The Whips recommend that statements on the report may be made—all statements to conclude by 8.45 pm Speech time limits— Ms Parke—5 minutes [Minimum number of proposed Members speaking =1 x 5 mins] 2 PARLIAMENTARY JOINT COMMITTEE ON CORPORATIONS AND FINANCIAL SERVICES Statutory Oversight of the Australian Securities and Investments Commission The Whips recommend that statements on the report may be made—all statements to conclude by 8.50 pm Speech time limits— Mr Ripoll—5 minutes [Minimum number of proposed Members speaking =1 x 5 mins] PRIVATE MEMBERS’ BUSINESS Notices 1 MS LEY: To move: That the House:  (1)supports long term viability of regional and rural medical practices, hospitals and services;  (2)notes with concern the failure of state governments to provide adequate health services for Australians living in regional, rural and remote areas, particularly in relation to cross border health;  (3)acknowledges the Royal Flying Doctor Service and the significant contribution it makes by providing aeromedical emergency and primary health care services to people who live, work and travel in regional and remote Australia;  (4)calls on the Australian Government to eliminate inequality in healthcare access and services experienced by those living in rural and remote areas by:  (a)increasing the recruitment and retention of rural medical practitioners and health care professionals;  (b)assisting Australians who live in regional, rural and remote areas with the cost of travel to specialist medical appointments in capital cities and regional centres; and  (c)providing adequate funding to maintain and expand small rural hospitals and health services and their maternity and other procedural services. Time allotted—20 minutes Speech time limits— Ms Ley—5 minutes. First Government Member speaking—5 minutes. [Minimum number of proposed Members speaking = 4 x 5 mins] The Whips recommend that consideration of this should continue on a future day. 2 MR CLARE: To move: That the House:  (1)recognises the heightened importance of financial literacy and financial counselling given the global economic recession and its impact on the Australian economy;  (2)supports the actions the Government has taken to improve financial literacy and provide additional financial counselling services for people struggling to make ends meet; and  (3)calls on Australian banks and financial institutions to assist Australian families by providing additional support for financial literacy programs and financial counselling. Time allotted – remaining primate Members’ business time prior to 9.30 pm Speech time limits— Mr Clare—5 minutes. First Opposition Member speaking—5 minutes. [Minimum number of proposed Members speaking = 4 x 5 mins] The Whips recommend that consideration of this should continue on a future day.","Consideration of Private Members’ Business","BUSINESS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/quote/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","4","N/A","N/A","N/A","N/A","N/A","N/A","Report adopted.","Consideration of Private Members’ Business","BUSINESS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","Bill and explanatory memorandum presented by Ms Roxon .","First Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Bill read a first time.","First Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","7","Roxon, Nicola, MP","83K","Gellibrand","ALP","Minister for Health and Ageing","868","—I move:  That this bill be now read a second time. The amendments that I am introducing today seek to confirm in legislation the increase in the excise and excise-equivalent customs duty rate applying from 27 April 2008 to ‘other excisable beverages not exceeding 10 per cent by volume of alcohol’, commonly referred to as ‘alcopops’ or ‘ready-to-drink beverages’ or ‘RTDs’. On 26 April 2008, the government gazetted increases to the rate of excise and excise-equivalent customs duty applying on such beverages from $39.36 to $66.67 per litre of alcohol content. I tabled the excise and customs tariff proposals in the House of Representatives on 13 May 2008. The Australian Taxation Office and Australian Customs Service have been collecting excise and excise-equivalent customs duty at the higher rate since 27 April 2008. The amendments that I introduce today seek to confirm in legislation that higher rate of taxation for alcopops. The amendments set out in the Excise Tariff Amendment (2009 Measures No. 1) Bill 2009 will alter the schedule to the Excise Tariff Act 1921 for other excisable beverages not exceeding 10 per cent by volume of alcohol from $39.36 to $66.67 per litre of alcohol content on and from 27 April 2008. This rate is subject to indexation on a half-yearly basis and is increased in February and August each year. Full details of the Excise Tariff Amendment (2009 Measures No. I) Bill 2009 are contained in the explanatory memorandum. As most members are aware, this measure—reversing a serious mistake made by the Liberals in 2000—is backed by research, backed by health experts, and backed by the evidence. The increase in the rate applying to alcopops reflects the government’s concern at the growth in alcopop consumption, alongside their appeal to young and underage drinkers—and the role that they play in encouraging binge drinking. I would like to begin by focusing on the epidemic of binge drinking. I will then address the role of alcopops in this; the mistake made by the Liberals in 2000 and the consequences of that mistake; what we have done to fix it, and what that action has achieved; the position of public health experts; and the range of measures we are implementing to tackle binge drinking. No-one who reads the newspaper or watches television can be unaware of the problems caused by binge drinking. Community leaders, police and health experts alike agree that action needs to be taken. Nevertheless, the opposition has doubted that binge drinking is an issue, so let me address that first of all. In any given week, approximately one in ten 12- to 17-year-olds are binge drinking or drinking at risky levels. Almost 20,000 girls between the ages of 12 to 15 drink daily or weekly. The number of young women aged 18 to 24 being admitted to hospitals because of alcohol has doubled in eight years. In a year, more than three-quarters of a million Australians are physically abused by persons under the influence of alcohol, and in 2004-05 the social cost of alcohol misuse in Australia was estimated to be about $15.3 billion. Last year, NSW Police Commissioner Andrew Scipione estimated:","Second Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","8","N/A","N/A","N/A","N/A","N/A","N/A","… 70 per cent of every police engagement with a member of the community in the streets of NSW has alcohol as a factor.","Second Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/speech/quote[1]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","9","N/A","N/A","N/A","N/A","N/A","N/A","And on Monday in the West Australian it was reported that girls are turning increasingly to violence and crime, with new figures showing a 70 per cent rise in offences by females 18 and under in the past three years. Western Australian Police have warned that a yobbo culture has developed among young girls, similar to young men, and police are being inundated with reports of drunken, antisocial behaviour by women.  Acting Inspector Cameron Taylor, from the central metropolitan district, said:","Second Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/speech/para[18]","N/A","N/A"
"0","0","0","0","0","1","0","1","0","10","N/A","N/A","N/A","N/A","N/A","N/A","There seems to have been a change in social standards and it’s become more acceptable and normalised for girls to drink and get aggressive … Quite often when officers are dealing with males they will be confronted by females who are abusive and aggressive, which as recently as five years ago was much less likely to occur.","Second Reading","EXCISE TARIFF AMENDMENT (2009 MEASURES NO. 1) BILL 2009","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/speech/quote[2]/para","N/A","N/A"
