"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. G. H. Mackay) took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","CORSER, Bernard","K6Q","N/A","N/A","N/A","663","Having regard to the difficulties caused to cotton-growers and spinners by the recent alteration of custom duties on cotton yarn, will the Prime Minister afford the House an early opportunity to discuss those duties?","COTTON DUTIES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","663","I have previously assured the House that the House will have an opportunity at the earliest convenient date to discuss the whole tariff schedule.","COTTON DUTIES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","HUTCHIN, Arthur","KIU","N/A","N/A","N/A","664","In view of the difficult position of the Tasmanian finances, and the urgent necessity for further corrective action, and bearing in mind that the Tariff Board in December, 1929, reported that the effects of the Navigation Act on Tasmania's trade were so serious as to call for important and prompt action, will the Government take that report into early consideration, and apply such remedies as will rectify this longstanding injustice?","TASMANIAN FINANCE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","664","As early as may be found convenient the Government will give consideration to that report.","TASMANIAN FINANCE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Furlough","POSTMASTER-GENERAL'S DEPARTMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","ROSEVEAR, John","L08","N/A","N/A","N/A","664","I ask the Postmaster-General whether employees of his department are being refused the furlough to which they are entitled by length of service. If so, is that because certain sections are understaffed, and is this restriction of rights applied to all branches?","POSTMASTER-GENERAL'S DEPARTMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","FENTON, James","KEV","N/A","UAP","N/A","664","I have not heard previously of any such restriction, but I shall inquire into the matter, and let the honorable member have a reply.","POSTMASTER-GENERAL'S DEPARTMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","HARRISON, Eric","KNT","N/A","UAP","N/A","664","Is the Acting Minister for External Affairs able to confirm the rumour that hostilities between China and Japan have ceased?","CHINA AND JAPAN","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","BRUCE, Stanley","F4B","N/A","NAT; UAP from 1931","N/A","664","The latest, information from Shanghai is that, following the retirement of the Chinese forces for a distance of twelve miles, the Japanese indicated their readiness to cense hostilities. The Chinese accepted the offer, and hostilities ceased at 2 p.m. yesterday.","CHINA AND JAPAN","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","Premiers Conference - Private Enterprise","UNEMPLOYMENT RELIEF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","12","HOLLOWAY, Edward","KHL","N/A","FLP; ALP from 1936","N/A","664","Has the Prime Minister yet had time to negotiate with the State Premiers in regard to the proposed conference of Australian Governments on unemployment?","UNEMPLOYMENT RELIEF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","664","I have notified the State Premiers that the Government desires the conference to take place at the earliest convenient date. The Commonwealth Government desires that the matter shall be discussed without avoidable loss of time.","UNEMPLOYMENT RELIEF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","14","HARRISON, Eric John","KNX","N/A","UAP","N/A","664","Believing that the only solution of the unemployment difficulty will be through private enterprise, I ask the Minister in charge of industry whether the Government will consider the advisability of convening a conference of industrial and commercial leaders with the object of discussing and evolving some practical scheme for the re-employment of our vast and ever increasing army of unemployed? If so, will the Government consider the problem in particular relation to the youth of the country, and the effect which their failure to enter industrial and commercial life must have on the economic future of the country?","UNEMPLOYMENT RELIEF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","15","BRUCE, Stanley","F4B","N/A","NAT; UAP from 1931","N/A","664","The Government indicated in its statement of policy to the electors that it shares the honorable member's belief that the unemployment problem can be solved only by the encouraging and stimulation of private enterprise. The policy of the Government is based on that belief, and' its legislative proposals will be framed accordingly. The Government would be prepared to consider the convening of a conference of private employers, but lengthy consultation with employers' organizations took place when the Loan Council was considering this problem last year, and further private conferences with employers have taken place since.","UNEMPLOYMENT RELIEF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","16","GREEN, Roland","KFA","N/A","CP","N/A","664","I ask the Prime  Minister whether the Government has yet come to a decision regarding the continuance or otherwise of the Commonwealth subsidy to the State Governments to assist in preventing the spread of cattle tick; if not, will the Government treat the matter as urgent so that the governments and interests concerned may know what to expect?","CATTLE TICK","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[6]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","17","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","664","Owing to the sittings of Parliament Cabinet has had little opportunity to meet recently, but as early as practicable the cattle tick subsidy will be considered.","CATTLE TICK","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[6]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","18","GROOM, Littleton","KFK","N/A","N/A","N/A","665","Has the Minister for Trade and Customs received from those interested any representations regarding the recent removal of the embargo on the importation of canary seed?","CANARY SEED","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[7]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","19","GULLETT, Henry","KFS","N/A","UAP","N/A","665","When the present Government assumed office the prohibition imposed by its predecessor against the importation of canary seed, with a view to correcting the adverse trade balance, was still in operation. The 'total Australian requirements of this commodity is about 1,500 tons, and Queensland growers had estimated that they would produce that amount. The Canary Seed Price Control Board fixed a price of approximately £32 a ton. Owing to abnormal seasonal conditions, this year's crop did not exceed 500 tons. Therefore, I felt justified in recommending that, the embargo be removed. I was then asked by the Canary Seed Price Control Board to ration imports so that the price would be maintained at £32. Having already ascertained that the 500 tons produced locally had been sold at ±'32 a ton I could not approve of the artificial regulation of imports to maintain that price. Therefore, canary seed is being allowed to be imported without restriction, but, in the interests of the growers, developments will be closely 'watched.","CANARY SEED","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[7]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","20","LAWSON, John","KZZ","N/A","UAP","N/A","665","Will the Government, before deciding to surrender £1,000,000 of its revenue in order to assist the tobacco-growers of Australia, or any other section of industry, give consideration to the pre-eminent claims of the great wheat, wool, and other primary exporting industries of this country?","PRIMARY EXPORTING INDUSTRIES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[8]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","21","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","665","The Government will take into consideration the interest of all the producing sections of the community, without favouring any one section.","PRIMARY EXPORTING INDUSTRIES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[8]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","22","FORDE, Francis Michael","F4U","N/A","N/A","N/A","665","Having regard to the Prime Minister's recent statement that, in view of the intended holding of the Imperial Economic Conference at Ottawa, consultations had taken place with the representatives of many primary industries, I ask him if consultations have also been held with Australian manufacturers? Since the subject of British preference will probably be discussed at the conference, has consideration been given to inviting Australian primary producers and Australian manufacturers to send representatives to Ottawa, if possible, to consult with the Australian delegates there? Will a statement be made before the delegation leaves Australia, by the Leader of the Government, or by the Leader of the Australian delegation, as to the intentions of the Government regarding trade treaties generally?","IMPERIAL ECONOMIC CONFERENCE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[9]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","23","BRUCE, Stanley","F4B","N/A","NAT; UAP from 1931","N/A","665","The Government has already been in touch with representatives of most of the primary industries, and has discussed the questions likely to arise regarding preferential treatment in the British markets for our exporting industries. We have also conferred with representatives of the manufacturing industries in Australia which have an export trade, or any prospect of such trade. In a statement issued the other day these facts were published, and it was announced that if there were any industries concerned with trade preferences that might be obtained from Great Britain, with whom the Government has not been in touch, they should communicate with the Government, to assist in the framing of the general case for Australia. We are now considering what preferences might be granted to Great Britain in the Australian markets in exchange for our preferential treatment by Great Britain. The consideration of all the facts of the case has not yet advanced sufficiently for a useful consultation with the Australian delegation, but, no doubt, consultations will be held later.  As to the suggestion of the honorable member that certain trade representatives should either officially or unofficially he attached to the Australian- delegation to Ottawa to assist it in its work, presumably as economic advisers, the matter has been under consideration, and a decision will have to be made upon it later, when we have discovered to what extent the preliminary discussions may have removed, or emphasized, the need for such assistance.","IMPERIAL ECONOMIC CONFERENCE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[9]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","24","LANE, Albert","KZF","N/A","N/A","N/A","666","Will the Minister for Home Affairs consider the necessity for providing casual work for the unemployed in the Federal Capital instead of granting them the dole?","CANBERRA UNEMPLOYED","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[10]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","25","PARKHILL, Robert","KXQ","N/A","UAP","N/A","666","The course suggested by the honorable member has already been adopted by the Government.","CANBERRA UNEMPLOYED","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[10]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","26","NOCK, Horace","K4X","N/A","N/A","N/A","666","In dealing with the problem of employment, will the Government consider providing for a fixed period - probably a short one - a bounty on the export of rabbit skins and carcasses, in order to help the unemployed to help themselves, and at the same time reduce the rabbit pest?","RABBIT DESTRUCTION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[11]/question/talk.start/para","N/A","N/A"
