"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Rt. Hon. W. A. Watt) took the chair at 11 a.m. and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","MANNING, Arthur","KMS","N/A","N/A","N/A","492","Has the attention of the Treasurer been drawn to a recent statement in the Sydney press that not only do American cinematograph films enter the Commonwealth free of duty, but the makers of the films, by the formation in Australia . of subsidiary companies to which films are sold at a fictitious value, evade payment of income taxation upon profits earned in the Commonwealth amounting to about £500,000 per annum? Will the Treasurer con-, Elder the adoption of means by which those people may be made to pay taxation upon profits made in Australia?","TAXATION OF FILM IMPORTERS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","PAGE, Earle","C7E","N/A","CP","N/A","493","My attention has not been earlier drawn to that statement, and if the honorable member will place the question upon the notice-paper I shall have inquiries made regarding the taxation of film importers.","TAXATION OF FILM IMPORTERS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Australian Delegates to Assembly - Ratification of Conventions","LEAGUE OF NATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","RILEY, Edward","KYV","N/A","ALP","N/A","493","The personnel of the Australian delegation to the meeting of the League of Nations Assembly at Geneva in September next, as announced by the Prime Minister last night, does not include a representative of the Opposition. Will the Prime Minister explain why on this occasion the Opposition has been denied representation?","LEAGUE OF NATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","BRUCE, Stanley","F4B","N/A","NAT","N/A","493","The representation of Australia at the Geneva Conference received the fullest consideration from the Government, and we decided that a delegation constituted as announced by me yesterday would be the most satisfactory.","LEAGUE OF NATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","COLEMAN, Percy","JZK","N/A","N/A","N/A","493","Prom time to time the Commonwealth has received from the League of Nations conventions relating to opium and various other subjects. Will the Prime Minister say what action the Government proposes to take in regard to them?","LEAGUE OF NATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","BRUCE, Stanley","F4B","N/A","N/A","N/A","493","In reply to questions asked by the honorable member during this session, I have supplied a great deal of information regarding conventions which have reached the Government from the International Labour Office, and if the honorable member will put upon the notice-paper any further questions relating to conventions received from the Assembly of the League of Nations, I shall furnish him with an answer.","LEAGUE OF NATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[2]/continue/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","MANNING, Arthur","KMS","N/A","N/A","N/A","493","Last week I asked certain questions of the Prime Minister regarding cable rates, but, possibly because they were not clearly worded, they did not elicit the information I desired. I now ask the Prime Minister whether his attention has been called to a statement in the press that the British Treasury is delaying its consent to a reduction of the press cable rates? Having regard to the importance of cheap press cable rates between Australia and Great Britain, will the right honorable gentleman endeavour to induce the British Government to agree to the reduction which has been already sanctioned by the Commonwealth Government?","PRESS CABLE RATES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","BRUCE, Stanley","F4B","N/A","NAT","N/A","493","The whole matter is under consideration at the present time, and representations are being made to the Imperial Government in regard to it.","PRESS CABLE RATES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
