"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A"," (Hon. R. G. Halverson OBE) took the chair at 2 p.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","0","Mr HOWARD","ZD4","(Bennelong—","LP","Prime Minister)","437","—Mr Speaker, for the information of honourable members, I table a revised ministry list. I should inform the House that, since I tabled the previous list on 30 April 1996, I have appointed the Minister for Sport, Territories and Local Government, the Hon. Warwick Smith, as minister assisting me for the Sydney 2000 Olympic Games.  ","N/A","HOWARD MINISTRY","/html/body/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","0","Ms MACKLIN","PG6","Jagajaga","ALP","N/A","437","—My question is addressed to the Minister for Family Services. The minister would be aware that the Prime Minister has given an absolute commitment to honour his election promises ahead of balancing the budget. The coalitions policy document Security for Older Australians promises:  ","National Respite for Carers Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[1]/question/talk.start/para","N/A","N/A"
"1","0","0","0","0","1","0","1","0","6","0","N/A","N/A","N/A","N/A","N/A","N/A",". . . to implement a national respite for carers program with additional funding of $6 million per year.  ","National Respite for Carers Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[1]/question/para[1]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","0","N/A","N/A","N/A","N/A","N/A","N/A","Will the minister give an absolute guarantee that this promise will be met?  ","National Respite for Carers Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[1]/question/para[2]","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","0","Mrs MOYLAN","4V5","Pearce","LP","N/A","437","—The Prime Minister has said on every occasion that the election commitments we made will be honoured and in this respect that program will be no different. We will meet our election commitment.  ","National Respite for Carers Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","11","0","Mr PYNE","9V5","Sturt","LP","N/A","437","—My question is addressed to the Attorney&hyphen;General and Minister for Justice. I ask: is he aware of widespread public support for the governments proposed total ban on automatic and semi&hyphen;automatic weapons, the establishment of a national gun register and enactment of uniform gun laws across the states? What action has the Attorney&hyphen;General taken today towards achieving a nationwide approach on gun control?  ","Gun Control","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","0","Mr WILLIAMS","7V5","Tangney","LP","N/A","437","—I thank the honourable member for his question. Yes, I am aware of the wide support the public is giving for the governments proposals for effective nationwide control of arms. In todays press there are indications that the overwhelming majority of Australians support the measures being proposed by the government.  For example, the AGB McNair poll indicates that 90 per cent of voters across Australia support a ban on automatic and semi&hyphen;automatic weapons. It indicates also that 95 per cent of voters support a nationwide system for the registration of all firearms. It is also clear from the published opinion polls that the Australian public recognises that all states and territories need to cooperate in a uniform approach to gun control. It is particularly heartening that the polls are indicating strong support for the measures among both coalition and Labor supporters and across the states and territories. The majority support is expressed in both the city and country areas. As the Prime Minister foreshadowed in parliament yesterday, I have today circulated to the police ministers in the states and territories a paper setting out the Commonwealths detailed proposals for effective nationwide control of firearms. I have also provided a copy of this to the Leader of the Opposition and the shadow Attorney&hyphen;General. In addition, a copy of the paper has been provided to all members and all senators. I very much welcome the oppositions expression of bipartisan support for the general thrust of the proposals. Having distributed a copy to all members and senators, I would request of them that they make that paper available to their own electorate offices so that any member of the public who seeks a copy of it and lives outside Canberra has ready access to a copy. It is clear that the people of Australia will no longer tolerate a situation where the enforcement of appropriate standards for the control of firearms is thwarted by different approaches taken by state and territory governments. This government is fully committed to the standards set down in the proposals and I believe that the Australian public will accept nothing less. ","Gun Control","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[2]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","15","0","Ms MACKLIN","PG6","Jagajaga","ALP","N/A","437","—I refer the Minister for Family Services to the Prime Ministers absolute commitment to honour his election promises ahead of balancing the budget. The coalitions policy document Security for Older Australians promises to maintain the real rate of increase of home and community care funding in the forward estimates. I ask: will the minister give an undertaking that this promise will be met?  ","Home and Community Care Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","17","0","Mrs MOYLAN","4V5","Pearce","LP","N/A","437","—You are going to have to just wait. I hope you have booked your tickets for the night of 20 August when the budget is brought down, because all of the mysteries of budget night will then be revealed.  ","Home and Community Care Program","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[3]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","19","0","Mr BARTLETT","0K6","Macquarie","LP","N/A","437","—My question without notice is addressed to the Prime Minister. Is the Prime Minister aware of the great community concern in the Hawkesbury&hyphen;Nepean catchment area over outbreaks of blue&hyphen;green algae, urban run&hyphen;off, water quality and weed growth? Bearing in mind that this river system is important for agriculture, tourism and recreation, what action is the government taking to ensure that this important New South Wales waterway, along with other national river systems, is restored and preserved for future generations and does not continue to suffer from escalating environmental problems?  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","21","0","Mr HOWARD","ZD4","Bennelong","LP","N/A","437","—Mr Speaker, I am aware of the concern that is felt in the Hawkesbury area, and I am very much aware of the problems of blue&hyphen;green algae, urban run&hyphen;off, sewage water quality and weed control in that and many other areas. Similar to the concern that is felt by many people in relation to the Murray&hyphen;Darling Basin, so it is in relation to the Hawkesbury&hyphen;Nepean catchment area. As the House well understands, and as the Australian public increasingly know, it is the Liberal and National parties alone who are committed to doing something about this.  Mr Speaker, our national river care initiative will receive $85 million in additional funding over the next five years, and the majority of this funding will be derived from the interest earned, Senate willing, by our $1 billion Natural Heritage Trust of Australia. So the very simple answer that I would give to the honourable member for Macquarie to take back to the people of Hawkesbury is in fact that, if they want this problem addressed, they should use their best endeavours to encourage all senators from the state of New South Wales—not just the coalition senators but all senators from the state of New South Wales—to give effect to the proposals of the coalition. I was very interested yesterday, when I answered a question in relation to the Murray&hyphen;Darling, to hear the Leader of the Opposition say that I was engaging in blackmail. What the Leader of the Opposition was saying was that it was absolutely shocking and outrageous and akin to blackmail for a government to say that it could only fund the establishment of a heritage trust out of the sale of a capital asset, that in some way that was blackmail. In the light of that, it is very interesting because into my hand has come a document. It is entitled `New South Wales government heritage policy. This is the government of Mr Bob Carr of the Australian Labor Party. The document is dated April 1996. And it is not a bad document; I will tell you why in a minute. It is a very good document. Let me read from page 4 of the New South Wales Labor governments heritage policy: ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","1","0","1","0","22","0","Mr HOWARD","ZD4","N/A","N/A","N/A","N/A","The state government will establish a $30 million heritage fund to restore and conserve the states heritage.  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[4]","N/A","N/A"
"0","1","0","0","0","0","0","1","0","24","0","N/A","N/A","N/A","N/A","N/A","N/A","Now doesnt that sound familiar? But I will tell you what, my friends: it gets even better. It positively echoes in the ear and the consciousness when I read on. Listen to this:  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[5]","N/A","N/A"
"0","1","0","0","0","1","0","1","0","26","0","Mr HOWARD","ZD4","N/A","N/A","N/A","N/A","The funds will be raised from $5 million allocated from the sale of the State Office Block—  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[6]","N/A","N/A"
"0","1","0","0","0","0","0","1","0","28","0","N/A","N/A","N/A","N/A","N/A","N/A","and listen to this; it gets even better—  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[7]","N/A","N/A"
"0","1","0","0","0","1","0","1","0","30","0","Mr HOWARD","ZD4","N/A","N/A","N/A","N/A","and $25 million allocated over three years from the disposal of land assets held by Landcom.  ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[8]","N/A","N/A"
"0","1","0","0","0","0","0","1","0","32","0","N/A","N/A","N/A","N/A","N/A","N/A","They are a lot more adventurous than we are. They are selling the whole of the State Office Block, not the top one&hyphen;third of the floors of the State Office Block. They are selling the whole of it.  All I can say, Mr Speaker, is that there are two things that emerge very clearly from this debate. If you want to protect the long&hyphen;term future of the Australian environment, there are only two parties in Australia who really care about it, and they are the Liberal and National parties. They are the two parties who care about it. And when it comes to political hypocrisy—just as you were exposed as hypocrites on privatisation when you put your hand across the heart and said, `Well never sell the Commonwealth Bank, when you said, `Ben Chifley would spin in his grave if we sold the Commonwealth Bank, when you said Ben would also spin in his grave if you sold Australian Airlines—you were hypocrites on that, you are hypocrites on the environment, and you are hypocrites on privatisation generally. ","Hawkesbury&hyphen;Nepean Catchment Area","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[9]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","34","0","Mr BEAZLEY","PE4","Brand","ALP","N/A","438","—I am glad the Prime Ministers sense of proportion equates the office block in Sydney with Telstra.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/question/talk.start[1]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","36","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—The Leader of the Opposition will move to the question.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/question/interject/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","38","0","Mr BEAZLEY","PE4","Brand","ALP","N/A","438","—I draw the Prime Ministers attention to his promise in respect of the proposed Natural Heritage Trust in which he has promised that `all the funding commitments in this document are additional to Labors budgeted funding for the environment, and ask him whether his promised $1 billion is additional to the forward estimates published for the 1995&hyphen;96 budget or additional to the revised forward estimates published in January 1996 that include funding for Labors `Our land environmental package.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/question/talk.start[2]/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","40","0","Mr HOWARD","ZD4","Bennelong","LP","N/A","438","—The commitment that was made was a commitment to add $1 billion to existing levels of environmental funding.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","42","0","Mr Beazley","PE4","N/A","N/A","N/A","N/A","—Mr Speaker, I raise a point of order. He was given a very clear&hyphen;cut question and he chose not to answer it. Ask him which one it applies to.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/answer/interject[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","44","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—There is no point of order.  ","Natural Heritage Trust of Australia","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/answer/interject[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","46","0","Mr NUGENT","UT4","Aston","LP","N/A","439","—My question without notice is addressed to the Treasurer. What is the governments strategy to reduce Commonwealth debt?  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/question/talk.start/para","N/A","N/A"
