"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr.Speaker (Hon. G. J. Bell) took the chair at 10.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Mr. Lyons) agreed to -","N/A","SPECIAL ADJOURNMENT","/hansard/chamber.xscript/debate[1]/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","N/A","N/A","N/A","N/A","N/A","N/A","That the House, at its rising, adjourn until  Wednesday next at 3 p.m.","N/A","SPECIAL ADJOURNMENT","/hansard/chamber.xscript/debate[1]/quote/para[1]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","FRANCIS, Josiah","JWT","N/A","N/A","N/A","1154","Will the Prime Minister state whether it is the intention of the Government that the House shall meet on Wednesday, Thursday and Friday of next week, and also indicate the day on which the sittings will be resumed in the following week, so that honorable members may be in a position to make public and private arrangements?","DAYS OF MEETING","N/A","/hansard/chamber.xscript/subdebate.1/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","1154","A week or so ago I intimated to honorable members that the  House would meet on Wednesday of next week. It appears that it will be necessary, after next week, to sit on four days in each week, commencing on Tuesday and ending on Friday, for the remainder of this part of the session.","DAYS OF MEETING","N/A","/hansard/chamber.xscript/subdebate.1/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","6","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","1154","I wish to inform honorable members that the request of the Leader of the Opposition in regard to the resumption of the debate on the National Health and Pensions Insurance Bill has been given consideration, and the Government has decided to accept his suggestion to resume the debate, not. on Thursday of next week but on the following Tuesday.","N/A","NATIONAL HEALTH AND PENSIONS INSURANCE BILL 1938","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","CORSER, Bernard","K6Q","N/A","N/A","N/A","1154","Has the Prime Minister seen the report of a speech attributed to the Attorney-General (Mr. Menzies), at a dinner given by the London Chamber of Commerce in honour of the Australian delegation to the Ottawa Revision Conference which was attended by leaders of the British Government and of all branches of industry in Great Britain, which contains the following statement: -","EMPIRE PREFERENCES","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","7","CORSER, Bernard","K6Q","N/A","N/A","N/A","1154","Empire preference had been advantageous to all British countries, but they must be prepared now to review not only its principle but its detailed incidence. A review was necessary to ensure that it remained an agent of development and not of restriction.","EMPIRE PREFERENCES","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/quote/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","CORSER, Bernard","K6Q","N/A","N/A","N/A","1154","As this report precedes the Ottawa Revision Conference, and could be read to mean that Australia is prepared to sell out to the foreigner, will the Prime Minister say whether there has been any change in the Empire trade policy of the Government?","EMPIRE PREFERENCES","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","1154","My attention has been drawn only within the last few minutes to this report of a speech by the Attorney-General. Before expressing any opinion in the matter, it is necessary to ascertain exactly what the Attorney-General said.","EMPIRE PREFERENCES","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","HUTCHINSON, William","KIX","N/A","N/A","N/A","1154","I ask you, Mr. Speaker, whether, as Vice-chairman of the Joint House Committee, you have received from the Government any communication, or any definite word, as to the extensions or additions that are to be made to Parliament House? If you have not, do you not consider that the Government has treated the Joint House Committee very cavalierly?","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","SPEAKER, Mr","10000","N/A","N/A","N/A","1000","I have had no communication from the Government, beyond the original . con.versations with the Ministry when it was decided that some additions must be made to this building to provide the accommodation that is needed.","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/question[1]/continue/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","11","CLARK, Joseph","JUQ","N/A","N/A","N/A","1155","Will the Minister for the Interior state whether the press report is correct, to the effect that the Government proposes to proceed with certain additions to Parliament House in opposition to the advice of the Joint House Committee?","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","12","MCEWEN, John","009MB","N/A","CP","N/A","1155","The Government does propose to proceed with certain extensions to Parliament House, to provide essential additional accommodation, particularly for Ministers and members. A proposal was submitted to the Joint House Committee for its consideration. For certain reasons the committee reported against it, 'but up to date no satisfactory alternative has been found possible of being devised hy the Joint House Committee, the Department of the Interior, or anybody else. The Government, therefore, proposes to act upon the advice of the chief architect of the Department of the Interior, and to proceed with the additions originally contemplated.","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/answer[1]/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","Later:","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","14","CLARK, Joseph","JUQ","N/A","N/A","N/A","1155","I ask the Minister for the Interior whether it is a fact that the Principal Commonwealth Designing Architect was not asked to report on the best method of making accommodation available at Parliament House, and is it not also a fact that he is opposed to any alterations or additions to Parliament House?","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/question[3]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","15","MCEWEN, John","009MB","N/A","CP","N/A","1155","As to the latter part of the honorable member's question, 'his statement is quite out of accord with the facts. The Chief Architect has never at any time raised objection to any alterations of the present Parliament House. As to the first part of the question, the Chief Architect of the Department of the Interior has been in frequent and long consultation with myself and other Ministers and certain honorable members who have interested themselves in this matter. He was made available for consultation with the Joint House Committee when it made its first report on the proposed alterations, and I have arranged that he should be available again today to confer with the committee.","ADDITIONS TO PARLIAMENT HOUSE","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","16","LAZZARINI, Hubert","L07","N/A","N/A","N/A","1155","A fortnight or so ago I asked the Prime Minister a question relative to the export of 1,000,000 tons of iron ore annually from Yampi Sound to Japan. The right honorable gentleman then said that the Government was considering the matter, and that he would make a statement upon it later. Has the Government yet come to a decision, and is the right honorable gentleman now ready to make the promised statement?","YAMPI SOUND IRON ORE DEPOSITS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","17","LYONS, Joseph Aloysius","F4O","N/A","N/A","N/A","1155","I think the honorable member will remember that a question on this subject was asked yesterday. I am hopeful that I shall be able to make a statement upon it next week.","YAMPI SOUND IRON ORE DEPOSITS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","18","DRAKEFORD, Arthur","KCM","N/A","N/A","N/A","1155","Has the Government Deen informed that the Warden's Court at Broome, Western Australia, yesterday recommended, subject to the endorsement of the Minister for Mines, that leases held by the Yampi Sound Mining Company on Koolan Island be forfeited on the ground of nonfulfilment of statutory labour conditions? If -the Government has not received 'this information, will it take steps to ascertain what is the real position?","YAMPI SOUND IRON ORE DEPOSITS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","19","LYONS, Joseph Aloysius","F4O","N/A","UAP","N/A","1155","I shall inquire into this matter.","YAMPI SOUND IRON ORE DEPOSITS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[3]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","20","HARRISON, Eric","KNX","N/A","N/A","N/A","1155","Will ,the Minister representing the Postm as ter-General obtain particulars of, and advise me as to the amount collected l as t .year, as well as the total collections, from the air mail subsidy? Further, how much h as been credited to civil aviation, and when w as this practice first adopted?","AIR MAIL SUBSIDY","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","21","PERKINS, John","KXY","N/A","UAP","N/A","1155","I shall ascertain if the figures are available, and inform the honorable member later.","AIR MAIL SUBSIDY","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","22","ANTHONY, Hubert","JLZ","N/A","N/A","N/A","1156","Notwithstanding the criticism of the Auditor-General in regard to the approval given by the war pensions entitlement tribunal to the payment of pensions to returned soldiers in certain doubtful cases, will the Minster representing the Minister for Repatriation give the assurance that in all doubtful cases the benefit of the doubt will be given to the returned soldier?","PENSIONS OF RETURNED SOLDIERS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","23","THOMPSON, Victor","KVU","N/A","CP","N/A","1156","I shall bring the honorable gentleman's question before the Minister for Repatriation, and furnish him with a reply to it a3 soon as possible.","PENSIONS OF RETURNED SOLDIERS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[5]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","24","STEWART, Frederick","KV7","N/A","N/A","N/A","1156","Will the Minister representing the Postmaster-General take steps to accelerate the provision of public telephone cabinets? This question is provoked by my personal knowledge of many cases in which approval for their provision has been given, but no action to that end has been taken although a considerable time has since elapsed.","PUBLIC TELEPHONE CABINETS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","25","PERKINS, John","KXY","N/A","UAP","N/A","1156","I shall bring the honorable member's complaint under the notice of the Postmaster-General.","PUBLIC TELEPHONE CABINETS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/answer[1]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","26","ROSEVEAR, John","L08","N/A","N/A","N/A","1156","I ask the Minister representing the Postmaster-General whether the usual reply received from the Postal Department with regard to public telephones to the effect that the department considers the site is a suitable one but that telephone boxes are not yet available is used as a means merely to stall off the installation of telephones, or whether there is a genuine shortage of materials in the department for the manufacture of telephone boxes? If there is such a shortage, will the Minister see to it that labour is employed in making these materials available?","PUBLIC TELEPHONE CABINETS","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[6]/question[2]/talk.start/para","N/A","N/A"
