"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER (Hon. David Hawker) took the chair at 2.00 pm and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","Beazley, Kim, MP","PE4","Brand","ALP","Leader of the Opposition","1","—My question is to the Minister for Revenue and Assistant Treasurer. Can the minister confirm that Mr Trevor Flugge would have been eligible for an income tax exemption under the program under which he was employed?","Mr Trevor Flugge","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","Dutton, Peter, MP","00AKI","Dickson","LP","Minister for Revenue and Assistant Treasurer","1","—What I can confirm is that people who receive payments must act in accordance with the law and, if they receive payments and they are entitled to a deduction, that is a matter for the tax commissioner to decide.","Mr Trevor Flugge","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","4","Opposition members","00AKI","Dickson","LP","Minister for Revenue and Assistant Treasurer","1","Opposition members interjecting—","Mr Trevor Flugge","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","5","SPEAKER, The","10000","N/A","N/A","N/A","N/A","—Order! Has the minister completed his answer?","Mr Trevor Flugge","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/interjection[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","6","Dutton, Peter, MP","00AKI","N/A","N/A","N/A","N/A","—Yes.","Mr Trevor Flugge","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/interjection[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","Wakelin, Barry, MP","HV5","Grey","LP","N/A","1","—My question is addressed to the Treasurer. Would the Treasurer inform the House of the results of today’s balance of payments release? What does this data indicate about Australia’s economic outlook?","Economy","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","Costello, Peter, MP","CT4","Higgins","LP","Treasurer","1","—I thank the honourable member for Grey for his question, and I can inform him that the balance of payment for the December quarter of 2005 was released today. The current account deficit widened slightly, by $0.8 billion, to be $14.45 billion. This mainly reflects a widening in the net income deficit, which increased by $0.7 billion, and this is being driven by high profits earned by foreign owned Australian based companies, particularly those in the mining sector. The trade deficit was largely unchanged. There was a welcome increase in exports of around 4.1 per cent, due largely to a strong rise in metal ores, and a 3.9 per cent rise in imports which offset that, driven by increases in capital goods import, particularly civil aircraft, which is a volatile series. The terms of trade rose 2.1 per cent and are now 13.3 per cent higher through the year, at their highest level since the March quarter of 1974.  Australia’s net foreign debt increased to $473 billion in the December quarter. Nearly all of that comprises private debt. The general government share of net foreign debt has fallen sharply since the coalition came to office. It is now 4.6 per cent, down from 17.2 per cent in March 1996. Australia’s ability to service its net foreign debt has also improved. The debt servicing ratio fell to 9.1 per cent in the December quarter, well below the peak of 20 per cent in the September quarter of 1990. There are a number of reasons we can expect an improvement in the current account deficit in the near future. ABARE’s latest crop report forecasts winter crop production upgraded to 40.6 million tonnes, and Australia’s mining industry has invested around $31.6 billion in the expansion of productive capacity. With rural exports recovering, with the very, very high terms of trade and particularly with the buoyancy of minerals exports, we would expect through the course of the year the trade deficit to narrow. Given those matters, Australia cannot afford to be complacent about its current account deficit. A lot of that represents borrowing, and whilst the business sector is borrowing to invest in new capacity—something that is good for the economy—it is important that the Australian government save, because it is the only sector that is saving at the moment and therefore adding to national savings or, conversely, detracting from the growth of debt. It is important in these circumstances that Australia maintain a strong fiscal position—the fiscal position which the government has set out.","Economy","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","9","SPEAKER, The","10000","PO","N/A","N/A","2","—I inform the House that we have present in the gallery this afternoon Lady Sonia McMahon. On behalf of the House I extend to her a very warm welcome.  Honourable members —Hear, hear!","N/A","DISTINGUISHED VISITORS","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","Beazley, Kim, MP","PE4","Brand","ALP","Leader of the Opposition","2","—My question is to the Prime Minister. Can the Prime Minister assure the parliament that his government responded competently to the concerns raised with the government by the United Nations in January and March 2000 concerning the AWB’s contracts with the Saddam Hussein regime?","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
