"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Monday, 13 February 2023","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
"0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Milton Dick ) took the chair at 10:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
"0","0","0","1","1","0","2","N/A","N/A","N/A","N/A","N/A","N/A"," I present the fifth report of the Petitions Committee for the 47th Parliament.  The report read as follows— HOUSE OF REPRESENTATIVES PETITIONS COMMITTEE REPORT No. 5 Ministerial Responses 13 February 2023 MEMBERS OF THE COMMITTEE Chair Ms Susan Templeman MP Deputy Chair Mr Ross Vasta MP Mr Sam Birrell MP Ms Alison Byrnes MP Ms Lisa Chesters MP Mr Garth Hamilton MP Ms Tracy Roberts MP Ms Meryl Swanson MP Report summarising the petitions and Ministerial responses being presented. The committee met in private session in the 47th Parliament on 8 February 2023. The following 23 ministerial responses to petitions were received: From the Minister for Social Services to a petition regarding parental leave for stayathome dads (EN1838) From the Minister for the Public Service to a petition regarding age discrimination in the public service (EN2627) From the Minister for Foreign Affairs to a petition regarding the name used for Persian Gulf (EN2805) From the Minister for Financial Services to a petition regarding early access to superannuation (EN2941) From the Minister for Financial Services to a petition regarding increasing the superannuation concessional cap (EN2997) From the Minister for Foreign Affairs to a petition regarding support for the people of Afghanistan (EN3164) From the Minister for Financial Services to a petition regarding extending the temporary COVID19 grounds for early release of superannuation (EN3190) From the Minister for Foreign Affairs to a petition regarding assistance and logistical support to armed groups in Afghanistan (EN3199) From the Minister for Foreign Affairs to a petition regarding humanitarian support for Tigray Ethiopia (EN3340) From the Minister for Financial Services to a petition regarding the cost of financial advice for consumers (EN3360) From the Minister for Foreign Affairs to a petition regarding the recognition of genocide against the Yazidi community (EN3404) From the Minister for Health and Aged Care to a petition regarding delay on delivery of COVID19 vaccinations to vulnerable Australians (EN3410) From the Minster for the Public Service to a petition regarding a mandate for all public servants to be vaccinated (EN3528) From the Minister Assisting the Prime Minister and Cabinet to a petition regarding a change in the National Anthem to Thirty Mercs In the Summertime (EN3689) From the Minister for Foreign Affairs to a petition regarding joint custody arrangements in Japan (EN3897) From the Minister for Foreign Affairs to a petition regarding the detention and release of Professor Sean Turnell in Myanmar (EN3917) From the Minister for Defence to a petition regarding defence personnel assistance during natural disaster (EN4048) From the Minister for Communications to a petition regarding mobile phone reception in the Lucas area (EN4060) From the Minister for Defence to a petition regarding gender equity for frontline combat roles and conscription (EN4069) From the Treasurer to a petition regarding a new $5 note featuring Steve Irwin (EN4471 and EN4472) From the Minister for Health and Aged Care to a petition regarding bulk billed paediatric appointments for under 18s (EN4502) From the Minster for Health and Aged Care to a petition regarding Nunyara Aboriginal Health Service (EN4549) From the Minister for Social Services to a petition regarding eligibility for aged pension (EN4564) Correction to previous presentation In Report 04 presented on 6 February 2023 the incorrect petition number (EN4048) was given to a response from the Minister for Financial Services. The correct information is: From the Minister for Financial Services to a petition regarding superannuation contributions for Members of Parliament (EN4084) Ms Susan Templeman MP Chair—Petitions Committee ","Petitions Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[1]","Ms TEMPLEMAN (Macquarie) ","(10:01):"
"0","0","0","1","1","0","4","N/A","N/A","N/A","N/A","N/A","N/A"," I present the following 23 ministerial responses to petitions previously presented:  ","Responses","PETITIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/speech/talk.text/body/p","Ms TEMPLEMAN (Macquarie) ","(10:01):"
"0","0","0","1","1","0","6","N/A","N/A","N/A","N/A","N/A","N/A"," Today I am only tabling ministerial responses. Because of the timing of committee meetings over December and January, there are no petitions ready to present. However, the holiday period did not show any reduction in the number of petitions and requests. There are currently 75 petitions on the website open for signatures that will be presented in future sitting weeks.  In September 2022 there were 171 outstanding ministerial responses to petitions that had been presented in the previous parliament. Late last year, the committee conducted a review of responses that had not yet been received and sent out reminders to ministers of their obligation to respond to petitions. This obligation comes from the House and includes petitions that were referred to a former minister or former government. The reminders led to an increase of responses to older petitions from current ministers. The review has also resulted in a few responses from previous ministers coming to light that had not yet been presented. These responses are being presented today. The committee is checking its processes to ensure all responses are presented in a timely way in the future. I look forward to updating the House further on the work of the Petitions Committee. ","Statements","PETITIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech/talk.text/body/p[1]","Ms TEMPLEMAN (Macquarie) ","(10:01):"
"0","0","0","1","1","0","8","N/A","N/A","N/A","N/A","N/A","N/A"," On behalf of the Joint Standing Committee on Electoral Matters, I present the committees advisory report, incorporating dissenting reports, on the Referendum (Machinery Provisions) Amendment Bill 2022.  This was an important inquiry, and I thank all who participated and the committee members. This will be the first time in 24 years that Australia will have a referendum. A lot has changed in 24 years, including how our elections are run and how voters engage in elections. It is important that Australians continue to have an electoral system that is modern and that meets our currentday needs. The bill referred to our committee for consideration does this work. It modernises the way referendums are run so that this year, when Australians go to vote, theyll have a voting experience very similar to last years federal election, including early voting centres and postal voting, a timely count of ballots, and transparency when it comes to authorisation of campaign materials, the financial disclosure and foreign donations framework and matching measures in the Electoral Act. In conducting its work, the committee received submissions from members of the public, constitutional and legal experts, Aboriginal and Torres Strait Islander representative groups and others. I thank them all. The committee heard there was important ability in holding this referendum for us to update the experience of voters and bring it into line with their experience of voting in a federal election. The AEC told us that, essentially, this means that when people go to vote their experience will be very similar to what it was on election day. The committee heard there are further opportunities that should be considered as part of the referendum experience to build on our modern electoral system, to allow especially for improved enfranchisement and participation particularly amongst Aboriginal and Torres Strait Islander people. The current rate of enrolment amongst Indigenous Australians is around 82 per cent nationally. That is not good enough. The AEC is confident that trials of new measures will further boost enrolment in coming months. The AEC told the committee it saw opportunities in this referendum to improve this participation. That includes conducting remote area mobile polling for up to 19 days ahead of the referendum date; trialling the provision of secure telephone voting in certain circumstances; and providing for secure ontheday enrolment, enabling a potential new voter to cast a declaration vote that is admitted to the count once their enrolment is approved and processed. The committee urges the government to give serious consideration to supporting these measures that improve participation and enrolment. It is critically important that we allow all Australians to have their say as part of this referendum. The committee also considered how information has been and should be provided during a referendum. There were a wide range of views the committee heard on this, including both for and against the use of the traditional yes/no pamphlet. Some legal and constitutional experts told the inquiry that, in the past, the pamphlet has not worked as intended to. Professor George Williams noted: The pamphlets are often full of not only misleading statements but sometimes lies that we know to be false. He added that he supported the removal of the pamphlet but was troubled that merely removing it was not enough, and that we should look at what we replace the pamphlet with. Professor Anne Twomey said that such pamphlets have previously been used to provide the community with emotive, misleading and inaccurate statements. She said she wouldnt mourn the loss of the yes or no case but stressed there was a need for something substantial to replace it. Others stated that the pamphlet remains a valuable document for voters, providing them with the views of their elected representatives. The Australian Human Rights Commission said the pamphlet was an official source of information that summarises the key arguments for and against. The Central Land Council expressed concern that, without a physical pamphlet, older people and those in remote communities might feel they didnt have reliable access to information. While views on the pamphlet varied, there was widespread agreement about the need for information to educate and inform voters about the referendum and help them make up their minds. Thats why the committee recommends the government considers how best it can ensure all Australians are provided with clear, factual and impartial information as part of the referendum. This includes, and the government has announced that part of providing this information will be, a yes/no pamphlet. This will be coupled with broader efforts in providing the information Australians will need to feel assured they have been informed before they go to the polls. With these considerations and recommendations in mind, the committee supports the passage of the bill. Report made a parliamentary paper in accordance with standing order 39(e).  On behalf of opposition members of the committee I make a few comments on the tabling of the report. There is a dissenting report. The previous speaker has just foreshadowed the governments position regarding the formal pamphlet. There was a lot of hot debate and a proposition of potentially removing that tradition. It seems the governments position has changed on that, which we welcome. This was an inquiry into the machinery of referenda perpetually into the future; this could be a statute that applies to many referenda into the future, and it shouldnt be narrowly viewed specifically towards an imminent referendum related to the constitutional amendment for the Voice to Parliament. Regardless I dont think the fundamental principles of how we conduct referenda in this country should differ, no matter what the question is. Its highly concerning to those of us in the opposition to see propositions—and we, in our dissenting report, indicate we dont support the proposition—of not having a proper, formal case protected through legislation for each side of the proposition to change the Constitution in any case in which we are looking to change the Constitution. That is proposed in this legislation, and we are very much opposed both to not having a formal yes and no case and to not properly financially resourcing each of those cases. Obviously that principle must include equal financial resourcing to each case. Of course, the particular legislative instrument to hold any particular referendum tends to encapsulate how the government intends to resource those cases, but we believe that should always involve equal funding. I am really concerned, frankly—we all have political experience in this chamber—that any attempt to rig the system and to suggest or make changes that some people might believe are designed to facilitate a certain outcome is actually going to achieve the complete opposite political objective. We understand that the public funding of yes and no cases is always going to be a small proportion of the total amount of resources deployed into a campaign. Thats the case in our actual elections, as we know. So there is going to be a yes campaign and a no campaign in any referendum, including for the Voice to Parliament. If it becomes the position of the parliament to change the law to remove the tradition of providing taxpayer resources equally to each of the cases, I think the damage to any effort to change the Constitution will far outweigh whatever resourcing an argument against changing the Constitution would have provided in the court of public opinion through the expenditure of those funds. So we are opposed to the principle but also quite surprised that there is anyone who thinks they are helping an outcome to be achieved by starving it of taxpayer resources. Its going to achieve the opposite result. It is very difficult to change the Constitution. We know that. Weve got a lot of evidence. We try, but it rarely occurs. At the most recent time, the republic referendum in 1999, we had formal, official yes and no cases, and appropriate financing was provided towards that. I think that any kind of trickery or rigging of in the system and effectively trying to advantage one side of a debate over the other will only increase scepticism amongst the people of the country and will only contribute to the defeat of whatever proposition is put to them. It will be difficult to change the Constitution any time we try, no matter what the proposition is. Why you would want to add and be saddled with the additional challenge of having made a legislative change that unwinds the precedent of supporting proper debate on changing our Constitution in this nation is absolutely mystifying to those of us in the coalition. We urge the government to dramatically reconsider the message it will send and the damage it would inflict on attempts to change the Constitution by saying we dont want to have properly resourced arguments for and against that change. I think the people will react quite strongly against that change, and it will dramatically doom future attempts to change the Constitution that may or may not have credibility, because the politicians have rigged the system against it. (Time expired)  Im broadly supportive of the governments recommendations in the advisory report on the Referendum (Machinery Provisions) Amendment Bill 2022. In particular, I am glad to see a recommendation to support increased enrolment and participation of Aboriginal and Torres Strait Islander people in remote communities and the uncontroversial updating of the mechanics of how we run referenda. On a broader note, after this referendum we should do a compressive review of the Referendum (Machinery Provisions) Act to reflect the developments of the last century so that lastminute changes dont need to be made through new legislation relating to each referendum. Im supportive of the somewhat vague recommendation that the Australian government ensure appropriate structures and mechanisms are put in place to ensure impartial information is made available. While I have some concerns about the veracity of the information to be included in an official yes/no pamphlet, I am not against the oppositions suggestion that having an official yes/no pamphlet may be useful for the diminishing part of our community that does not get its information from the internet. I support this change. I would like to speak briefly to the three additional comments I make in the report. Its essential that we do a better job of ensuring truth in political advertising. This is broader than the proposed Voice referendum, but concerns about racist misinformation in this context are real and sharpen the focus on truth in advertising because of the potential damage that could be done. I accept that it will be difficult to establish a robust truthinpoliticaladvertising regime in time for the referendum. In the short term, and so as not to interfere with the timing of the referendum, a compromise position could be to establish an independent panel to factcheck information disseminated in the referendum campaign. This panel is consistent with the governments second recommendation, to establish structures and mechanisms to ensure impartial information, and could play a role in that function as well. The panel could also play a role in determining the wording of the question, and many expert witnesses backed this idea. Another broad area of reform that will surface in relation to the referendum is financial disclosures. The bill recommends the same excessively high threshold of $14,500 and late timing for disclosure of whos supporting the yes and no campaigns. I recognise that this would create a reporting burden, but there is overwhelming community support to improve the transparency of who is funding political campaigns before we vote, and I think it would be a good idea for any organisation campaigning on the Voice, either way, to think about the fact that their support will be made public. In relation to financial disclosures, I would support a recommendation for greater transparency, in line with most states, with more immediate disclosure of all donations above $1,000. For such an important referendum for the future of the country, truth and transparency are vital, and I urge the government to consider improvements to this end in the implementation of the legislation.  The time allocated for statements on this report has concluded. ","Referendum (Machinery Provisions) Amendment Bill 2022","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2[1]/speech[1]/talk.text/body/p[1]","Ms THWAITES (Jagajaga) ","(10:03):"
"0","0","1","0","1","0","10","Dick, Milton MP ","53517","Oxley","ALP","N/A","596","N/A  ","Referendum (Machinery Provisions) Amendment Bill 2022","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2[1]/speech[3]/interjection/talk.start","N/A","N/A"
"0","0","0","1","1","0","11","Dick, Milton MP ","53517","N/A","N/A","N/A","N/A"," I move:  That the House take note of the report. Debate adjourned.   by leave—I move:  That the order of the day be referred to the Federation Chamber for debate. Question agreed to.","Referendum (Machinery Provisions) Amendment Bill 2022","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2[1]/speech[4]/talk.text/body/p[1]","Ms THWAITES (Jagajaga) ","(10:16):"
"0","0","0","1","1","0","13","N/A","N/A","N/A","N/A","N/A","N/A"," I move:  That this bill be now read a second time. Late last year, with the passage of the National AntiCorruption Commission Bill, Australians saw a glimmer of hope that this place was ready to take integrity seriously. It was a genuinely significant occasion, and, despite the flaws in the commission, the government should be commended for following through with its election commitment of legislating a strong, independent national integrity agency. But our work is obviously far from done because, to restore Australians dwindling trust in politicians and the political process, we must also legislate to require truth in political advertising, enhance our media freedom laws, provide better protections for whistleblowers, and significantly overhaul our political donations framework. Which is why today Im reintroducing the Commonwealth Electoral Amendment (Cleaning up Political Donations) Bill 2023. And I say reintroduced because when I tabled a similar bill in 2022 it received no support from either major party, which, while shameful, is unsurprising when you look at the vast wads of cash the major parties received in the last financial year. Indeed figures released by the Australian Electoral Commission earlier this month show an absurd amount of money continues to flow to political parties and candidates, often by big corporate entities. In the 202122 financial year, for instance, an election year, I might add, the coalition received $118 million in donations and the Australian Labor Party received $124 million. Which is bad enough in itself, but made all the worse by lax legislation which ensures the public doesnt know where much of that money came from. For a start, the current disclosure threshold for political donations of $15,200 is way too high, and the current legislation doesnt require donors to disclose if they donate just below the threshold on multiple occasions. So in practice this means, for example, a gambling company can donate $15,199, one dollar below the threshold, on multiple occasions without the public ever knowing about it. No wonder dark money, money with no identifiable source, reached a recordbreaking $119 million last year, or some 40 per cent of political party revenue. And the situation in Tasmania is even more dire, where the Tasmanian branch of the Liberal Party didnt disclose more than 80 per cent of their donations, and the Labor party almost 90 per cent. This is plain wrong and my bill will fix it. For a start it lowers the disclosure threshold to $1,000 and requires aggregation, so that multiple donations received from the same source must be disclosed if the sum of all donations meets the threshold. The bill also requires realtime disclosure of donations, which would be an enormous improvement on the current situation where political entities are only required to disclose donations once a year. In other words, at present up to 19 months can pass between receiving a donation and the public becoming aware of it. So, for example, Australians went to the ballot box last May oblivious to the fact that the Minerals Council gave over $100,000 to the Labor Party, and Adani gave almost $110,000 to the Queensland LNP. To remedy this the bill requires political entities to provide a return to the AEC within two business days of receiving a donation over $1,000. The AEC must then publish the information on its website as soon as reasonably practical. Problem solved. Indeed, if this bill had been enacted before the last election, Australians would have known that one of the biggest online sports gambling companies, Sportsbet, donated $278,000 to the three major parties during the last financial year or that Star Entertainment Group, which notably was found unfit to hold a gambling licence in New South Wales and Queensland, donated $212,000. Surely voters have a right to know who has bankrolled a candidate or party before casting their vote, because the reality is that government policy is overwhelming shaped by political donations. How else do you explain sluggish action by the government and alternative government on critical issues such as climate change or gambling reform? Remember, when someone hands over hundreds of thousands or millions of dollars, it comes with an expectation of a return on that investment. This is not a new concept, because several states already require realtime reporting of donations, just as they also ban donations from some unsavoury sources—which brings me to the next point, donations from certain sectors and how they continue to severely impact policy and decisionmaking. For instance I have no doubt that the reluctance of both major parties to pursue meaningful reform on climate change is influenced by the enormous amount of money they receive from the fossil fuel industry. Indeed analysis conducted by the Australian Conservation Foundation shows fossil fuel companies donated $1.4 million to Labor, and $900,000 to the coalition, suggesting the entities sensed a change in government. As ACF Corporate Campaign Manager Jolene Elberth notes: The fact fossil fuel interests donated more to Labor than to the Liberal and National parties suggests the coal and gas firms sensed Labor was headed for victory and shows the whole point of companies donating to political parties is to gain access to decisionmakers. This flow of money also highlights the fact that politicians and parties should not be accepting donations from sectors whose businesses cause direct harm to Australians. So thats why the bill prohibits donations from fossil fuel companies, gambling companies, liquor companies and the tobacco industry. It also increases penalties for corporations who breach electoral laws. Money buys power in this country, and the bigger the money the greater the power. In which case we should all be horrified to learn of the analysis by the Centre for Public Integrity which found that, in the leadup to last years election, a mere 10 donors gave 77 per cent of all political donations. But my bill will put an end to that, implementing a cap of $50,000 on the total amount any one donor can donate during an electoral cycle. Its also why the bill implements a cap on the total amount candidates and parties can spend on election campaigns. Frankly, its outrageous that Clive Palmer spent a staggering $116 million on last years federal election, surpassing the unprecedented $80 million he spent during the 2019 election. Politicians should be elected on their policies, their values and what they can offer their community, not on who has the biggest war chest. And finally, the bill expands the definition of gift to include any payment or activity valued over $1,000 that has the effect of materially benefitting a party or candidate. It also captures money spent to attend political fundraisers and functions. The community is demanding political donation reform, and many people were dismayed that the earlier version of this bill was not supported by the government and the opposition. There must not be a repeat of that. This time around, the major parties must put selfinterest aside and support the bill. To conclude, Id like to thank the Human Rights Law Centre, the Australian Conservation Foundation and the Uniting Church in Australia for their constructive engagement on this bill. In my remaining time, I invite the member for Mayo, who is seconding the bill, to make a few comments.  Is the motion seconded? ","Commonwealth Electoral Amendment (Cleaning up Political Donations) Bill 2023","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[2]/subdebate.2[2]/speech[1]/talk.text/body/p[1]","Mr WILKIE (Clark) ","(10:17):"
"0","0","1","0","1","0","15","Dick, Milton MP ","53517","Oxley","ALP","N/A","598","N/A  ","Commonwealth Electoral Amendment (Cleaning up Political Donations) Bill 2023","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[2]/subdebate.2[2]/speech[1]/interjection/talk.start","N/A","N/A"
