"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[3]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A"," (Hon. Harry Jenkins) took the chair at 10 a.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[4]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","0","Mr PEACOCK","MI4","(Kooyong","LP","Leader of the Opposition)","243","—I move:  That so much of the Standing Orders be suspended as would prevent the Prime Minister from making a statement to the House on the consequences for the ANZUS alliance and Australia of the significant scaling down of defence cooperation between the United States of America and New Zealand. This is a very grave day for Australia, for the United States of America and for New Zealand. ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/talk.start[1]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","4","0","Government members","N/A","N/A","N/A","N/A","N/A","Government members interjecting  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/para[3]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","6","0","Mr PEACOCK","MI4","(Kooyong","LP","Leader of the Opposition)","243","—It is typical of honourable members opposite to treat this matter with such disdain. Let me state the reasons I have moved for the suspension of Standing Orders. I am cognisant, Mr Speaker, that you will require me particularly to argue the urgency of this matter and the need for the suspension of Standing Orders, though I will necessarily have to point out matters that relate to the substance of issues I would wish the Prime Minister (Mr Hawke) to canvass. This morning, on the Australian Broadcasting Corporation program AM and in other reports internationally, it has been reported that Mr Lange, the New Zealand Prime Minister, had met the Deputy Assistant Secretary of State of the United States, Mr Brown, and Mr Lange was reported as saying that Mr Brown had read to him a list of measures which the United States proposed to take as a response to the New Zealand governments determination to keep New Zealand nuclear free. Mr Lange allegedly said that those measures relate primarily to intelligence sharing and the defence field and, as reported on the program, most importantly Mr Lange went on to say that, in effect, they amount to a drastic scaling down of cooperation with New Zealand in those areas.  There can be few things, if any, more important than those that go to the national security of a nation. Quite clearly, from this mornings statement by the New Zealand Prime Minister, the inevitable consequences of the fools paradise attitude that he and his Government have taken have brought this about. Opposition members have constantly called on the Government to indicate to New Zealand that this would be the natural consequence of the stance that it has taken. The events have flowed as we said they would. The Prime Minister has an abundant duty to execute: To tell all Australians what the consequences are and to tell them today. It is not as if the Government has had no warning of this. In fact, from ones own experience one knows that the Government would have been advised some time in advance of all the details to which the New Zealand Prime Minister was referring. The Prime Minister, therefore, is in a position to come into this Parliament now and explain to us what he sees as the consequences for Australia and what action his Government will take as a result of the United States move. Lest there be any doubt about my assumption that the Government knows about this matter, I refer to a copy of a story in the Australian of 14 February, which concluded: Though Mr Hayden did not confirm the Americans suspension, he said the US had guaranteed to advise Australia of any initiatives in sufficient time. So we know clearly that the Government has been apprised of this, that the Prime Minister is, therefore, in a position to come into the Parliament immediately and make the statement and advise what action his Government is going to take. As I said, we have warned that this would be the inescapable conclusion to the decision taken by New Zealand. The Government has argued throughout that it would not be a messenger boy for the United States of America and it swept to one side the three nation, tripartite element of ANZUS, claiming all along that this did not impact on Australia, that it was purely and simply a matter between the United States and New Zealand. That is fatuous. ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/talk.start[2]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","8","0","Mr Chynoweth","JF4","N/A","N/A","N/A","N/A","—Why are you meddling in it?  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/interject[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","10","0","Mr PEACOCK","MI4","(Kooyong","LP","Leader of the Opposition)","243","—To indicate my concern on behalf of Australia is what I am elected to do. I am not meddling when I address Australian interests.  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/talk.start[3]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","12","0","Mr Chynoweth","JF4","N/A","N/A","N/A","N/A","—Yes, you are. You are trying to stir it up.  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/interject[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","14","0","Mr PEACOCK","MI4","(Kooyong","LP","Leader of the Opposition)","243","—The honourable member might be meddling because he is not pushing sufficiently his socialist internationalist stance. I am concerned about anything that impacts on Australias security, and Australias security is a matter of fundamental concern to everyone on this side of the House, if it is not to the honourable members side of the House. This is a three nation alliance and the actions of one necessarily impact on the other. The cowardly, headinthesand approach taken by this Prime Minister, in which he seeks to be well regarded and not take a stance on any issue, even in relation to the factions within his own Party, shows the way in which this alliance has eroded under this Government.  It is a very important point that we have to be advised today. Intelligence and defence cooperation has been scaled down significantly by the United States to New Zealand. I am not revealing anything that any member of this House does not know, that a great bulknot all by any means because we have our own methodsof the raw data in intelligence, as well as interpretations gathered and made by the United States, is passed to Australia. The world knows that. We need to know now: Are we still going to be the recipients of that information which is critical to our own defence planning and our foreign policy assessments? Are we still to receive that? I assume we are, but we need to be advised. If we are to receive it, what is this Government going to do under the terms of our relations with New Zealand, which, being a smaller country, unable to cover the globe and gather information itself, depends considerably on our own raw data but particularly assessments and raw data from our allies, the United States? So I need to know, Australians need to know from this Prime Minister, when we receive the information from the United States whether we will continue to pass it on to New Zealand? And even, dare I use the phrase, Labors blind Freddy would know that if we pass that information on to New Zealand, as we always have, except for certain areasbut in the main we pass it onwe would thereby be circumventing the decision of the United States announced by the New Zealand Prime Minister today. Australians should not be left in doubt on this issue. I have no doubt that the Prime Minister will scuttle back into his bunker and leave one of the factions spokesmen to come into this House claiming to be a ministerial spokesman. But no one less than the Prime Minister should be attending in this Parliament to advise the House and the nation what the future holds for the ANZUS alliance and for Australia. Anyone can see that the future of this great alliance and great pact to which all on this side of the House are committed, is now imperilled, as we have said all along it would be. We have known since the day of the New Zealand election, as a consequence of the failure of this Government to take any actionit washed its hands of a difficult situationthat this was the inescapable conclusion. We do not know, however, what the Governments reaction to this very grave news is going to be and we are entitled as Australians to know. We are entitled to know whether the information will circumvent United States actions and what the Government sees for the future of the ANZUS alliance. The only action that has been taken by this Government has been the writing of a letter to the New Zealand Prime Minister. As I said last week, the moment that letter became public the Prime Minister ducked the issue, ran away and backed away from its terms because of the heat that the Left was applying to him. I assume it is that heat which now prevents him from coming into the House to make a statement. There is a duty to advise Australians. Already there have been cancellations of sea exercises. The Sea Eagle exercises and the two ANZUS logistical meetings have been cancelled. Defence cooperation has now been suspended and sharing intelligence allegedly has now been cancelled by the United States. There can be few more fundamental elements than this. For a government to be as delinquent as it has been over the period since Mr Lange was elected Prime Minister is bad enough but for the Prime Minister to abstain from telling this nation is cowardly and, worse, a disgrace. ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/talk.start[4]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","16","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The time of the Leader of the Opposition has expired. Is the motion seconded?  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[1]/interject[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","18","0","Mr SINCLAIR","5E4","(New England","NP","Leader of the National Party of Australia)","244","—I second the motion to suspend Standing Orders, not so that a ministerial spokesman for the Government can make a statement in this place but so that the Prime Minister (Mr Hawke) can explain to this House the circumstances for Australia and Australian security of the result of the announcement this morning by Prime Minister Lange of New Zealand about the drastic scaling down of cooperation with New Zealand in the intelligence and defence fields. Immediately after the elections we all remember the delightful Cook line about the Prime Minister being lean, mean and rarely seen. How appropriate that is today. He is rarely seen; he is not in the Parliament. He is lean and mean; he has not made a statement to this Parliament about the prevarication of the MX missile affair. He now has an opportunity to explain to this Parliament and to the people of Australia the consequences of the decision which was announced this morning as a result of an interview between Deputy Assistant Secretary of State, Bill Brown, and Prime Minister Lange of New Zealand.  We need to remember that this is not a matter which has just arisen. The government has not been caught short. We all saw the Press reports about a fortnight ago when we learnt for the first time that this situation was a likely consequence of the illconsidered decision by the New Zealand Government not to allow visits by United States naval vessels to New Zealand ports. In case people think that this is all in isolation across the Tasman, let us remember that Premier Cain in Victoria has been saying exactly the same thing. Premier Burke in Western Australia has echoed somewhat similar sentiments. We have all the uncertainty we have now heard from Premier Wran in New South Wales who one minute says that we will not have United States nuclear powered ships in Sydney and the next minute that perhaps we will. We need to look back at what has been said and register why it is essential that the Prime Minister come into this House today and tell the Australian people of the implications of this fundamental change in the ANZUS relationship. First, we need to remember that adequate time and notice has been given by the United States to Australia. We remember the quote of the Leader of the Opposition (Mr Peacock), who stated: Though Mr Hayden did not confirm the Americans suspension, he said the United States had guaranteed to advise Australia of any initiatives in sufficient time. We know from the same days Press, in the Australian Financial Review: The role of intelligence gathering under ANZUS is to be reviewed in a joint paper for Federal Cabinet on the practical implications of the alliance being prepared by the Minister for Defence, Mr Beazley, and the Minister for Foreign Affairs, Mr Hayden. It was following that statement that we saw these headlinegrabbing comments from the drovers dog of the Australian Labor Party about the threats to the joint facilities in Australia: US bases would close if data cut off. It is not just a matter of the New ZealandAmerican connection. Indifferent though this Government has been towards trying to intervene and to protect the ANZUS relationship, it is very much a matter of what the implications are for Australia. We need to remember that it is only a few weeks since the Londonbased Janes Defence Weekly stated that intelligence obtained from monitoring radio traffic in the Pacific was usually shared between the United States, Australia, Canada, Britain and New Zealand. That same publication identified the very close interweaving of the intelligencegathering facilities. But again the media has reported: NZ defence links will stay, says Canberra. We are told that intelligence sharing between Australia and New Zealand will stay. If that is to be so, will the result not be that of the United States will cut off intelligencesharing with Australia? Will we be left in a position where this will affect not only the relationship between New Zealand and the United States but also our own very vital sources of information which, as the Janes Defence Weekly report illustrates, are so closely interwoven. The only answer is for the Prime Minister, who is still not in this chamber, to come in and make a statement to the House and tell us of the implications for Australia, Australias security and Australias defence relationships. The ANZUS relationship is now very seriously prejudiced. The Prime Ministers indifference reflects totally to his discredit. The only solution is for him to come into this House, not for the Leader of the House to gag this matter and say that it does not matter. It cannot be swept under the carpet. It is a matter absolutely fundamental to every Australian. The Prime Minister has a duty to come into this chamber immediately. ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[2]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","20","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The right honourable members time has expired.  ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[2]/interject/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","22","0","Mr YOUNG","EV4","(Port Adelaide","ALP","Leader of the House)","245","—We have a rather extraordinary turn of events this morning with the Leader of the Opposition (Mr Peacock) and the Leader of the National Party of Australia (Mr Sinclair), who obviously have listened to AM and the Australian Broadcasting Corporation news, now wanting to turn Parliament over to a major debate on matters which were discussed overnight between the United States of America and New Zealand. One wonders at the intent of Opposition members in raising this matter, based not on documentation, based not on our involvement, but rather based on the fact that they might be able to attract a bit of attention to their antics, their attitudes and their predictability in this Parliament. This move has been led by a person who now is Leader of the Opposition but who long held the post of Minister for Foreign Affairs. One wonders what his attitude might have been, when he was sitting on this side of the House as Minister for Foreign Affairs, had he been asked to comment on or interfere in discussions between New Zealand and the United States. We might have seen a very different honourable member for Kooyong then. He might have been telling us, as I am telling the House today, that basically what went on overnight was a matter between New Zealand and the United States.  The Leader of the National Party produced a few old newspaper clippings. What did the Leader of the Opposition produce in terms of documentation which would warrant a call for the Prime Minister (Mr Hawke) to make comment at this very moment on discussions that were held last night between Mr Lange and Mr Brown? It may well be that these circumstances will lead to a statement being made in the House by the Prime Minister at some time, but that time will be determined by the Government and by the Prime Minister; it will not be dictated by the attitudes of the Opposition. The Leader of the Opposition, more than anybody else on the Opposition benches, knows the proper relationship that exists between the United States and Australia. He knows far more than those he leads on the other side about what is involved in that relationship. He knows what happens because he is briefed on intelligence matters more than anybody else on the Opposition benches. Yet he raises the question here whether there is some danger in or some question about the relationship between the United States and Australia in the passage of intelligence material. The Leader of the Opposition knows that the question he raises is just not valid. There is absolutely no evidence upon which he can base that charge and he did not put any before the Parliament. I reiterate: What happened last night is basically a matter between the United States and New Zealand. Irrespective of what might eventuate between the United States and New Zealand in this area, there would be no reason for diminution of the flow to Australian and United States origin intelligence. I remind the Leader of the Opposition that it is a long established principle in intelligence exchanges between countries that a recipient of an intelligence exchange undertakes not to pass that material to any third country without the authority of the originator. Australia under this Government, as under the coalition, has always observed such understanding scrupulously and will continue to do so. Whatever the outcome, Australia will maintain active intelligence cooperation with New Zealand based on material of Australian origin, reflecting the very close bilateral relationship between the two countries. Nothing could be clearer, as the Leader of the Opposition knows. Yet because this morning in bed he got excited listening to AM reporting that Mr Lange may have said something in his Press statement in Los Angeles and Mr Brown might have said something else, he did not wait for any documentation to show exactly what might have been said. The Leader of the Opposition, thinking a point could be scored, and that some damage could be done to Australia, flew in here at 10 oclock this morning, like the amateur he is, and demanded that the Prime Minister come in and make a statement, Could honourable members imagine it being demanded of Malcolm Fraser when he was Prime Minister that he come in and make a statement on this question. Those making that proposal would have been blown out of court just as the Opposition deserves to be blown out of court now. I have never heard such absolute nonsense. What will the Leader of the Opposition listen to on AM tomorrow morning which he will seek to raise in this House at 10 oclock? He ought to change his radio program and listen to something else. This matter is a serious matter. During the election campaign the Opposition explained what Australian under the coalition would do to New Zealand. It almost reached a frenzy. It was to declare war on New Zealand, or so it implied during the election campaign, because New Zealands attitude did not suit the sentiments the Opposition wanted to express. The Opposition has no great credibility in this area over and above the credibility which has long been consolidated by this Government in this area. If it becomes necessary for the Prime Minister to come into the Parliament to make a statement on this question, he will do so at a time chosen by him when he considers all the material that has been placed before the Government and the relationship between the United States and Australia and that between Australia and New Zealand and the effect of the relationships. He will not make statements, as he has outlined on numerous occasions inside and outside the Parliament, on matters which specifically appertain to the relationship between New Zealand and the United States of America. For the Opposition to carry on about what it would do to New Zealand leads one to wonder what sort of relationship it wants in the region. As I said, the Prime Minister will determine the timing of whatever statement has to be made in this Parliament. It will not be based upon the nonsense that is raised here by the Opposition after its members listen to their favourite radio program every morning. I move: That the question be now put. Question put. Original question put. ","N/A","ANZUS ALLIANCE","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1/speech[3]/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","Debate resumed from 22 February, on motion by Mr Lionel Bowen:","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[3]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","That the Bill be now read a second time.","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[4]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","24","0","Mr N. A. BROWN","PD4","(Menzies)","LP","N/A","248","—The Opposition supports the Bill.  Question resolved in the affirmative. Bill read a second time. Message from the GovernorGeneral recommending appropriation announced. ","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[2]/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","Leave granted for third reading to be moved forthwith.","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[2]/proctext/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","Bill (on motion by Mr Lionel Bowen) read a third time.","N/A","JUSTICES (LONG LEAVE PAYMENTS) AMENDMENT BILL 1985","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[2]/proctext/para[3]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","TRUST RECOUPMENT TAX ASSESSMENT BILL 1985 [COGNATE BILLS: TRUST RECOUPMENT TAX BILL 1985 TRUST RECOUPMENT TAX (CONSEQUENTIAL AMENDMENTS) BILL 1985]","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","Debate resumed from 22 February, on motion by Mr Keating:","N/A","TRUST RECOUPMENT TAX ASSESSMENT BILL 1985 [COGNATE BILLS: TRUST RECOUPMENT TAX BILL 1985 TRUST RECOUPMENT TAX (CONSEQUENTIAL AMENDMENTS) BILL 1985]","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","That the Bill be now read a second time.","N/A","TRUST RECOUPMENT TAX ASSESSMENT BILL 1985 [COGNATE BILLS: TRUST RECOUPMENT TAX BILL 1985 TRUST RECOUPMENT TAX (CONSEQUENTIAL AMENDMENTS) BILL 1985]","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[3]","N/A","N/A"
