"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. W. Elliot Johnson) took the chair at 11 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","SMITH, William","KTU","N/A","ALP; NAT from 1917","N/A","10649","Some time ago troopships from the Old Country were allowed to enter the port of Hobart, in order to land Tasmanian troops. I desire to ask the Acting Minister for the Navy whether it is not practicable to. again revert to that system?","RETURNING TASMANIAN TROOPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","POYNTON, Alexander","KYD","N/A","NAT","N/A","10649","The troopships are under Imperial regulations, and I am afraid that the honorable member's proposal cannot be carried out. I shall, however, get into consultation with the Comptroller of Shipping with the object of seeing whether it can be adopted.","RETURNING TASMANIAN TROOPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Report of Royal Commission","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para[1]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","TUDOR, Frank","KWL","N/A","N/A","N/A","10649","Will the Acting Prime Minister state whether the Government has yet received through the Governor-General the report of Mr. Dethridge, who was appointed a Royal Commission to inquire into the conditions obtaining in relation to the picking up of waterside workers on the Melbourne wharfs?","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","WATT, William","KXG","N/A","NAT","N/A","10649","Yes.","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer[1]/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","Later :","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para[2]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","TUDOR, Frank","KWL","N/A","N/A","N/A","10649","Will the Acting Prime Minister state when it is intended to lay on the table of the House the report of the Royal Commission on the conditions of employment of the waterside workers on the Melbourne wharfs, and what action the Government intends to take upon that report?","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","WATT, William","KXG","N/A","NAT","N/A","10649","The report of the Commissioner will be laid upon the table of the House after the Cabinet has had an opportunity to consider it.","WHARF LABOURERS' DISPUTE","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","KELLY, William","KEA","N/A","N/A","N/A","10649","Will the Minister for Trade and Customs consult his officers as to whether or not insufficient air space and the sanitary arrangements make the ' theatres, behind the scenes, a focus of the influenza outbreak, and, in the event of his officers advising him in that direction, will he inform the State authorities of the necessity for reform in that respect?","SANITARY ARRANGEMENTS IN THEATRES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","MASSY-GREENE, Walter","KNF","N/A","LP; NAT from 1917","N/A","10649","I will have the matter inquired into, and let the honorable member know the result.","SANITARY ARRANGEMENTS IN THEATRES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","Order for Construction in England.","COMMONWEALTH SHIPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","13","HIGGS, William","KHE","N/A","N/A","N/A","10649","In regard to the report that the Prime Minister (Mr. Hughes) has placed orders in England for the construction of three vessels of about 20,000 tons each, I desire to ask the Acting Minister for the Navy whether there is any necessity for secrecy in the matter?","COMMONWEALTH SHIPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","14","ATKINSON, Llewelyn","JMG","N/A","N/A","N/A","10649","There has been no secrecy.","COMMONWEALTH SHIPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/interjection/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","15","HIGGS, William","KHE","N/A","N/A","N/A","10649","The Minister said the other day that he was not prepared to give any information. I would ask him whether there is any reason for secrecy, and whether he will be good enough to furnish us with details as to the order, which must represent a very considerable outlay?","COMMONWEALTH SHIPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/continue/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","16","POYNTON, Alexander","KYD","N/A","NAT","N/A","10649","At a very early date the Acting Prime Minister (Mr. Watt) will make a statement to the House in regard to the whole of our shipbuilding activities. I am not able to give the honorable member all particulars, but I may say that portion of the statement published in the press is not correct.","COMMONWEALTH SHIPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","17","N/A","N/A","N/A","N/A","N/A","N/A","Sittings of the House.","PEACE CELEBRATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","18","LAMOND, Hector","KZC","N/A","N/A","N/A","10649","Has the Acting Prime Minister taken into consideration the position of representatives of other States with regard to the Peace Celebrations, and, if so, will he state what is the intention of the Government in regard to the sittings of the House next week? Is it proposed that we shall meet next Tuesday and adjourn on Thursday until the following week, or are we to get away next Thursday without a special sitting on Tuesday? It will be impossible for honorable members to take part in the celebrations in the other States unless they can leave here on Thursday evening next.","PEACE CELEBRATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","19","WATT, William","KXG","N/A","NAT","N/A","10650","In the pressure of business during the last week or more, I have not had time to finalize the matter, but it has not escaped my attention. I hope to be able to deal with it some time to-day, and to inform Inter-State members before they leave for their homes what course the Government proposes to take.","PEACE CELEBRATIONS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","20","POYNTON, Alexander","KYD","Grey","NAT","Acting Minister for the Navy","10650",". - (By leave.) - I notice that during my recent absence in Sydney the honorable member for Melbourne Ports (Mr. Mathews) made some very grave reflections on Captain Glossop, and to be charitable the only conclusion I can come to is that he was speaking without full knowledge of the facts. The honorable member criticised adversely Captain Glossop's handling of H.M.A.S. Sydney in the duel with the German light cruiser Emden . In the first place, I would point out that the loss of life on the Sydney was small. Out of a complement of 400, three men were killed and fifteen wounded. The best Naval opinion is that the action against the Emden was ably and skilfully fought. The officer most exposed to the enemy's fire was Captain Glossop himself, as shown by the fact that the first casualty occurred beside him on the bridge. The Admiralty's ' appreciation of his work was shown by the conferring on him, of the Most Honorable Order of the Companion of the Bath. I trust that no more of these unwarranted attacks will be made upon a distinguished officer, who by his prompt and efficient action made the name of Australia ring throughout the civilized world by ridding the Empire of a raider which had done millions of pounds worth of damage.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","21","MATHEWS, James","KNH","N/A","N/A","N/A","10650","I shall enlarge upon the subject at the first opportunity. There should not have been any casualties on the Sydney.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[1]/interjection/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","22","POYNTON, Alexander","KYD","N/A","N/A","N/A","10650","I notice also that while the honorable member was speaking the honorable member for Wilmot (Mr. Atkinson), by way of interjection, said that Captain Glossop had been disrated. In this instance also I feel sure that the honorable member spoke without full knowledge of the facts; otherwise he would not have made such a statement. Captain Glossop has not been disrated on any occasion in connexion with this matter.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[1]/continue/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","23","ATKINSON, Llewelyn","JMG","N/A","N/A","N/A","10650","By way of personal explanation, I desire to say that in using the word ' disrated,' I was under the impression from statements that had been frequently made that Captain Glossop had been disrated, or had, at least, teen deprived of the command of the Sydney, because, in the engagement in question, he to ok his vessel to o close to the Emden. I was led to interject as I did, because I thought that the honorable member for Melbourne Ports (Mr. Mathews) in his references to Captain Glossop, was not treating the Government fairly. He appeared to me to be endeavouring to show that the Government had promoted Captain Glossop to a higher position, and that his treatment was different from that extended to men in the ranks. I am very glad to learn that Captain Glossop was not disrated.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","24","MATHEWS, James","KNH","N/A","N/A","N/A","10650","I also desire to make a personal explanation. The Acting Minister for the Navy (Mr. Poynton) has not explained the actual situation. On the occasion to which he has referred, I was trying to distinguish between the punishment meted out to the lower-paid men of the Australian Navy, and the treatment of those of the highly-paid ranks. The authorities which the Minister has quoted are not the only ones that might be cited with regard to Captain Glossop's handling of the Sydney in the encounter in question. It is well known that the Sydney , with its guns of longer range and greater calibre than those of the Emden, should have been able to engage her without coming within her range of fire-","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[3]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","25","SAMPSON, Sydney","L0P","N/A","N/A","N/A","10651","On. a point of order,-","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[3]/interjection[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","26","JOHNSON, Elliot","10000","N/A","N/A","N/A","10651","Order! The honorable member for Melbourne Ports, instead of making a personal explanation, is now debating the subject-matter of Captain Glossop's handling of the Sydney in the engagement with the Emden. That is outside the scope of a personal explanation.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[3]/continue[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","27","MATHEWS, James","KNH","N/A","N/A","N/A","10651","Well, if I am to be blocked now, I will raise the question in another form.","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[3]/continue[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","28","SPEAKER, Mr","10000","N/A","N/A","N/A","10651","I would remind honorable members that, under cover of making a personal explanation, it is not permissible to debate the subject-matter that has been raised. It is, however, permissible to correct a misstatement or misunderstanding .","Criticism of Captain Glossop","SINKING OF THE EMDEN","/hansard/chamber.xscript/debate[2]/subdebate.1/speech[3]/continue[3]/talk.start/para","N/A","N/A"
