"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","SPEAKER, Mr","10000","N/A","N/A","N/A","488","Yesterday I took it upon myself to write to the Premier of Victoria expressing sympathy, on behalf of honorable members, with those who were injured in the railway disaster at Richmond, and with the relatives of those who were killed. To-day I received the following reply : -","N/A","RICHMOND RAILWAY ACCIDENT","/hansard/chamber.xscript/debate[1]/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","N/A","N/A","N/A","N/A","N/A","N/A","Premier's Office,  Melbourne, 19th July, 1910. Dear Mr. McDonald, I am in receipt of your letter of this day's date, expressing the deep sorrow felt by' the members of the House of Representatives respecting the railway disaster at Richmond yesterday, and their sympathy with the relatives and friends of those who were killed, as well as with those injured by the accident. In reply, I beg to request that you will be so good as to convey to the members of the House of Representatives the thanks of the people of this State for their kindness and thoughtfulness, which will be duly brought under the notice of those concerned, through the medium of the public press. Faithfully yours, J. MURRAY.","N/A","RICHMOND RAILWAY ACCIDENT","/hansard/chamber.xscript/debate[1]/speech[1]/quote/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","4","FISHER, Andrew","F4N","Wide Bay","ALP","Treasurer","488",". - I feel that you, Mr. Speaker, have interpreted the unanimous opinion of the House in conveying our sympathy to the sufferers and relatives of those who were lost in the Richmond railway disaster. Deep sorrow has thrilled us all, and our sympathy is with those who have been bereaved and with those who are suffering from injuries and shock. I hope that the intelligence and wit of man will be able to devise means to prevent the recurrence of similar catastrophes.","N/A","RICHMOND RAILWAY ACCIDENT","/hansard/chamber.xscript/debate[1]/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","5","FORREST, John","KFJ","Swan","N/A","N/A","488",". - I am sure that what you have done, Mr. Speaker, meets with the approval of every honorable member. We are all very much obliged to you for taking action so early. The event to which you allude was so sudden and so sad that it is difficult to realize. Our sympathy is with those who have been bereft of relatives, or whose relatives have been injured, and with those who are suffering. I concur heartily in what the Prime Minister has said.","N/A","RICHMOND RAILWAY ACCIDENT","/hansard/chamber.xscript/debate[1]/speech[3]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","JOHNSON, Elliot","K99","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A","488","As Parliament has now been in session for nearly three weeks, and the House has not yet been officially informed of the personnel of the present Ministry, will the Prime Minister, at as early a date as may be convenient, announce the names of the gentlemen who compose his Administration, and the portfolio allotted to each? Such an announcement was made in the Senate on the1st of the month.","ANNOUNCEMENT OF THE MINISTRY","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","7","FISHER, Andrew","F4N","N/A","ALP","N/A","488","When a change of Government has taken place after a dissolution, it is not usual to announce it at the beginning of the new Parliament. Honorable members have documentary and other evidence of the existence of my Administration. When a change of Government takes place during a session, it is customary to announce the names of the new Ministers.","ANNOUNCEMENT OF THE MINISTRY","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","GLYNN, Patrick","KCO","N/A","N/A","N/A","488","Has the Minister of External Affairs obtained a formal opinion from the Attorney-General as to whether, under the true construction of the Agreement, it would be possible to take a railway line from the Northern Territory into Queensland, or outside South Australia? If so, will he lay it on the table?","NORTHERN TERRITORY","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","BATCHELOR, Egerton","JOC","N/A","ALP","N/A","488","I am furnished with the formal opinion of the Department, and shall lay it on the table.","NORTHERN TERRITORY","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","GROOM, Littleton","KFK","N/A","N/A","N/A","488","Last week, the Minister of Trade and Customs promised to consult the Cabinet regarding a proposal to impose an export duty on hides. Is he yet in a position to make a statement to the House on the subject?","EXPORT DUTY ON HIDES","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
