"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"," (Hon. J. F. Cope) took the chair at 10 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","WILSON, Ian","0K4","N/A","N/A","N/A","599","I direct a question to the Minister for Social Security. I refer to the answer given by him on Tuesday to a question asked by the honourable member for Corangamite. Will the 1.35 per cent of income payable as a contribution to the Government's proposed health scheme be held at that level, in pursuance of the guarantee given by the Minister, only by providing for any short-fall between receipts and expenditure by increased allocations out of general revenues? Will the increased revenue be provided by increased income tax or by allowing the proportion of tax taken out of personal incomes to rise, due to the impact of inflation, on a progressive rate scale, or will the proposed 1.35 per cent be made progressively higher on higher incomes? If not-","HEALTH INSURANCE SCHEME: FINANCING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","4","SPEAKER, Mr","10000","N/A","N/A","N/A","599","Order! The honourable member's question has too long a preface. Will he ask his question?","HEALTH INSURANCE SCHEME: FINANCING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/interjection/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","WILSON, Ian","0K4","N/A","N/A","N/A","599","If not, how will the shortfall be financed?","HEALTH INSURANCE SCHEME: FINANCING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/continue/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","HAYDEN, Bill","RK4","N/A","ALP","N/A","599","I have given a guarantee - I have reaffirmed it on one occasion, and I now reaffirm it on the second occasion - that a levy of 1.35 per cent of taxable income will be struck. There will be - it has always been stated that there will be - a contribution from Consolidated Revenue, too. I discussed this matter with certain members of the planning committee this morning. On the projections which have been made, the amount from Consolidated Revenue will be no greater, on a percentage basis, than the amount which would have been made available and which has been made available from Consolidated Revenue under the present scheme. So there is complete consistency in what I have said and what we propose to introduce.","HEALTH INSURANCE SCHEME: FINANCING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","RIORDAN, Joseph","KZ7","N/A","N/A","N/A","599","My question is directed to the Minister for Labour. How many breaches of awards were reported to the Department of Labour during the past 2 years? How many of these breaches were brought to finality? Does the Minister intend to streamline the present tedious and cumbersome internal departmental procedures which have the effect of discouraging prosecutions for award breaches, with a resultant failure to recover money rightfully belonging to employees?","INDUSTRIAL AWARDS: BREACHES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","12","CAMERON, Clyde","2V4","N/A","ALP","N/A","599","During the past 2 years the total number of breaches of awards was 24,000, no less. Thirty-six of these were recommended for prosecution during that period. Only five were determined and brought to a successful conclusion. The Deputy Leader of the Opposition, in his capacity as Minister for Labour and National Service in 1971, explained to me that it was the normal practice for the Department to receive written representations and oral representations from employers to have award breaches disregarded by the Department and no prosecutions launched. He admitted to me that in one year - I think the year before last - there was a total of only 3 employers prosecuted for breach of awards. He admitted moreover-","INDUSTRIAL AWARDS: BREACHES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","14","LYNCH, Phillip","KIM","N/A","N/A","N/A","599","Because the employers, I recall, paid the fines.","INDUSTRIAL AWARDS: BREACHES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/interjection[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","16","CAMERON, Clyde","2V4","N/A","ALP","N/A","599","Yes, and 1 will come to the amount of fines imposed.","INDUSTRIAL AWARDS: BREACHES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/continue[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","18","WHITLAM, Gough","6U4","N/A","N/A","N/A","599","Thank him.","INDUSTRIAL AWARDS: BREACHES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/interjection[2]/talk.start/para","N/A","N/A"
