"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A"," (Hon. Harry Jenkins) took the chair at 2.15 p.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[2]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","2","0","The Clerk","10001","N/A","N/A","N/A","N/A","—Petitions have been lodged for presentation as follows and copies will be referred to the appropriate Ministers:  ","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/proctext/interject/talk.start/para","N/A","N/A"
"0","0","0","0","1","0","0","1","0","4","0","N/A","N/A","N/A","N/A","N/A","N/A","To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The Petition of the undersigned citizens of Australia respectfully showeth:  That whereas the Government of Australia has signed the United Nations Covenant on Civil and Political Rights which in Article 23 (1) states that The family is the natural and fundamental group unit of society and is entitled to the protection by society and the State. And whereas the terms of the United Nations Convention on the Elimination of All Forms of Discrimination Against Women would violate the above Article 23 (1) We humbly pray the Government to refrain from ratifying the Convention on the Elimination of All Forms of Discrimination Against Women; Believing that its implementation would result in: 1. Undue cost to the nation at this time. 2. The elimination of any stereotyped concept of roles of men and women at all levels as described in Part 3 Article 10 (c), being a disruption of traditional parental roles, is likely to result in emotional disturbances of childhood. 3. The strong encouragements to mothers to join the workforce, with the provision of networks of creches and child care centres as outlined in Article 11 of the convention is likely to result in maternal deprivation and psychological disturbances among children with an increase in childhood psychiatric illnesses. 4. The sexual role changing as recommended in Part 3 Article 10 (c) is likely to contribute to further marriage insecurity and breakdown. And we pray you may be conscious of Gods sovereign purpose for our nation. And your petitioners as in duty bound will ever pray. To the Honourable the Speaker and Members of the House of Representatives assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. Noting that the 1982 National Budget includes increased taxes on beer and spirits, we draw attention to the fact that wines have a higher alcoholic content than beer and that wine consumption must be a significant factor in the mounting problems arising from the use of alcoholic beverages; we request that all alcoholic wines be taxed to a degree comparable to the taxes on other alcoholic beverages. 2. Whereas nonalcoholic wines do not cause social problems we request that no tax on these drinks be imposed. 3. That government imposts on all alcoholic beverages be adjusted annually so that the real price of the beverages remain constant. And your petitioners as in duty bound will ever pray. To the Honourable the President and Members of the House of Representatives the Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That the requirement that pensioners and health care cardholders fill in a complex declaration when presenting prescriptions is causing distress to beneficiaries and inefficiencies in the distribution of medicines by pharmacists . Your petitioners therefore humbly pray that the Federal Government will immediately abolish the requirement that a declaration be completed by the pensioner and health care cardholder. And your petitioners as in duty bound will ever pray. To the Right Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. Tony and Jennie Rice are honest and hardworking citizens. 2. They have integrated themselves very well into the community, are very well respected and liked by eveybody. 3. They have two young children, one of them is due to start school on 18 April 1983. 4. Jennie has been a family day care mother. The mothers whose children were under her care have high praise for her. One of them was a toddler with a heart problemshe has progressed very well physically and intellectually due to Jennie s loving care and help. 5. The Dee Why Family Day Care Centre highly recommends Jennie as a Day Care Mother. Your petitioners, therefore, humbly pray that the Parliament of Australia will: (a) give consideration to the above; and (b) duly grant Tony and Jennie Rice, being excellent citizens, permanent residency in Australia. And your petitioners as in duty bound will ever pray. To the Right Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. That US, Australian and allied forces used huge amounts of toxic chemicals for military purposes, such as Agents Orange, Blue and White, in Vietnam during the war there; 2. Many of these chemicals were, and are, known to be highly dangerous to human health; 3. Australias Vietnam veterans and their families are suffering many severe problems which may be due to their exposure to these chemicals; and 4. The Vietnam Veterans Association of Australia has been seeking a Royal Commission for well over two years to ensure an independent investigation of these matters. Your petitioners, therefore, humbly pray that the Parliament of Australia will: (a) express its support for the Royal Commission; and (b) urge the Federal Government to establish the Royal Commission immediately. And your petitioners as in duty bound will ever pray. To the Right Honourable the Speaker and Members of the House of Representatives assembled. The humble petition of the undersigned showeth: 1. That the Macedonian language be used by Government Departments in multi lingual publications. 2. That the petitioners urge the introduction of the Macedonian language as a Higher School Certificate (HSC) subject in Secondary schools. 3. That the petitioners urge the introduction of the Macedonian language in tertiary institutions and that a course be introduced at Monash University in the Department of Slavic Languages. Your petitioners, therefore, humbly request that Parliament take immediate action to implement the above measures. And your petitioners as in duty bound will ever pray. To the Honourable Speaker and Members of the House of Representatives in Parliament assembled: The humble petition of the undersigned citizens of Australia respectfully showeth: 1. That an airport in the northwestern region (commonly called Scheyville) imposes disastrous economic, environmental and social costs on our community. 2. An airport would destroy 2,000 households and impose upheaval, noise and pollution on one million people presently unaffected. 3. The cost of an airport in the northwestern region is greater than the alternatives, whilst fog and close proximity to R.A.A.F. Base Richmond would make operations impractical. 4. It would destroy the historic village of Pitt Town, environmentally important wetlands, and their unique adherent wildlife. 5. Your petitioners reject these proposals and call for endorsement of the MANS Committee findings. And your petitioners as in duty bound will ever pray. To the Honourable Speaker and Members of the House of Representatives in Parliament assembled: The humble petition of the undersigned citizens of Australia respectfully showeth that: 1. Since the Australian Whale Protection Act 1980 provides for the banning of importation into Australia of all Whale byproducts, and 2. the Prime Minister has stated that he and his Government support the international banning of whaling, 3. then consistent with (1) and (2), this Government should immediately legislate to ban the importation of all marine mammal byproducts, including the Harp Seal of Canada, and 4. through the Australian delegate in the United Nations General Assembly the Prime Minister should state his Governments support for an international ban on the slaughter of any marine mammal for commercial reasons. Your petitioners therefore humbly pray that consistent with legislation on whaling, this Government should ban the importation of marine mammal byproducts and support an international ban on slaughter of any marine mammal. And your petitioners as in duty bound will ever pray. To the Honourable Speaker and Members of the House of Representatives in Parliament assembled: The humble petition of the undersigned citizens of Australia respectfully showeth: That your Petitioners are gravely concerned by proposed reduction in funds to Theatre in Australia. This will result in the reduction of the Theatres contribution to the quality of civilised life, refinement and projection of national identity, and its contribution to tourism; and the reduction of employment opportunities in the Arts. Your Petitioners most humbly pray that the House of Representatives, in Parliament assembled, should: Support Theatre in Australia by increasing grants to a realistic level. And your petitioners as in duty bound will ever pray. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of New South Wales respectfully showeth that your petitioners are gravely concerned at the lack of podiatry service for lower fixed income members of the community. Podiatry is an essential health service especially in preventing greater dependency of older people. It would be much more cost effective to maintain the mobility of older people through adequate and effective services than to force them into premature institutional care. The fees for repeated podiatry consultations to provide essential ongoing care are well beyond the means of pensioners. Considering that Department of Veterans Affairs pensioners are entitled to podiatry care, and this scheme is already operating successfully, we strongly urge that this service be extended to cover all pensioners. We believe this could be best achieved through including podiatry along with the existing concessions on the Health Care cards. This would enable a flexible system of care through private practice, community health or rehabilitation services. It would also be essential in negotiations with the Podiatry Association to ensure assistance would be available to the housebound and those in institutions. And your petitioners as in duty bound will ever pray. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled: The humble Petition of undersigned citizens of Australia repectfully showeth: That (a) the export of live animals for slaughter overseas and (b) the shipment of live horses to Japan sentences such animals to cruel and inhumane treatment in the export process and at the hands of foreign importers. Your Petitioners therefore humbly pray that the House will request the Government to ban the export of live animals for food and allow only carcass trade. And your petitioners as in duty bound will ever pray. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled: The humble petition of the citizens of New South Wales respectfully show: Last year, over 3,300 people died on Australian roads; Alcohol is a factor in 50 per cent of road deaths; Alcohol advertisements do not show the perils of driving after drinking alcohol ; Alcohol advertisements are glamorous and increase their effect on teenagers, indicating drinking as the social pastime; Your petitioners therefore humbly pray that the Parliament will legislate to ban the advertising of alcohol from commercial television and radio. And your petitioners as in duty bound will ever pray. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled: We the Citizens of the City of Woodville and supported by the citizens of South Australia, being deeply concerned over the threat of closure of the Woodville Plant of General MotorsHoldens, respectfully show: 1. That the management of General MotorsHoldens has failed over a period of more than two (2) years to give any assurances that the Woodville Plant would continue in operation. 2. That a recent statement attributed to the GMH Managing Director, quote: The overall objective of our South Australian rationalisation plan has been to eliminate all productive activities on the Woodville site end of quote. This statement has not been refuted. 3. That the elimination of the Woodville Plant will cause enormous social dislocation, hardship and misery to the citizens of Woodville and South Australia. Your petitioners therefore pray that the Parliament of Australia will condemn this callous disregard for the citizens of Woodville and South Australia, and do all in its power to force General MotorsHoldens to retain its operations at the Woodville Plant. And your petitioners as in duty bound will ever pray. Petitions received. ","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/petition[1]/para[1]","N/A","N/A"
"0","0","1","0","0","0","0","1","0","6","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—I inform the House that we have present in the Gallery this afternoon the Honourable Francis Hilly, M.P., President of the Western Provincial Assembly and Chief Government Whip of the Solomon Islands National Parliament. On behalf of the House I extend to him a warm welcome.  Honourable membersHear, hear! ","N/A","DISTINGUISHED VISITOR","/html/body/hansard/chamber.xscript/debate[1]/proctext/interject/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","INCORPORATION OF MATERIAL IN HANSARD","/html/body/hansard/chamber.xscript/debate[2]/proctext/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","8","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—It has been necessary from time to time for the Chair to remind the House of the undesirability of incorporating into Hansard unspoken material other than items such as tables which need to be seen in visual form for comprehension. These statements have been based on the attitude that Hansard should be kept as a true record of what is said in the House. Significant factors against excessive incorporation include an honourable members speech being lengthened beyond his entitlement under the Standing Orders and the incorporated material containing irrelevant or defamatory matter or unparliamentary language. Other honourable members will not be aware of the contents of the material until production of the daily Hansard next morning, when a speech may be discovered to have matter not answered in debate and so appear more authoritative. Similarly, a succeeding members speech may appear to be less relevant and informed than it would have been if he or she had known of the unspoken material before making that speech.  I should remind the House that the final responsibility for inclusion of unspoken material in Hansard rests with the Speaker. I wish to say that, in general terms, I intend to follow the rulings of my predecessors in this matter. It is not proposed to have a completely inflexible system. For example, the question of establishing as a general rule that Ministers, when responding to reports of parliamentary committees, should be permitted to have the detailed responses to individual recommendations incorporated into Hansard, has been recommended to me. In my view, this proposal has a great deal of merit and is in accord with my intention that we should not have a completely inflexible system. I have, therefore, approved the recommendation and instructed those who occupy the chair accordingly. However, I believe that the House has a continuing obligation to itself to keep the Hansard record, as near as possible, as a true record of what is said, and I am seeking the cooperation of all members to this end. ","N/A","INCORPORATION OF MATERIAL IN HANSARD","/html/body/hansard/chamber.xscript/debate[2]/proctext/interject/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","10","0","Mr SCOTT","7J4","(Hindmarsh)","ALP","N/A","342","—I give notice that, on the next day of sitting, I shall move:  That this House (1) Condemns the (a) management of General MotorsHoldens for its failure, over a period of years, to give any assurance that the Woodville plant would continue in operation; (b) recent statement attributed to the Managing Director of General Motors Holdens saying that it was their objective to eliminate all productive activities at the Woodville plant, and (2) failure of the Company to confirm or deny this statement, and (3) calls on the Government to do all in its power to force General Motors Holdens to retain its operations at the Woodville plant. ","N/A","GENERAL MOTORSHOLDENS PTY LTD","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","12","0","Mr CADMAN","SD4","(Mitchell)","LP","N/A","342","—I give notice that, on the next day of sitting, I shall move:  That this House calls on the Government, as a matter of urgency, to (1) announce publicly the names of those persons being considered for appointment as Commissioners of the Australian Broadcasting Commission; (2) give an undertaking that the Australian Labor Party Parliamentary Party will not again seek to influence the internal affairs of the Commission, either by threat or intimidation; (3) state its confidence in the ABC and its Chairman in unequivocal terms, and (4) resolve the division of responsibility between Ministers. ","N/A","AUSTRALIAN BROADCASTING COMMISSION","/html/body/hansard/chamber.xscript/debate[4]/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","14","0","Mr BILNEY","RE4","(Kingston)","ALP","N/A","342","—I give notice that, on the next day of sitting, I shall move:  That this House (1) deplores the cynicism and opportunism of the previous LiberalNational Party Government in depriving of their right to vote, at the elections held on 5 March 1983, an estimated 250,000 Australians, many of whom were young people most severely affected by the incompetence and callousness of the previous Government, and (2) calls on the Labor Government to legislate so that, at future elections, at least seven days notice is given to enable all eligible persons to exercise their right to vote. ","N/A","ELECTORAL","/html/body/hansard/chamber.xscript/debate[5]/speech/talk.start/para","N/A","N/A"
