"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 2 February 2021","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 12:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[3]","N/A","N/A"
"0","0","0","1","1","Smith, Tony, MP","00APG","Casey","LP","N/A","3"," On 16 December 2020 I received advice from the Chief Opposition Whip nominating members to be members of the Select Committee on Mental Health and Suicide Prevention. In accordance with standing order 229(b), as the House was not expected to sit for several weeks, the appointments became effective on that date.","Mental Health and Suicide Prevention Select Committee","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[1]/talk.text/body/p","The SPEAKER ","(12:02):"
"0","0","0","1","1","Chester, Darren, MP","IPZ","Gippsland","Nats","N/A","3"," by leave—I move:That Ms McBride, Ms Stanley and Ms Templeman be appointed members of the Select Committee on Mental Health and Suicide Prevention.Question agreed to.","Mental Health and Suicide Prevention Select Committee","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[2]/talk.text/body/p[1]","Mr CHESTER (Gippsland—Deputy Leader of the House, Minister for Defence Personnel and Minister for Veterans Affairs) ","(12:02):"
"0","0","0","1","1","Butler, Mark, MP","HWK","Hindmarsh","ALP","N/A","3"," I seek leave to move the following motion:That this House:(1) notes:(a) the Member for Hughes repeated use of social media to spread damaging mistruths about COVID-19;(b) comments made by the Member for Hughes regarding COVID-19 vaccinations which have the potential to undermine public confidence in the upcoming rollout;(c) the Member for Hughes claims have repeatedly been refuted by health experts;(d) last week, the Member for Hughes told SBS he is in regular contact with the Health Minister and the Prime Ministers office;(e) yesterday at the National Press Club, the Prime Minister again refused to condemn the Member for Hughes irresponsible and dangerous comments during a pandemic; and(2) calls on the Prime Minister to condemn the irresponsible and dangerous comments of the Member for Hughes.Leave not granted.","Member for Hughes","MOTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[1]/talk.text/body/p[1]","Mr BUTLER (Hindmarsh—Deputy Manager of Opposition Business) ","(12:03):"
"0","0","0","1","1","MemberContinuation","HWK","N/A","N/A","N/A","N/A","Mr BUTLER: I move:That so much of the standing orders be suspended as would prevent the Member for Hindmarsh from moving the following motion immediately—That this House:(1) notes:(a) the Member for Hughes repeated use of social media to spread damaging mistruths about COVID-19;(b) comments made by the Member for Hughes regarding COVID-19 vaccinations which have the potential to undermine public confidence in the upcoming rollout;(c) the Member for Hughes claims have repeatedly been refuted by health experts;(d) last week, the Member for Hughes told SBS he is in regular contact with the Health Minister and the Prime Ministers office;(e) yesterday at the National Press Club, the Prime Minister again refused to condemn the Member for Hughes irresponsible and dangerous comments during a pandemic; and(2) calls on the Prime Minister to condemn the irresponsible and dangerous comments of the Member for Hughes.The member for Hughes is a dangerous menace to the national COVID-19 response. The Deputy Manager of Opposition Business will resume his seat.","Member for Hughes","MOTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[1]/talk.text/body/p[11]","N/A","N/A"
"0","0","1","0","1","Butler, Mark, MP","HWK","Hindmarsh","ALP","N/A","3","3 Butler, Mark, MP HWK Hindmarsh ALP","Member for Hughes","MOTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[1]/continue/talk.start","N/A","N/A"
"0","0","0","1","1","Chester, Darren, MP","IPZ","Gippsland","Nats","N/A","4"," I move:That the Member be no longer heard. The question is that the member for Hindmarsh be no longer heard.","Member for Hughes","MOTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[2]/talk.text/body/p[1]","Mr CHESTER (Gippsland—Deputy Leader of the House, Minister for Defence Personnel and Minister for Veterans Affairs) ","(12:05):"
"0","0","1","0","1","SPEAKER, The","10000","N/A","N/A","N/A","4","4 SPEAKER, The 10000","Member for Hughes","MOTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[2]/interjection/talk.start","N/A","N/A"
