index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Michael Beahan) took the chair at 9.00 a.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[1]","N/A","N/A"
2,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para[2]","N/A","N/A"
3,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Bill received from the House of Representatives.","N/A","CIVIL AVIATION AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[1]/proctext/para[1]","N/A","N/A"
4,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Kemp ) agreed to:","N/A","CIVIL AVIATION AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[1]/proctext/para[2]","N/A","N/A"
5,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","That this bill may proceed without formalities and be now read a first time.","N/A","CIVIL AVIATION AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[1]/proctext/para[3]","N/A","N/A"
6,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Bill read a first time.","N/A","CIVIL AVIATION AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[1]/proctext/para[4]","N/A","N/A"
7,0,0,0,1,0,0,0,1,"Senator KEMP","WW4","VIC","LP","Parliamentary Secretary to the Minister for Social Security)",2523,"—I move:That this bill be now read a second time.I seek leave to have the second reading speech incorporated in HansardLeave granted.The speech read as follows—The purpose of this bill is to increase the number of members that can be appointed to the board of the Civil Aviation Safety Authority (CASA). It also provides for the appointment of a deputy chairperson.These amendments will enable the government to fulfil its election commitment to appoint to the board of CASA, members who are competent and who have practical aviation industry experience.It is unfortunate that this objective could not be achieved through negotiation with the present board members. However, I am confident that the new board structure will enable me to appoint members who will bring an appropriate mix of technical skills and hands on aviation experience.The government remains committed to ensuring that Australia has a world class aviation safety system. The proposed strengthening of the CASA board, together with a range of other initiatives as to the way aviation safety regulation is conducted in Australia, will enhance the effectiveness of our safety regulatory system.The addition to the board of two extra members with aviation experience will increase aviation safety in Australia.Aviation is a complex and detailed industry that requires people to administer it who have appropriate qualifications relevant to aviation.With appropriately qualified persons oversighting the administration of aviation safety regulation, the government and the public can be confident that aviation safety is in the best possible hands.Ordered that further consideration of the second reading of this bill be adjourned until the first day of sitting in the spring sittings, in accordance with the order agreed to on 29 November 1994.","N/A","CIVIL AVIATION AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[2]/speech/talk.start/para","N/A","N/A"
8,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Message received from House of Representatives acquainting the Senate of a resolution referring a matter to the Parliamentary Joint Committee on Native Title and the Aboriginal and Torres Strait Islander Land Fund.","N/A","COMMITTEES","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1/debate.sub2/proctext/para","N/A","N/A"
9,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Consideration resumed from 27 June of House of Representatives message.","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[1]","N/A","N/A"
10,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","House of Representatives amendments—","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[2]","N/A","N/A"
11,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","1. Schedule 1, item 28, page 18 (lines 3 to 6), omit the item.","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[3]","N/A","N/A"
12,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","2. Schedule 1, item 31, page 18 (lines 11 to 15), omit the item.","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[4]","N/A","N/A"
13,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Short ) proposed:","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[5]","N/A","N/A"
14,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","That the committee agree to the amendments made by the House of Representatives to the bill.","N/A","DEVELOPMENT ALLOWANCE AUTHORITY AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1/proctext/para[6]","N/A","N/A"
