index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon.W. Elliot Johnson) took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,1,0,0,0,1,"HUGHES, William Morris","DQC","Bendigo","NAT","Acting Prime Minister and Attorney-General",2894,"[2.81}. - His Excellency the Governor-General has been good enough to ask me to accept a commission to form a new Government, and. I have done so, but as neither my colleagues nor I have yet been sworn in, I suggest, Mr. Speaker, that you now leave the chair until about half -past 4 oclock.","New Administration","SUSPENSION OF SITTING","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
3,0,0,0,1,0,0,0,1,"SPEAKER, Mr",10000,"N/A","N/A","N/A",2894,"- If it be the pleasure of the honorable members, I shall leave the chair until I receive an intimation from the Prime Minister that he is ready to meet the House. The bells will be rung five minutes before the re-assembling.Sitting suspended from2.32 p.m: to 4.35 p.m.","New Administration","SUSPENSION OF SITTING","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
4,0,0,0,1,0,0,0,1,"HUGHES, William Morris","DQC","Bendigo","NAT","Prime Minister and Attorney-General",2894,". - As I informed honorable members yester- ttav, the late Government placed its resignation in the hands -of the Governor-General. It is only necessary at this moment to say that, consequent upon- the result of the referendum, the Government considered it Its duty to resign unconditionally, and to offer no advice to His .Excellency. The circumstances under which the  resignations were made and subsequent steps taken by His Excellency to form a Government -have already been made public, and it is not . my present intention to refer to them any further than to lay upon the .table a memorandum by His Excellency setting out the views of the Governor-General. <,His Excellency has been pleased to intrust me with a commission to form a new Government, and I have now to announce its personnel: -Prime Minister and Attorney-General - The Right Honorable William Morris Hughes, P.CMinister of State for the Navy - The Hight Honorable Joseph Cook, P.C.Treasurer - The Right Honorable Sir John Forrest, P.C, G.C.M.GMinister of State for Defence - Senator the Honorable George Foster Pearce.Minister ;of State for Repatriation - Senator the Honorable Edward .Davis Millen.Minister of. State for Works and Railways - The Honorable William .Alexander WattMinister of State for Home and Territories - The Honorable Patrick McMahon Glynn,- K.C.Minister of State for Trade and Customs - -The Honorable Jens August JensenPostmaster-General - The Honorable William WebsterVice-President of the Federal Executive Council - The Honorable Littleton Ernest Groom .Honorary Minister - Senator the Honorable Edward John Russell.Supply for public and war services is urgent, and you will be asked to authorize the necessary provision.My experience in the government of this country leads me to the conclusion that certain changes in the Government must be made in the near future with a view to strengthening it and making it more efficient to meet the increasing pressure of war duties and those economic and-ether conditions arising out -of the.war.The Governments one desire is to bend all its energies to enabling Australia to do its duty in this great war,, and to grapple with those infinitely complex and difficult domestic problems that now confront us, and it earnestly invites the co-operation and assistance of the Parliament -and the people.The Government intends to meet Parr liament. before the expiration of the proposed Supply, when the Government proposals, together with its immediate policy, will be submitted.His Excellency the Governor-General has placed in my hands, and requested me to present to the House, a memorandum, to .which I have already referred, and which I now desire to place before, the House. It reads -Commonwealth of AustraliaGovernor-General, 9th January, 1918On the 8th of January the Prime Minister waited on the Governor-General and tendered to him his resignation.. In doing so Mr. Hughes offered no ad.vice as to who should be asked to form an Administration.The Governor-General considered that . it was his paramount duty (a) to make provision for carrying >oh the business* of the country in accordance with> the principles of parliamentary government, (&) -to avoid a situation arising which must lead to a further appeal to the country within twelve months of an. election resulting in the return of tv.0Houses of .similar political complexion,  which are still working in unison. The Governor-General was also of the opinion that ki .granting a Commission for the formation of a new Administration; his .choice must be determined solely by the parliamentary situation. Any other course would be a departure from constitutional practice, and an infringement of the rights of Parliament. In the absence of such parliamentary indications as are given by a defeat of the Govern.ment in Parliament, the Governor-General endeavoured to ascertain what the situation was by seeking information from representatives of all sections of the House with a view to determining where the majority lay, and what prospects there were of forming an alternative Government.As a result of these interviews, in which the knowledge and views of all those he consulted were most freely and generously placed at his service, the Governor-General was of opinion that the majority of the National party was likely to retain its cohesion, and that therefore a Government having the promise of stability could only be formed from that section of the House. Investigations failed to elicit proof of sufficient strength in any other quarter. It also became clear to him that the leader in the National party, who had the best prospect of securing unity among his followers and of therefore being able to form a Government having, those elements of permanence so essential to the conduct of affairs during war, was the Right Honorable W. M. Hughes, whom the Governor-General therefore commissioned to form an Administration.","N/A","AUSTRALIAN NATIONAL WAR GOVERNMENT: GOVERNORGENERALS MEMORANDUM","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
5,0,0,0,1,0,0,0,1,"TUDOR, Frank","KWL","Yarra","N/A","N/A",2896,"- I desire to give notice that I shall, at the earliest opportunity, submit the following motion : -That the House protests against -the repudiation of the pledges of the Prime Minister and other Ministers;the political persecution of public men and other citizens, and the press, under the War Precautions Regulations during the recent referendum campaign;the deprivation of statutory electoral rights of Australian-born citizens by regulation behind the back of Parliament;the general administration of public affairs; and wishes to inform His Excellency the Governor-General that the Government does not possess the confidence of the people of Australia.","N/A","MOTION OF NO CONFIDENCE","/hansard/chamber.xscript/debate[3]/speech/talk.start/para","N/A","N/A"
6,1,0,0,0,0,0,0,1,"FOSTER, Richard","KFP","N/A","N/A","N/A",2896,"- Has the Prime Minister had any consultation with the Governments of the wheat-growing States recently in regard to the question of the first payments for the crop of 1917-18 ?","WHEAT CROP","QUESTIONS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/question[1]/talk.start/para","N/A","N/A"
7,0,0,0,1,0,0,0,1,"HUGHES, William Morris","DQC","N/A","NAT","N/A",2896,"- I understand that the Governor of the Commonwealth Bank is now in Melbourne with a view to making such arrangements as will enable an early payment to be made to the holders of the 1917-18 crop.","WHEAT CROP","QUESTIONS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
8,1,0,0,0,0,0,0,1,"RODGERS, Arthur","KZT","N/A","LP; NAT from 1917","N/A",2896,"- Is the Prime Minister aware that there has been a lamentable failure on the part of many vendors of substantial parcels of cornsacks to supply orders and complete arrangements made as far back as June last? This failure has necessitated, in many cases, the complete cessation of harvesting operations; in other cases, the duplication of orders necessitating the purchase of second-hand sacks, and the dumping of wheat on the earth. If the Prime Minister is aware of the fact, will he take steps to investigate the matter by an inquiry, and arrange for farmers representatives to be on the committee of investigation?","WHEAT CROP","QUESTIONS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/question[2]/talk.start/para","N/A","N/A"
9,0,0,0,1,0,0,0,1,"HUGHES, William Morris","DQC","N/A","N/A","N/A",2896,"- The honorable member will, perhaps, realize that I am hardly in a position now to speak with any degree of certitude as to details, but if the honorable member will give notice of his question for to-morrow, I shall, in the meantime, make inquiries, to enable me to supply an answer. I shall certainly cause investigation into the matter, with a view to the rectification of any wrongs of the kind mentioned.","WHEAT CROP","QUESTIONS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/question[2]/continue/talk.start/para","N/A","N/A"
10,1,0,0,0,0,0,0,1,"NICHOLLS, Samuel","K4W","N/A","N/A","N/A",2896,"- Is it the intention of the Government to refund to the wheat producers of Australia the amount of money deducted for loss of wheat through mice, rats, and other plagues?","WHEAT CROP","QUESTIONS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/question[3]/talk.start/para","N/A","N/A"
