"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 15 February 2022","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
"0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Andrew Wallace ) took the chair at 12:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
"0","0","0","1","1","FREE NODE","N/A","N/A","N/A","N/A","N/A"," On behalf of the Minister for Communications, Urban Infrastructure, Cities and the Arts, I move:","Social Media and Online Safety Select Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/subdebate.2/speech/talk.text/body/p[1]","Mr HOWARTH (Petrie—Assistant Minister for Youth and Employment Services) ","(12:02):"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","That the resolution of appointment of the Select Committee on Social Media and Online Safety be amended to replace final report on or before 15 February 2022 in paragraph (2) with final report on or before 15 March 2022.","Social Media and Online Safety Select Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/subdebate.2/speech/talk.text/body/p[2]","N/A","N/A"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Question agreed to.","Social Media and Online Safety Select Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/subdebate.2/speech/talk.text/body/p[3]","N/A","N/A"
"0","0","0","1","1","FREE NODE","N/A","N/A","N/A","N/A","N/A"," On behalf of the Joint Standing Committee on the National Disability Insurance Scheme, I present the committees report entitled NDIS workforce final report and I ask leave of the House to make a short statement in connection with the report.","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[1]","Mr ANDREWS (Menzies) ","(12:02):"
"0","0","0","1","1","MemberInterjecting","265967","N/A","N/A","N/A","N/A"," Is leave granted?","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[2]","N/A","N/A"
"0","0","0","1","1","MemberInterjecting","00ATG","N/A","N/A","N/A","N/A","Mr Shorten: For the member for Menzies, it certainly is.","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[3]","N/A","N/A"
"0","0","0","1","1","MemberContinuation","HK5","N/A","N/A","N/A","N/A","Mr ANDR EWS: I thank the honourable member and the House. Im pleased to present the Joint Standing Committee on the National Disability Insurance Schemes final report for its inquiry into the NDIS workforce. Critical to the sustainability of the NDIS, one of Australias most ambitious public policy initiatives, is a workforce of a sufficient size and which has the appropriate skills, qualifications and expertise to deliver safe, quality supports to participants. It is estimated that the NDIS workforce will need to grow by an additional 83,000 fulltimeequivalent staff to support participants at the schemes projected peak. However, attracting and retaining suitably skilled, qualified workforce continues to prove a significant challenge, with systemic issues persisting and the sector increasingly seen as overworked, underpaid, undervalued and poorly trained.","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[4]","N/A","N/A"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","In December 2020, the committee tabled an interim report for this inquiry. Aware that the Australian government was at the time developing a national workforce plan for the NDIS, the interim report examined the range of issues facing the NDIS workforce, made 14 recommendations on how such matters should be addressed, and outlined what the content, scope, and focus of the forthcoming NDIS workforce plan should be.","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[5]","N/A","N/A"
"0","0","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The committee welcomed the release of the NDIS National Workforce Plan: 202125 in June 2021, along with other measures identified by the Australian government in response to the committees interim report. However, evidence since provided to this inquiry has demonstrated that ambitious action is needed to adequately address issues within the NDIS workforce and to safeguard the availability of safe and quality supports for NDIS participants into the future.","National Disability Insurance Scheme Joint Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2/speech[1]/talk.text/body/p[6]","N/A","N/A"
