index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Michael Beahan) took the chair at 9.30 a.m., and read prayers.","N/A","N/A","/html/body/hansard/chamber.xscript/business.start/proctext/para","N/A","N/A"
2,0,0,1,0,0,0,0,1,"The Clerk",10001,"N/A","N/A","N/A","N/A","—Petitions have been lodged for presentation as follows:To the Honourable the President and Members of the Senate in Parliament assembled:The Petition of the undersigned shows:We the undersigned citizens respectfully submit our opposition to the announced imposition of Sales Tax of 12% on basic hardware and building products by the Federal Government from July 1 1995. The petitioners note particularly that:1. This new tax will directly affect ordinary Australians in the form of rising prices of building, maintaining and improving their home and by consequential job losses and company closures in an industry which has faced many economic pressures over recent years.2. The new tax offers no net benefit to Australia and should be abandoned.Your petitioners request that the Senate should not pass this legislation when it is presented and/or work to prevent this taxation measure from being implemented by the current Federal Government.And your petitioners, as in duty bound, will ever pray.To the Honourable the President and Members of the Senate in Parliament assembled.The petition of certain residents of the Australia respectfully showeth that the tax on selected building products, proposed in the May 1995 Budget, will place an unwelcome burden on all Australians planning to build a new home or carry out alterations and additions, or repairs/maintenance to existing homes. Moreover, it is considered that the tax is iniquitous in that, when introduced, it will apply retrospectively to people currently building homes, who had entered in good faith into `fixed price building contracts.Your petitioners most humbly pray that the Senate, in Parliament assembled, should reject the extension of proposed wholesales sales tax to building products.To the Honourable the President and Members of the Senate in the Parliament assembled:We the undersigned citizens strongly urge the Government to accept the Democrats proposal to drop the intended tax on essential building materials.We believe the proposed tax—adding between $600 and $1,200 on the cost of a medium-sized home and up to $3,000 over the life of a mortgage—will make it more difficult for Australians to buy their own home, increase maintenance costs and rents on existing houses, and hinder growth in the building industry.We call on the Government to droop the tax on essential building materials.To the Honourable the President and Members of the Senate in Parliament assembled:The petition of the undersigned citizens of Australia respectfully showeth that:1.We are opposed to the sex guide endorsed by Ms Lawrence, Minister for Health in the Keating Government, and published in the December issue of Cleo.2.We believe that the sex guide encourages dangerous sexual practices which could have serious medical and moral effects.We request the Senate to call on Ms Lawrence to withdraw her endorsement of this sex guide and for the Prime Minister, Mr Keating, to indicate his disapproval.And your petitioners, as in duty bound, will ever pray.To the President and Members of the Senate in Parliament assembledForest Protection Petition for the permanent protection of remaining native old growth, wilderness and other high conservation value forest areas in Australia.This Petition of the undersigned Australian citizens respectfully points out that:There is an urgent demand from the majority of Australians for immediate Federal Government intervention, to comply with the United Nations Biodiversity Convention to which Australia is a signatory, and protect the remaining high conservation value forest areas which support flora and fauna unique to Australia.Your petitioners therefore request the Senate to:immediately implement the moratorium clause in the 1992 National Forest Policy Statement, and cease all logging activities in high conservation value forests;permanently protect in reserves, all old growth, wilderness, and other high conservation value forest areas, under the custodianship of Australian indigenous peoples, in cooperation with local communities, conservation and scientific organisations;reap only what is sown by utilising readily available plantation timbers for industry needs;rapidly implement timber industry transition from native forests to plantations, with provision for retraining, redeployment, and compensation if necessary for affected workers and contractors;restructure the paper and fibre board industries to use annual fibre crops such as kenaf, hemp, cane etc.create employment incentives to collect seeds, propagate, establish and manage sustainable permaculture-style mixed species timber plantations, on existing cleared and degraded lands, and encourage investment in the growing and marketing of indigenous forest products, such as native fruits, nuts, berries, seeds, oil, and other nutritional and medicinal resources.develop educational environmental tourism as a sensitively managed industry, in appropriate forest areas, with full respect for Aboriginal cultural heritage and sacred sites; andfurther support the above initiatives by the progressive utilisation of defence personnel, resources and funding, to assist rural communities to implement sustainable plantation forestry practice.And your petitioners, as in duty bound, will ever pray.To the Honourable, the President and Members of the Senate in Parliament assembled.The Petition of the undersigned shows:`Observe the United Nations Convention of the Rights of the Child and grant all children social justice and equity in relation to a pre school developmental program which will provide the foundation for a quality education and future employability, by removing the 12 hour (or 1 day) child care assistance restriction for long day care based on parents marital and employment statusYour Petitioners ask/request that the Senate should:`remove the 12 hour (or 1 day) child care assistance restriction for long day care children based on parents marital and employment status.To the Honourable the President and Members of the Senate in Parliament assembled.The petition of the undersigned citizens of Australia:Urges the Federal Government to bring down legislation that all merchandise bearing the Sydney Olympics 2000 insignia shall be made in Australia from material made in Australia.To the Honourable the President and Members of the Senate in Parliament assembled:To uphold, defend, protect and retain forever Australias historic Constitutional Monarchy:-We the undersigned citizens of the Commonwealth of Australia strongly support Australias Constitutional Monarchy as successful, positive historic and enduring and reject totally any thought of a republic and its insidious companion, creeping republicanism, as divisive, devious, extremist, and without merit.The Constitutional Monarchy has served Australia well, overviewed our impressive growth and undoubted prosperity, reigned continuously with pomp and circumstance from our first settlement and national foundation, guided our national development in both war and peace, ensured and protected our liberties while delivering peace, order and good government, and rightly denies to evil men those powers which could be used to enslave us.The Constitutional Monarch is Australias head of state by tradition, law and right, and, sitting as the Monarch does, at the apex of our Constitution, presides over a Constitution designed for Australians by Australians by some of the wisest constitutional designers to grace our national stage.We therefore look with trepidation at the antics of a few unwise individuals who would replace proven substance with unproven rhetoric and in doing so threaten the freedoms of all Australians and as loyal Australians hereby petition that the Senate, swearing allegiance to our Queen do live up to that oath by upholding, defending, protecting and retaining forever Australias historic Constitutional Monarchy.And your Petitioners, as in duty bound, will ever pray: God Save the Queen!","N/A","N/A","/html/body/hansard/chamber.xscript/petition.grp/proctext/interject/talk.start/para","N/A","N/A"
3,0,0,0,1,0,0,0,1,"Senator LEES","8U4","(South Australia-","AD","Deputy Leader of the Australian Democrats)",1931,"—On behalf of Senator Coulter, I give notice that, on the next day of sitting, he will move:That the Senate—(a)notes:(i)the article in the New Scientist which claims that the French nuclear tests are not designed to test existing weapons but are related to the development of a new range of nuclear weaponry,(ii)that the Australian Democrats proved as long ago as 1988 that label swapping of uranium and uranium compounds occurred in overseas countries making it impossible to be sure that Australian uranium did not find its way into French bombs; and(b)calls on the Australian Government and the Opposition to reverse the gag on the private Senators bill introduced on 27 June 1995 by Senator Coulter which has the purpose of stopping the export of Australian uranium to France.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[1]/speech/talk.start/para","N/A","N/A"
4,0,0,0,1,0,0,0,1,"Senator BOSWELL","YE4","(Queensland-","NP","Leader of the National Party of Australia)",1931,"—I give notice that, on the next day of sitting, I shall move:That there be laid on the table, by 2 p.m. on 29 June 1995 by the Minister for Primary Industries and Energy (Senator Bob Collins), a copy of the interim report of the Bureau of Resource Sciences inquiry relating to imported fish and fish products conducted by Mr John Humphries.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[2]/speech/talk.start/para","N/A","N/A"
5,0,0,0,1,0,0,0,1,"Senator LEES","8U4","(South Australia-","AD","Deputy Leader of the Australian Democrats)",1931,"—I give notice that, on the next day of sitting, I shall move:That the Senate—(a)notes that:(i)2 500 people with intellectual disabilities in South Australia have no known daytime activity and therefore have no opportunity to gain or improve their skills, to make friends or to build meaningful social relationships,(ii)many of these people are simply walking the streets during the day, often ending up as victims of crime,(iii)people with severe disabilities are sitting at home and vegetating or becoming aggressive and are placing extreme pressure on already overstressed carers, and(iv)on 3 March 1995, a young man was dropped off at a respite care house in South Australia by his 67-year-old father who advised he was not going to return to collect his son because he could not cope with him any longer; and(b)calls on the Commonwealth Government to meet its obligations to fund appropriate post-school activity options for people with disabilities and to recognise that families do not want to give up caring, they just need help to do so.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[3]/speech/talk.start/para","N/A","N/A"
6,0,0,0,1,0,0,0,1,"Senator SHORT","DJ4","(Victoria)","LP","N/A",1931,"—I give notice that, on the next day of sitting, I shall move:That the Senate—(a)once again, expresses its concern at the continuing violation of basic human rights in Vietnam as exemplified by the continued imprisonment of persons, including religious leaders, on matters of conscience;(b)conveys this concern to the Vietnamese Communist Party General Secretary, Do Muoi, during his forthcoming visit to Australia; and(c)requests that Vietnam release from prison Dr Nguyen Dan Que, Professor Doan Viet Hoat, Professor Nguyen Dinh Huy, Patriarch Thich Huyen Quang and Thich Quang Do, together with all other prisoners of conscience.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[4]/speech/talk.start/para","N/A","N/A"
7,0,0,0,1,0,0,0,1,"Senator FAULKNER","5K4","(New South Wales-","ALP","Minister for the Environment, Sport and Territories)",1931,"—I give notice that, on the next day of sitting, I shall move:That the following bill be introduced: A Bill for an Act to amend the Aboriginal Land Grant (Jervis Bay Territory) Act 1986 to enable land within the Jervis Bay National Park and the Jervis Bay Botanic Gardens to be granted to the Wreck Bay Aboriginal Community Council, to amend the National Parks and Wildlife Conservation Act 1975 to enable the Council to participate in the management of the Park and the Gardens, and to amend the Commonwealth Grants Commission Act 1973 to enable the Commission to inquire into, and report on, the granting of financial assistance to, or the financing of works and services in, certain Territories. Aboriginal Land Grant and Management (Jervis Bay Territory) Legislation Amendment Bill 1995.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[5]/speech[1]/talk.start/para","N/A","N/A"
8,0,0,0,1,0,0,0,1,"Senator FAULKNER","5K4","(New South Wales-","ALP","Minister for the Environment, Sport and Territories)",1932,"—I give notice that, on the next day of sitting, I shall move:That the following bill be introduced: A Bill for an Act to amend the Hazardous Waste (Regulation of Exports and Imports) Act 1989, and for related purposes. Hazardous Waste (Regulation of Exports and Imports) Amendment Bill 1995.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[5]/speech[2]/talk.start/para","N/A","N/A"
9,0,0,0,1,0,0,0,1,"Senator FAULKNER","5K4","(New South Wales-","ALP","Minister for the Environment, Sport and Territories)",1932,"—I give notice that, on the next day of sitting, I shall move:That the following bill be introduced: A Bill for an Act to amend the law relating to transport, and for other purposes. Transport Legislation Amendment Bill (No. 3) 1995.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[5]/speech[3]/talk.start/para","N/A","N/A"
10,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Faulkner )—by leave—agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[1]","N/A","N/A"
