index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 12 February 2019","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 12:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",1," Pursuant to standing order 17, I lay on the table my warrant revoking the nomination of the honourable member for Calare to be a member of the Speakers panel.","N/A","PARLIAMENTARY OFFICE HOLDERS","/hansard/chamber.xscript/debate[1]/subdebate.2/speech/talk.text/body/p","The SPEAKER ","(12:01):"
4,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",2," I have received a message from the Senate informing the House of a resolution of the Senate referring to the Joint Standing Committee on Electoral Matters established in the next Parliament the matter of a review of the operation of the amendments, dealing with foreign donations and related matters, made by the Electoral Legislation Amendment (Electoral Funding and Disclosure Reform) Act 2018.The message read as follows—(1) That the following matter be referred to the Joint Standing Committee on Electoral Matters established in the next Parliament, for commencement of a review on the second anniversary of the Royal Assent for the Electoral Legislation Amendment (Electoral Funding and Disclosure Reform) Act 2018:A review of the operation of the amendments, dealing with foreign donations and related matters, made by the Electoral Legislation Amendment (Electoral Funding and Disclosure Reform) Act 2018.The review will consider:(a) the operation of the amendments during the federal election immediately following the enactment of the amendments;(b) the clarity of public guidance products issued by regulators;(c) how the bills objectives can continue to be achieved in the most effective way while minimising red tape; and(d) any impacts from the amendments that are relevant to issue-based advocacy.(2) That the committee report within 6 months of receiving the reference.","Electoral Matters Committee","COMMITTEES","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/subdebate.2/speech/talk.text/body/p[1]","The SPEAKER ","(12:02):"
5,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",3," I have received a message from the Senate informing the House that Senator Waters has been discharged from the Joint Standing Committee on Northern Australia and Senator Siewert has been appointed a member of the committee.","Northern Australia Committee","COMMITTEES","/hansard/chamber.xscript/debate[3]/subdebate.1[2]/subdebate.2/speech/talk.text/body/p","The SPEAKER ","(12:02):"
6,0,0,0,1,1,"Hawke, Alex, MP","HWO","Mitchell","LP","N/A",3," I move:That the amendment be agreed to.","Treasury Laws Amendment (2017 Enterprise Incentives No. 1) Bill 2017","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[1]/talk.text/body/p[1]","Mr HAWKE (Mitchell—Special Minister of State) ","(12:04):"
7,0,0,0,1,1,"Leigh, Andrew, MP","BU8","Fenner","ALP","N/A",3," Labor is pleased that the government has seen sense in removing schedule 2 from the Treasury Laws Amendment (2017 Enterprise Incentives No. 1) Bill 2017. Schedule 2 of this bill gave taxpayers the choice to self-assess the effective life of certain intangible depreciating assets. Labor said, when the bill came before the House, that we would support schedule 1 but not schedule 2. We said that we could see some modest policy argument for it in good fiscal times. If the rivers of gold that flowed in the Howard and Costello years were still flowing, then it might be possible to make fiscally profligate decisions such as this. But we were then told that the measure would cost the budget $80 million over the forward estimates, and we could not in good conscience support that. Our reason for that is simple: net government debt now is around $350 billion, which is almost $14,000 for every person in Australia.That contrasts with when the coalition won office, when net debt was just $175 billion. Gross debt now exceeds half a trillion dollars—five times as large as when then opposition leader Malcolm Turnbull launched his debt truck back in 2009. If they were being honest about the state of government debt in the country, they should be commissioning a debt road train to replace their debt truck. We found out, when the government announced it last year, that the government was dropping schedule 2. The government said:Given the lack of parliamentary support the Government has decided not to proceed with this measure …When the government, in the Mid-Year Economic and Fiscal Outlook, on 17 December 2018, announced that it wouldnt proceed with schedule 2, it told us something else remarkable. The government told us that the cost of schedule 2 was not $80 million, as this House had been informed, but was a whopping $425 million. Thats how much this unnecessary tax concession would have cost the budget if Labor had not stood in its way.So, again, Labor has demonstrated ourselves to be the party of prudent and responsible economic management. At a time when net debt has been doubled by the Abbott-Turnbull-Morrison government, it is Labor that is standing against the extension of fiscally reckless loopholes in our tax system. We support the amended bill. It was Labors idea that the bill be amended in this way. And we simply thank our lucky stars that this tax loophole, originally $80 million and now costed at $425 million, has been avoided.Question agreed to.","Treasury Laws Amendment (2017 Enterprise Incentives No. 1) Bill 2017","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[1]","Dr LEIGH (Fenner) ","(12:04):"
8,0,0,0,1,1,"Hawke, Alex, MP","HWO","Mitchell","LP","N/A",5," I move:That the amendments be agreed to.Question agreed to.","Treasury Laws Amendment (2018 Measures No. 4) Bill 2018","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[2]/subdebate.2/speech/talk.text/body/p[1]","Mr HAWKE (Mitchell—Special Minister of State) ","(12:07):"
9,0,0,0,1,1,"Kelly, Craig, MP",99931,"Hughes","LP","N/A",6," On behalf of the Parliamentary Joint Committee on Law Enforcement I present a corrigendum to the committees report entitled Inquiry into the trade in elephant ivory and rhinoceros horn.","Law Enforcement Committee","COMMITTEES","/hansard/chamber.xscript/debate[5]/subdebate.1/subdebate.2/speech/talk.text/body/p","Mr CRAIG KELLY (Hughes) ","(12:09):"
10,0,0,0,1,1,"Prentice, Jane, MP",217266,"Ryan","LP","N/A",6," I present the report of the Australian parliamentary delegation to the 10th Asia-Europe Parliamentary Partnership Meeting, ASEP10, held in Brussels from 27 to 28 September 2018.","Australian Parliamentary Delegation to the 10th Asia-Europe Parliamentary Partnership Meeting","DELEGATION REPORTS","/hansard/chamber.xscript/debate[6]/subdebate.1/speech/talk.text/body/p","Mrs PRENTICE (Ryan) ","(12:09):"
