index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr SPEAKER (Hon. Sir William Aston)took the chair at 10 a.m.. and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,1,0,0,0,1,"SPEAKER, Mr",10000,"N/A","N/A","N/A",3049,"- I have to inform the House that the Rt Hon. Keith Holyoake, C.H., M.P.. Prime Minister of New Zealand, is within the precincts. With the concurrence of honourable members I propose to provide him with a seat on the floor of the House.Honourable members - Hear, hear! (Mr Holyoake thereupon entered the Chamber and was seated accordingly.)","N/A","DISTINGUISHED VISITOR","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
3,0,0,0,1,0,0,0,1,"FULTON, William","JZP","LEICHHARDT, QUEENSLAND","N/A","N/A",3050,"- I direct my question to the Postmaster-General. Country supporters of rugby league are to be deprived of the opportunity to view on television the test between England and Australia. Whose fault is it that the game is not to be televised - the Australian Broadcasting Commissions or the rugby league executives? If it is the fault of the ABC will the Minister use his influence to have the match televised for the benefit of country supporters?","RUGBY LEAGUE","QUESTION","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
4,0,0,0,1,0,0,0,1,"HULME, Alan","KIF","PETRIE, QUEENSLAND","LP","Postmaster-General",3051,"- 1 think there would be a lot of members in this House who would not be very interested in the televising of a rugby league match. The responsibility for selling the rights of the replay telecast of any football match rests with the organisation concerned. In this case it is the Australian rugby league organisation. As I understand the position, the rights have been sold to a commercial station for SI 5,000. As a result a commercial station will telecast the replay in Brisbane. The Australian Broadcasting Commission is negotiating with the commercial station for the purchase of the rights for Queensland regional stations. I understand also thaI there will be replays in Sydney. I can give no further information. I assure honourable members that the ABC has done its best, with limited success to this moment.","RUGBY LEAGUE","QUESTION","/hansard/chamber.xscript/debate[3]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
5,0,0,0,1,0,0,0,1,"KELLY, Bert","009MM","WAKEFIELD, SOUTH AUSTRALIA","N/A","N/A",3051,"- I ask the Minister for Primary Industry for an assurance that he is doing ail in his power to have lifted the ban by the Australian Council of Trade Unions on the export of merino rams. Can he tell me who is governing the country - the ACTU or this Government?","MERINO RAM EXPORTS","QUESTION","/hansard/chamber.xscript/debate[4]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
6,0,0,0,1,0,0,0,1,"ANTHONY, Doug","BU4","RICHMOND, NEW SOUTH WALES","CP","Minister for Primary Industry",3051,"- I certainly have been doing all I can by means of sensible consultation and negotiation to have the ban lifted. The Minister for Labour and National Service has been in touch wilh the ACTU on a number of occasions, trying to get ii to see reason and to refrain from persisting in the very stubborn and defiant attitude it has been taking. Unfortunately the real culprit in this matter is the Australian Labor Parly. I think that the Leader of the Opposition and the shadow Minister for Agriculture deserve very severe condemnation for their whole attitude in this matter, in inciting the trade unions to defy law and order. If we are gong to accept a state where mass movements defy the Government then that is the thin edge of anarchy for this country.","MERINO RAM EXPORTS","QUESTION","/hansard/chamber.xscript/debate[4]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
7,0,0,1,0,0,0,0,1,"MCIVOR, Hector","KRK","GELLIBRAND, VICTORIA","ALP","N/A",3051,"- My question is directed to the Minister for Primary Industry. Is he aware of the resentment that has arisen in the meat industry due to the latest ban on the export of mutton to the United States of America? Is the Minister acquainted with the fact that Commonwealth meat inspectors receive only about S63 a week as against a wage of approximately S88.10 a week for local government inspectors, S80.35 a week for a mutton butcher and S85.18 a week for a beef butcher? Does the Minister know that due to their dwindling number Commonwealth meat inspectors are compelled to work S to 9 hours a day without a meal break? Will the Minister tell me when the Pub ic Service Board proposes to give a decision on the claim it has had before it for more than 12 months for increased wages for Commonwealth meat inspectors? ls the Minister aware that a complete breakdown is feared in the industry because of these anomalies and other more repressive measures imposed on Commonwealth meat inspectors?","MEAT INSPECTORS","QUESTION","/hansard/chamber.xscript/debate[5]/subdebate.1/interjection/talk.start/para","N/A","N/A"
8,0,0,0,1,0,0,0,1,"ANTHONY, Doug","BU4","N/A","CP","N/A",3051,"- In answer lo questions from the honourable member and one of his colleagues I have already expressed my concern about the present situation of Commonwealth meat inspectors both in regard to the shortage of staff and the fact that this shortage has been brought about by conditions of work and wages. I have informed him that my department has been in consultation with the Public Service Board to do whatever it can to have the salaries increased and the conditions improved, lt is a matter for concern, and my department and I are doing ail we can to try to rectify the matter. But the answer is not a simple one. These men have to be trained. We are doing our utmost to recruit them and to hold them in the service.","MEAT INSPECTORS","QUESTION","/hansard/chamber.xscript/debate[5]/subdebate.1/speech/talk.start/para","N/A","N/A"
9,0,0,0,1,0,0,0,1,"IRWIN, Leslie","KJG","MITCHELL, NEW SOUTH WALES","N/A","N/A",3051,"- ls the Minister for Labour and National Service aware that because of the proposed alteration to the structure of the Australian Stevedoring Industry Authority and the reduced functions of that body many of the clerical staff fear that their positions are in jeopardy? Will he please tell the House just what the position is? Can he advise the House whether the work force of the stevedoring industry is decreasing?","AUSTRALI AN STEVEDORING INDUSTRY AUTHORITY","QUESTION","/hansard/chamber.xscript/debate[6]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
10,0,0,0,1,0,0,0,1,"SNEDDEN, Billy","DQF","BRUCE, VICTORIA","LP","Minister for Labour and National Service",3051,"- Later today I shall be introducing a Bill to extend the provisions of the Stevedoring Industry (TemporaryProvisions) Act. I will then be explaining in rather more detail that the members of the staff of the Australian Stevedoring Industry Authority need not fear that they will be affected. On the contrary, I see no reason why there should in the short term be any retrenchments. Over the longer term the functions of ASIA will diminish further and it is therefore necessary to have discussions with the union of which the clerks are members. I have invited the federal secretary of their union, Mr Riordan, to discuss with me and my officers what measures should be adopted in order to make sure that any diminution in the responsibilities of the organisation and any consequent diminution in the staff should be effected without causing any difficulty for the members of the staff themselves.","AUSTRALI AN STEVEDORING INDUSTRY AUTHORITY","QUESTION","/hansard/chamber.xscript/debate[6]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
