index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Thursday, 18 February 2021","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 09:30, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,1,1,"Littleproud, David, MP",265585,"Maranoa","LNP","N/A",1197," I move:That this bill be now read a second time.It gives me great pleasure to move the Biosecurity Amendment (Strengthening Penalties) Bill 2021. This bill is about sending a clear message to individuals and companies who put at risk Australias $61 billion agriculture industry and over $1 trillion in environmental assets by contravening the Biosecurity Act 2015.A strong biosecurity system is critical to Australias prosperity. Biosecurity laws protect agriculture, tourism and other industries, plant and animal health, the environment, and our market access. They are necessary to allow us to trade and for our nation to continue to thrive.Australias biosecurity system faces growing regional and global threats such as African swine fever and hitchhiking pests like khapra beetle and brown marmorated stink bug. As we look towards our economic recovery from COVID-19, the growth in trade and travel will only further emphasise these biosecurity threats.This bill increases a number of civil and criminal penalties under the Biosecurity Act to ensure they are appropriate, adequate and fit for the crime. It targets key provisions of the Biosecurity Act where noncompliance has the potential to cause a significant and unacceptable risk for Australias biosecurity status.While we all play a role in protecting Australias biosecurity, these amendments focus on individuals and businesses, such as commercial importers and biosecurity industry participants, that have a particular responsibility to know and understand their obligations under the act and take the steps required to comply with the law.This bill ensures that penalties are set at a level that means they are not merely a cost of doing business. These maximum penalties, in some cases up to $1.1 million, reflect the potential gains someone might obtain or seek to obtain through noncompliance with our biosecurity laws, as well as the devastating impact that contraventions may have on Australias biosecurity status, market access and economy.The increased civil penalties introduced by this bill will serve as a significant deterrent to anybody considering undermining our biosecurity laws and the criminal penalties will allow a proportionate and appropriate punishment for contraventions of the act.The biosecurity system is constantly evolving, with new threats from pests and diseases emerging. We are continually reviewing the effectiveness of the Biosecurity Act to respond to these threats and are committed to the management of biosecurity risks associated with imported goods.This bill aligns with recommendations of the Inspector-General of Biosecurity for stronger penalties for serious noncompliance and builds on our continued commitment to ensuring adequate penalties for noncompliance, as demonstrated by the amendments in the Biosecurity Amendment (Traveller Declarations and Other Measures) Act2020 which were passed last year to enable increased infringement notice amounts for travellers who fail to declare high-risk goods on their incoming passenger card.This bill will further enable a stronger penalty system that reflects the seriousness of any breach of the Biosecurity Act so that those who flout our biosecurity laws feel the full force of the law in a manner that reflects the seriousness of their actions.I commend the bill to the House.Debate adjourned.","Biosecurity Amendment (Strengthening Penalties) Bill 2021","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[1]","Mr LITTLEPROUD (Maranoa—Minister for Agriculture, Drought and Emergency Management and Deputy Leader of the National Party) ","(09:31):"
4,0,0,0,1,1,"Coulton, Mark, MP","HWN","Parkes","Nats","N/A",1198," I move:That this bill be now read a second time.Today, the government introduces the additional estimates appropriation bills. These bills are:Appropriation Bill (No. 3) 2020-2021; andAppropriation Bill (No. 4) 2020-2021.These bills underpin the governments expenditure decisions.These bills ensure that there is sufficient appropriation to cover estimates variations related to existing programs—for instance, changes in costs for demand driven programs. These bills also pay for the first-year costs for measures announced in the Mid-Year Economic and Fiscal Outlook and subsequently announced new measures.Appropriation Bill (No. 3) 2020-2021 seeks approval for appropriations from the Consolidated Revenue Fund of just over $2.5 billion. This bill is necessary to support the governments COVID-19 recovery strategy and to ensure that life-saving vaccinations against COVID-19 are available for all Australians.I now outline the more significant amounts provided for in this bill.Firstly, the bill will provide an additional $701.2 million to the Department of Health, including $539.1 million for the COVID-19 vaccine rollout during the remainder of 2020-21.Secondly, the bill will provide the Department of Infrastructure, Transport, Regional Development and Communications with an additional $408.2 million for policies and programs to support economic recovery from COVID-19 through improving transport access and supporting regional development and local communities.Thirdly, the bill provides an additional $253.3 million to the Department of Defence, including $194.8 million to reimburse Defence for foreign exchange movements across 2019-20 and 2020-20, with additional funding being provided for Defence operations including Operation COVID-19 ASSIST.A further $237.5 million will be provided to the Department of Education, Skills and Employment to assist recent jobseekers impacted by COVID-19 to rejoin the labour market through employment services programs such as Transition to Work and jobactive.The bill proposes an additional $199.4 million for the Department of Foreign Affairs and Trade, including $89.3 million for the ongoing support of Australias international interests and for supporting Australians through the COVID-19 pandemic when they are overseas—and, importantly, $62.1 million to support COVID-19 vaccine access in the Pacific and South-East Asia.An additional $142.1 million is proposed for the Department of Industry, Science, Energy and Resources. This includes $42.7 million to provide an interim production payment for the major oil refineries that recognises the importance to Australia of the refining sectors fuel security. Funding will also be provided to decommission the Northern Endeavour floating production storage and offtake facility and remediate the Laminaria and Corallina oil fields.Details of the proposed expenditure are set out in the schedule to the bill and the portfolio additional estimates statements tabled in the parliament.I commend this bill.Debate adjourned.","Appropriation Bill (No. 3) 2020-2021","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[1]","Mr COULTON (Parkes—Minister for Regional Health, Regional Communications and Local Government) ","(09:36):"
5,0,0,0,1,1,"Coulton, Mark, MP","HWN","Parkes","Nats","N/A",1199," I move:That this bill be now read a second time.Appropriation Bill (No. 4) 2020-2021, along with Appropriation Bill (No. 3) 2020-2021, which was introduced earlier, are the additional estimates appropriation bills for this financial year.This bill seeks approval for appropriations from the Consolidated Revenue Fund of approximately $141 million. These bills also ensure there is sufficient appropriation to cover estimates variations related to existing programs. Due to relative proximity of the 2020-21 budget appropriation bills, the bill is comparatively small compared with previous years.I now outline the most significant items provided for in this bill.The bill proposes $45.1 million to the Department of Home Affairs. Most of this amount, $31.5 million, will be provided to support the development of a secure digital platform for the collection and management of incoming passenger information.Secondly, the bill proposes a further $21.6 million to Services Australia for IT systems to support additional costs for the rollout of the COVID-19 vaccine, delivery of the New Employment Services Model, and greater flexibility for families reporting income for childcare subsidy.The bill also proposes $12.4 million be provided to support the Office of the Special Investigator investigate potential criminal matters identified in the Inspector-General of the Australian Defence Forces inquiry into the conduct of Australias Special Operations Task Group in Afghanistan between 2005 and 2016.Details of the proposed expenditure are set out in the schedule 1 to the bill and the portfolio additional Estimate statements tabled in the parliament.I commend this bill.Debate adjourned.","Appropriation Bill (No. 4) 2020-2021","BILLS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/subdebate.2[2]/speech/talk.text/body/p[1]","Mr COULTON (Parkes—Minister for Regional Health, Regional Communications and Local Government) ","(09:41):"
6,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",1200," I have received the following message from the Senate transmitting a resolution agreed to by the Senate relating to violence against women:That the Senate—(1) notes that:(a) 19 February 2021 marks one year since the murder of Hannah Clarke and her three children;(b) since that date a further 52 women have been killed by violence in Australia; and(c) coercive control and persistent emotional or psychological abuse is abuse in its own right, and a strong indicator of future physical violence;(2) further notes that:(a) Tasmania has had laws criminalising emotional and financial abuse and coercive control since 2004;(b) Western Australia recently introduced a new offence of persistent family violence, recognising patterns of emotional and psychological abuse;(c) New South Wales is currently consulting on draft laws to criminalise coercive control; and(d) Queensland and the Northern Territory have announced plans to criminalise coercive control; and(3) calls on the Government to:(a) recognise the harm caused by persistent controlling behaviour; and(b) coordinate a national discussion regarding criminalising coercive control and related implementation support.The Senate requests the concurrence of the House of Representatives in this resolution.Ordered that the message be considered immediately.","Domestic and Family Violence","RESOLUTIONS OF THE SENATE","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[1]/talk.text/body/p[1]","The SPEAKER ","(09:43):"
7,0,0,0,1,1,"Coulton, Mark, MP","HWN","Parkes","Nats","N/A",1201," I move:That the House concur with the resolution of the Senate.","Domestic and Family Violence","RESOLUTIONS OF THE SENATE","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[2]/talk.text/body/p[1]","Mr COULTON (Parkes—Minister for Regional Health, Regional Communications and Local Government) ","(09:44):"
8,0,0,0,1,1,"Bandt, Adam, MP","M3C","Melbourne","AG","N/A",1201," I am pleased to speak today in support of this motion passed by the Senate and put forward by the Parliamentarians for Action to Reduce Violence Against Women and Children—a cross-party group convened by the Leader of the Australian Greens in the Senate, Senator Waters, the member for Cowan and the member for Reid.One year ago, Hannah Clarke and her three children, Aaliyah, Laianah and Trey, were murdered by Hannahs former partner, their childrens father. He ambushed them on their way to school, poured petrol in the car and set the car on fire. It was an event so shocking it grabbed the attention of the public and politicians. It forced a conversation about what family violence looks like, how insidious it is and how critical it is we act to keep women and children safe. Since Hannahs murder, a further 52 women have been violently killed. Violence against women is a national crisis and we need to treat it that way.Too often as a society we have viewed family violence as a physical act, ignoring the harm caused by non-physical abuse—when a partner, most often the man, exerts power and control through restricting access to finances, isolating women from friends and family, monitoring movements, belittling them in front of their children, controlling everything about their lives and threatening to harm them or their kids if they leave. These patterns of controlling behaviour, coercive control, are the ultimate red flag. Research has shown that coercive control is more highly correlated to intimate partner homicide than it is to physical abuse. Its one of the strongest predictors that a man will go on to kill his partner or his children.In Hannah Clarkes case, before her death, she had suffered years of coercive control by her husband. He kept her away from family and friends, tracked her movements and monitored who she met with, who she spoke to and what she wore. Her murderer had never been physically violent towards her until the morning he killed her and her children. Her parents are now vocal advocates for criminalising coercive control, and I want to quote them: My daughter Hannah was a beautiful girl and her three kids, Aaliyah, Laianah and Trey, were the loves of her life. She tried to put on a positive front for them, but she was dealing with a hidden darkness. In the beginning it was only little things but then gradually her husbands controlling behaviour really started to escalate. Hannah was ready to leave him after Laianah was born. But then she fell pregnant with Trey, and Rowan convinced her she would be a bad mother if she left. He would constantly go through her phone, track where she was going and control everything. She was not allowed to have a Facebook page or wear shorts to the gym. He would threaten to kill himself, not speak to her for days and then twist it around and try to make her feel guilty. But for a long time Hannah didnt realise she was in an abusive relationship. She would say, But hes never hit me. He would say the same thing to us: Ive never hit her. In both their heads, that was the definition of domestic abuse. Thats one of the most important things we want people to understand. We want to educate people on what coercive control looks like so they can identify if it is happening to them. We didnt know. We want to do anything we can to prevent other people going through the same pain.In most jurisdictions in Australia, its extremely difficult to prosecute where the abuse is an insidious pattern of behaviour rather than an incident of physical violence. Coercive control, though, has been criminalised in Scotland and the UK, and the laws have given police important new tools to protect the victims of abuse. Tasmania has recognised non-physical abuse and financial control as an offence since 2004 but the offence has rarely been prosecuted. The momentum is growing in other states and territories. New South Wales is currently consulting on new laws. WA recently introduced a new offence of persistent family violence. Last week, the NT announced plans to introduce coercive control offences and yesterday Queensland announced that it had appointed Margaret McMurdo to conduct a comprehensive inquiry into coercive control laws.Criminalisation is not a complete response and cannot happen without wide consultation with experts, victim-survivors, frontline services, police, courts and families. Any change must be accompanied by system reforms, including the development of tools, resources and guidelines for police, prosecutors and judicial officers. We need to help people to identify the signs, to understand and validate that what is happening is not okay and, more importantly, to know what to do.Taking a national approach, as this motion that is passing through this parliament does—and, again, I reiterate my congratulations to the people who moved it, because its passing through this parliament with everyones support—to education and awareness, funding support services and harmonising the legal response will keep more women and children safe. This week, of all weeks, the parliament needs to show some leadership and tackle the culture that fails to keep women safe. The passage of this motion by parties across both houses is critical recognition that we need to take the politics out of it and get to work. We need Hannahs murder and the deaths of the 52 other women since then to actually be a catalyst for change. We need action to keep women and children safe. So, on behalf of the Greens, the Greens support this motion that is passing through the parliament with the support of everyone. We commend the motion to the House.","Domestic and Family Violence","RESOLUTIONS OF THE SENATE","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[3]/talk.text/body/p[1]","Mr BANDT (Melbourne—Leader of the Australian Greens) ","(09:44):"
9,0,0,0,1,1,"Aly, Anne, MP",13050,"Cowan","ALP","N/A",1202," Tomorrow marks a year since the murder of Hannah Clarke and her three angels. I rise today to speak on this not to inflict further pain or hurt through remembering but to remind us all that domestic violence is an open wound in this country and one that we must work to heal. In the few minutes that I have left, I want to talk into the camera to my 23-year-old self. I hope that I can get through this. Wish me luck. I dont know if shes listening. Shes probably not listening, because my 23-year-old self had no interest in politics, but I do hope that she gets this message.When he messages and he calls you 15 times a day to ask where you are and to find out where youve been, you say: Its because he loves you. Its because he cares and wants to protect you. When he stops you from seeing your friends and your family, you tell yourself, Its just because hes a little bit possessive, because he needs you and because he wants you all to himself. When he calls you stupid and he calls you dirty, you tell yourself: Maybe I could be a bit smarter. Maybe I could take better care of myself. Maybe he has a point. When he belittles you in front of his friends and in front of his family, you smile and you tell yourself, Well, thats just his sense of humour. When he pushes you, when he throws things, when he slams doors, you tell yourself, Hes got a bit of a temper, but at least he doesnt hit me. And when he grabs you by the throat, pins you up against the wall with his fist in your face, you blame yourself for making him angry. You tell yourself its not domestic violence, because hes never actually hit you. There are no bruises, no broken bones. You havent had to call the ambulance. You tell yourself that will never happen. But you know it very well might happen. Hes capable of it. You know that, and thats what scares you the most—not what he does but what he could do.Listen to me. Listen to me: none of this is okay. None of this is right. None of this is a normal part of a relationship. And none of this is your fault. None of it. No matter how clean that stupid kitchen is and no matter how shiny that stupid kettle is and no matter how well you fold the laundry and no matter how patient you are, things are not going to get better, because its not you; its him. You are not a failure. Youre not. Theres no reason for you to feel the sting of humiliation and shame. He made you feel that way. Youre not the broken one. He needs help and he can get help, but, honey, you have to put yourself first and you have to help yourself first. So please, please get help. Tell someone. Tell a trusted friend. Tell your doctor. Tell a parent. Call 1800RESPECT—thats 1800737732. Please listen to me.Coercive control is a part of domestic violence. It may not leave bruises and broken bones, but the emotional and psychological pain it inflicts can be just as damaging. Our nation has started a conversation about coercive control. That conversation needs to grow into a groundswell. Changing the law to make coercive control illegal will only go some of the way. It will only solve part of the problem. We need public awareness and education campaigns. We need to tell our daughters and sons that that is not okay, that that is not a normal part of a relationship. We need to overhaul the Family Court system and listen to the advice and recommendations of experts and survivors of family violence. We need more frontline services, more places for women to go when they need to leave. Until then, until we can get to that space, that wound of domestic violence will continue to fester and we will continue to mourn lives lost today, too early, too soon and too tragically.","Domestic and Family Violence","RESOLUTIONS OF THE SENATE","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[4]/talk.text/body/p[1]","Dr ALY (Cowan) ","(09:50):"
10,0,0,0,1,1,"Coulton, Mark, MP","HWN","Parkes","Nats","N/A",1203," Before she leaves, I would like to commend the member for Cowan for her contribution. It was very courageous. In Australia, on average, one woman is killed by a partner every 11 days. In 2019, 49 women were killed in a family and domestic violence related incident. An estimated 1.6 million women have experienced violence by a partner since the age of 15. Every single death is one too many. We know that domestic violence against women takes many forms, including coercive control.The decision to legislate in this area sits with states and territories; however, as a government, we welcome the significant work being undertaken by all jurisdictions to investigate the options for legislative reform for coercive control. The womens safety ministers meeting, co-chaired by the Minister for Women and the Minister for Families and Social Services, will continue to consider the options to legislate with all relevant states and territories at their regular meetings. Over a decade ago, in 2010, all governments around Australia committed to work together on the first National Plan to Reduce Violence against Women and their Children 2010-2022. Work has begun on the next national plan, which will commence in 2022, to build on the more than $1 billion invested since 2013.I reaffirm in this place that violence against women and their children in any form, for whatever reason, has no place in society.Question agreed to.","Domestic and Family Violence","RESOLUTIONS OF THE SENATE","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.2/speech[5]/talk.text/body/p[1]","Mr COULTON (Parkes—Minister for Regional Health, Regional Communications and Local Government) ","(09:56):"
