"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The House met at 2.30 p.m., pursuant to the proclamation of His Excellency the Governor-General.","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk read the proclamation.","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. Archie Cameron)took the chair, and read prayers.","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[3]","N/A","N/A"
"0","0","0","1","0","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","5","- I have to announce that I have received a notification from the Chief Electoral Officer for the Commonwealth in connexion with the writ which I issued on the 24th November, 1953, for the election of a member to serve for the electoral division of Gwydir, in the State of New South Wales, to fill the vacancy caused by the death of Mr, Thomas John Treloar, and that, by the notification, it appears that Archibald Ian Allan has been elected in pursuance of the said writ.Mr. Allanmade and subscribed the oath of allegiance.","Return to Writ - Mr. Archibald Ian Allan Sworn","GWYDIR ELECTORAL DIVISION","/hansard/chamber.xscript/debate[2]/subdebate.1/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The Usher of the Black Rod, being announced, was admitted, and delivered the message that Her Majesty Queen Elizabeth the Second desired the attendance of honorable members in the Senate chamber forthwith.","N/A","OPENING OF THE SESSION","/hansard/chamber.xscript/debate[3]/para[1]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speakerand honorable members attended accordingly, and having returned,","N/A","OPENING OF THE SESSION","/hansard/chamber.xscript/debate[3]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Mr. Menzies) agreed to -","N/A","ACTS INTERPRETATION BILL 1954","/hansard/chamber.xscript/debate[4]/para[1]","N/A","N/A"
"0","0","0","0","0","1","0","1","N/A","N/A","N/A","N/A","N/A","N/A","That leave be given to bring in a bill for an actto amend the Acts Interpretation Act 1901-1950.","N/A","ACTS INTERPRETATION BILL 1954","/hansard/chamber.xscript/debate[4]/quote/para","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Bill presented, and read a first time.","N/A","ACTS INTERPRETATION BILL 1954","/hansard/chamber.xscript/debate[4]/para[2]","N/A","N/A"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Sitting suspended from 2.54 to 5 p.m.","N/A","ACTS INTERPRETATION BILL 1954","/hansard/chamber.xscript/debate[4]/para[3]","N/A","N/A"
"0","0","0","1","0","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","5","- I have received from the Governor-General a message informing the House of Representatives that the proposed law intituled the Flags Bill 1953, which was reserved for Her Majestys pleasure, has been laid before Her Majesty and that, on the 14th February, Her Majesty was graciously pleased to assent to the said law.","N/A","FLAGS BILL 1953","/hansard/chamber.xscript/debate[5]/speech/talk.start/para","N/A","N/A"
