index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Monday, 22 March 2021","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 10:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[3]","N/A","N/A"
4,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",2843," I present the 24th report of the Petitions Committee for the 46 parliament, comprising 30 petitions and 19 ministerial responses to petitions previously presented. I also present a corrigendum to report No. 22, to correct a typographical error.This week Im pleased to announce that the House petitions website has been updated. This update has increased the capacity of the e-petitions system to better handle peaks in user engagement and has improved accessibility and petitioning information more generally. Improvements include: easy English language to explain the petitioning process and rules for petitioning; symbols and imagery to increase accessibility in understanding the petitioning process; an updated and comprehensive frequently-asked-questions page; a streamlined process for creating paper e-petitions, with improved guidance at each step; and enhanced web design and navigational tools so that users can easily find what theyre looking for. The committee trusts that this update will assist citizens when engaging with the petitioning process, making it easier for them to sign, curate and learn about petitions.Thank you, Mr Speaker. I look forward to further updating the House on the work of the committee.The report read as follows—HOUSE OF REPRESENTATIVES PETITIONS COMMITTEEReport No. 2422 March 2021MEMBERS OF THE COMMITTEEChair Mr Ken ODowd MPDeputy Chair Hon Justine Elliot MPMrs Bridget Archer MPMs Lisa Chesters MPMs Gladys Liu MPMr Julian Simmonds MPMr James Stevens MPMs Susan Templeman MPReport summarising the petitions and Ministerial responses being presented.The committee met in private session on 17 February and 17 March 20211. The committee resolved to present the following petitions in accordance with standing order 207:Petitions certified on 17 February 2021From 12 petitioners - regarding Australias COVID-19 international arrival restrictions and quarantine arrangements (EN2343)From 78 petitioners - requesting Australia to implement sanctions against India (EN2347)From 14 petitioners - requesting a royal commission into the Federation of Australia (EN2349)From 2248 petitioners - requesting the Australian Government to make a statement to the Government of India regarding the Indian farmers protest (EN2354)From 208 petitioners - requesting Scott Morrison be removed from the Australian Parliament for being a dual citizen (EN2358)From 1651 petitioners - regarding Working Holiday visas and rural work (EN2360)From 20 petitioners - regarding Australias COVID-19 international arrival restrictions and quarantine arrangements (EN2361)From 14 petitioners - regarding gender equality (EN2367)From 3 petitioners - regarding the cost and availability of insurance in Northern Australia (EN2368)From 4 petitioners - requesting a stop to legislation requiring people to have a prescription to purchase nicotine e-liquid (EN2369)From 21 petitioners - requesting the FreeStyle Libre Glucose Monitoring System be fully subsidised for type 1 diabetics under the National Disability Insurance Scheme (EN2372)From 10 petitioners - regarding legislation governing petrol prices in Australia (EN2373)From 13681 petitioners - regarding the Myanmar coup (EN2374)From 72 petitioners - regarding the eligibility of government Members (EN2376)From 12 petitioners - requesting the Australian Government to make a statement to the Government of India regarding the Indian farmers protest (EN2377)From 9 petitioners - regarding subsidising electric vehicles in Australia (EN2378)From 4 petitioners - regarding the Australian Governments interference in the property market (EN2379)From 521 petitioners - regarding the National Disability Insurance Scheme and the funding of specialised sex work (EN2380)From 3 petitioners - regarding the Australian Governments COVID-19 financial support payments (EN2381)From 7 petitioners - regarding Australias COVID-19 international arrival restrictions (EN2382)From 31 petitioners - regarding Australias COVID-19 international arrival restrictions (EN2384)From 5 petitioners - regarding the National Australian Bank Consumer Credit Insurance Class Action (EN2385)From 29002 petitioners - requesting restrictions not be imposed on those who refuse the COVID-19 vaccination (EN2386)From 33 petitioners - regarding the COVID-19 vaccination (EN2387)From 5 petitioners - requesting an International Pregnancy and Infant Loss Remembrance Day in Australia (EN2389)From 13 petitioners - regarding coal power stations (EN2392)From 155 petitioners - requesting restrictions not be imposed on those who refuse the COVID-19 vaccination (EN2393)From 2725 petitioners - requesting an extension of the JobKeeper Payment beyond March 2021 (EN2395)From 287 petitioners - regarding Australias COVID-19 international arrival restrictions (EN2396)From 135 petitioners - regarding airsoft gun parts and accessories (EN2400)The following ministerial responses to petitions were received:Ministerial responses considered on 17 March 2021From the Minister for Foreign Affairs - to a petition requesting that Australia hold a referendum on withdrawing from the United Nations, the Paris climate agreement, and on foreign ownership of Australian infrastructure, assets and land (EN1186)From the Minister for Agriculture, Drought and Emergency Management - to a petition requesting that the whereabouts of elected officials are publicised (EN1255)From the Minister for Home Affairs - to a petition requesting a Royal Commission into police conduct (EN1672)From the Assistant Minister to the Prime Minister and Cabinet - to a petition regarding customer service employees (EN1692)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs - to a petition requesting section 48 of the Migration Act 1958 be waived (EN1767)From the Assistant Minister for Electoral Matters - to a petition requesting that a plebiscite or a referendum be included in every federal election (EN1802)From the Minister for Energy and Emissions Reduction - to a petition regarding Climate Change (EN1815)From the Minister for Communications, Urban Infrastructure, Cities and the Arts - to a petition requesting the Australian Broadcasting Corporation and the Special Broadcasting Service be privatised (EN1955)From the Minister for Foreign Affairs - to a petition regarding Chinese virologist Dr Li-meng Yan (EN1958)From the Assistant Minister to the Prime Minister and Cabinet - to a petition requesting the establishment of misleading and deceptive conduct laws for politicians and their staffers (EN1960)From the Minister for Communications, Urban Infrastructure, Cities and the Arts - to a petition requesting a Royal Commission into Australias news media (EN1968)From the Assistant Minister for Waste Reduction and Environmental Management - to a petition regarding the establishment of a lithium-ion battery return program (EN1974)From the Minister for Energy and Emissions Reduction - to a petition regarding climate change and the lowering of Australias emissions (EN2002)From the Minister for Energy and Emissions Reduction - to a petition requesting an end to fossil fuels and the implementation of a universal basic income (EN2007)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs - to a petition requesting a Royal Commission into corruption within the Department of Home Affairs (EN2022)From the Minister for Foreign Affairs - to a petition requesting the Australian government impose sanctions against the Nigerian Government and officials (EN2023)From the Assistant Minister to the Prime Minister and Cabinet - to a petition requesting changes to the Australian National Anthem (EN2099)From the Minister for Energy and Emissions Reduction - to a petition regarding renewable energy sources and the climate crisis in Australia (PN0459)From the Assistant Treasurer - to a petition requesting an extension of JobKeeper for the travel and tourism industries (PN0495)Mr Ken ODowdChair - Petitions Committee","Petitions Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[1]","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:02):"
5,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",2846," On behalf of the Standing Committee on Petitions, and in accordance with standing order 207, I present the following petitions:","N/A","PETITIONS","/hansard/chamber.xscript/debate[2]/speech/talk.text/body/p","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:03):"
6,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",2857," Ministerial responses to petitions previously presented to the House have been received as follows:","N/A","PETITIONS","/hansard/chamber.xscript/debate[3]/subdebate.2/speech/talk.text/body/p","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:03):"
7,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",2871," The chair not being present, the item lapses.","Procedure Committee","COMMITTEES","/hansard/chamber.xscript/debate[4]/subdebate.1/subdebate.2/speech/talk.text/body/p","The SPEAKER ","(10:03):"
8,0,0,0,1,1,"Haines, Helen, MP",282335,"Indi","IND","N/A",2871," I move:That this bill be now read a second time.Its a pleasure to introduce this bill to the House ahead of the next federal budget next sitting.Just like last year, Ill be reviewing those budget papers carefully to assess exactly what this government has committed for my electorate and for regional Australians at large.Contrary to what the government might think, regional Australians arent won over by glossy budget papers and keynote speeches with lots of hot air and no substance.Regional Australians want true investment in their potential.Theyre looking for governments with long-term plans backed by evidence of community need, not just announcements where nothing materialises.They want to know that those of us who are fortunate enough to represent them in this place care about their regions future, not their own political future at the next election.This bill does two things. First, it requires the Treasurer to publicly release and table a rural and regional Australia statement alongside every federal budget and Mid-Year Economic and Fiscal Outlook report.That statement must demonstrate that the government of the day is serious about supporting regional Australia, clearly setting out how government initiatives will directly benefit local economies, build the right infrastructure and boost social cohesion in the regions.This bill is not about motherhood statements; its about robust and reliable data that shows real community need and real impact.Thats why Ive made sure that this bill would require the government to prove the benefits of its initiatives that theyre bringing to the regions with robust and reliable data—data that shows that individual programs are securing a return on investment and that regional Australia is improving against objective economic and social indicators over time, how government initiatives are influencing mortality and morbidity rates, whether the government is really meeting its vision of an agricultural sector which exceeds $100 billion farmgate output by 2030 and whether its truly value for money, and data from the National Skills Commissioner on educational attainment and skills gaps.There is no one place for us to see and track progress and return on investment in regional Australia at large and compare our progress year by year.That begs the question: how will we ever get there if we dont know where we are and we dont know where were going?The second thing this bill does is require the government to develop and release a national white paper for rural and regional Australia within 24 months.That white paper must be aspirational, bipartisan, deeply consultative and long term.Its easy for this and any government to simply say its getting behind regional Australia. Well, the truth is that any politician can say that.But its another thing altogether to put pen to paper and set out a vision for regional Australia and, importantly, a time line to get us there—regions with fast, reliable and affordable NBN, free from mobile phone blackspots.Im talking about world-class public transport to metro areas and educational facilities that keep kids in the regions and not off to the cities after high school—educational facilities that bring kids from the cities into the regions—and regions with high-quality health care and mental health services, affordable and abundant housing and thriving economies that draw in city folk.Thats the kind of vision that regional Australians want from this government, and they want a clear road map to get them there.Recommendation 13 of the Regions at the ready report published by the Regional Australia Committee last parliament called on the government to initiate a white paper process for regional Australia as a matter of urgency.The government has sat on that report for over two years now and has refused to do anything at all about that recommendation.In fact, I waited for so long for action on that report that I had to work with Senate crossbench colleagues to pry the governments response to the report out of its hands through an order for the production of documents.And even then, weve heard crickets—nothing from the government.All those public hearings, all those submissions, all that good intention of people coming to the committee—for what?Regional Australians dont want another committee report recommending another go on the consultation and inquiry merry-go-round. They want action, and they want it now.This bill gives voice to regional Australians.A government that supports this bill is one than embraces transparency and accountability.A government that supports this bill is one that truly is committed to unleashing the potential pent up in our regions.Ill be watching the governments budget announcements for regional Australia and my electorate in May as I always do.Ill also be watching how the government responds to this bill, which would usher in greater transparency, data-driven decision-making and a real long-term vision for regional Australia—not just quick wins in budget line items.I commend the bill to the House and I cede the rest of my time for my member for Mayo. Is the motion seconded?","Charter of Budget Honesty Amendment (Rural and Regional Australia Statements) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1[1]/subdebate.2[2]/speech[1]/talk.text/body/p[1]","Dr HAINES (Indi) ","(10:04):"
9,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",2873,"2873 SPEAKER, The 10000","Charter of Budget Honesty Amendment (Rural and Regional Australia Statements) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1[1]/subdebate.2[2]/speech[1]/interjection/talk.start","N/A","N/A"
10,0,0,0,1,1,"Sharkie, Rebekha, MP",265980,"Mayo","CA","N/A",2873," I am pleased to second the motion. The Charter of Budget Honesty Amendment (Rural and Regional Australia Statements) Bill 2021, introduced by the member for Indi, is incredibly significant, and Im really disappointed that we dont have any National Party MPs in this place to hear about this bill. They say that theyre fighting for regional Australia, and this is a bill that will very much support regional Australia because of its transparency.Regional Australia is a significant contributor to the Australian economy, accounting for approximately 40 per cent of our national economic output and employing approximately one-third of Australias workforce. I believe that its regional Australia thats holding up the nation. The traditional perspective of regional Australia often reflects a somewhat narrow view limited to just agriculture and mining. While these industries are critical—and they certainly are critical in my electorate—and while they make up a major proportion of the economic outputs in the regions, our regions are becoming more and more diverse, and I believe that many of the decisions in this place are very much east coast city centric. In my beautiful electorate of Mayo, our top five sectors are agriculture, forestry and fishing, construction, real estate services, and professional scientific and technical services. Employment in high-value services is increasing. And its not just restricted to my electorate; many people, because of telecommunication advancements, are able to work in the regions. However, while there is increasing diversity in economic opportunity, there are great challenges in the regions with respect to access to affordable health. Certainly, in parts of my electorate youre incredibly fortunate if you actually get a doctors appointment, and in other parts pensioners cant get bulk-billed. It is very, very difficult.The requirement for the Treasurer to publicly release and table a regional statement together with each budget and economic and fiscal outlook report is long overdue. Every single time we spend money in this place, we should be detailing to the Australian community exactly how that money will support regional Australia and its impact on regional Australia. A statement that requires an assessment of the impact of government decisions and initiatives on the economic, social and cultural environmental impacts in regional Australia is also long overdue.Lets talk about education. It is incredibly difficult for young people in the regions to get to university, and thats why we sought legislation in this place last year. That was very difficult, but it was about changing the statistics, which show that regional young people are far less likely to gain qualifications post year 12 despite a desire to do so. Its the tyranny of distance. When you look at education, when you look at health, when you look at a whole range of factors—aged care is another policy issue where it is incredibly difficult in regional Australia, yet the policy is very much designed for a metro space. I think that we need to do much, much more at every budget line to consider the impacts on regional Australia of how we spend money in this place.I commend the member for Indi for this bill. Again, Im incredibly disappointed there arent members of the National Party here to listen to this. If you truly are for regional Australia, you will support the member for Indi in this challenge. Lets get this bill through the parliament. The time allotted for this debate has expired. The debate is adjourned and the resumption of the debate will be made an order of the day for the next sitting.","Charter of Budget Honesty Amendment (Rural and Regional Australia Statements) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1[1]/subdebate.2[2]/speech[2]/talk.text/body/p[1]","Ms SHARKIE (Mayo) ","(10:10):"
