"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER (Hon. David Hawker) took the chair at 2.00 pm and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Beazley, Kim, MP","PE4","Brand","ALP","Leader of the Opposition","1","—My question is to the Deputy Prime Minister. I refer to the minister’s reckless negligence in the administration of his portfolio and his turning of a blind eye to at least 13 warnings about AWB kickbacks, resulting in serious damage to the livelihoods of Australian wheat farmers. Will the Deputy Prime Minister now take responsibility for hurting our Aussie wheat farmers? Will he now apologise to these farmers and their families, who are paying the price for his incompetence? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","SPEAKER, The","10000","N/A","N/A","N/A","N/A","—Order! In calling the Deputy Prime Minister, I remind the Leader of the Opposition that that question contained arguments, epithets and a few other things going to standing order 100. Nonetheless, I will let the question stand, but I would ask future questioners to remember those points. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/interjection/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Vaile, Mark, MP","SU5","Lyne","NATS","Minister for Trade","1","—I thank the Leader of the Opposition for his question and absolutely reject any notion of recklessness or any other adjective you might like to apply to the way the government has conducted affairs on behalf of Australian wheat growers for the duration of its time in office. From the outset the government has been very diligent in ensuring that Australian wheat growers’ interests have been looked after every inch of the way as far as this issue is concerned. The current circumstances—and I presume the Leader of the Opposition is referring to a decision announced yesterday—are regrettable, and the government will make representations to the Iraqi government on the decision that was taken yesterday. As far as this whole process is concerned, every time there has been an allegation raised we have pursued it and resolved it. The UN from start to finish have certified every single contract, and this government has done everything it possibly can to look after the interests of Australia’s wheat growers. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Forrest, John, MP","NV5","Mallee","NATS","N/A","1","—My question is addressed to the Prime Minister. Has the Prime Minister’s attention been drawn to an apparent decision of the Iraqi Grains Board to suspend trading with AWB Ltd pending the outcome of the Cole inquiry? What information can the Prime Minister provide to the House and to the many wheat growers in Mallee on this matter? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Howard, John, MP","ZD4","Bennelong","LP","Prime Minister","1","—I thank the member for Forrest for the question. Yes, of course my attention has been drawn to the reported decision of the Iraqi Grains Board, and I share the concern expressed by the Deputy Prime Minister and Minister for Trade. I can inform the House of one or two quite important things. Earlier today I had a telephone conversation with the Chairman of AWB Ltd, Mr Brendan Stewart, regarding the current tender for wheat in Iraq. I naturally canvassed with him the reported decision of the Iraqi Grains Board and I also had the conversation against the background of the current provisions of the legislation governing the export of Australian wheat, which confer a monopoly on AWB Ltd. We have arranged to meet tomorrow in Canberra. He will be accompanied by the acting managing director of AWB Ltd, and the matter will be discussed.  I know the member for Forrest, who is a champion of the Australian wheat industry, as indeed are other members—","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Government members","ZD4","Bennelong","LP","Prime Minister","1","Government members interjecting— ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/para[2]","N/A","N/A"
"0","1","0","0","0","0","0","1","Howard, John, MP","ZD4","N/A","N/A","N/A","N/A","—Did I say the member for Forrest? I apologise. I thought I was talking about the member for Lindsay, Mr Herbert! I apologise for that slip. I meant to say the member for Mallee, who is a great member for a great wheatgrowing district of Australia and a passionate advocate for the interests of Australian wheat growers—as indeed are the member for Grey, the member for O’Connor, the member for Barker, my good friend the member for Gwydir, the member for Riverina, the member for Maranoa and so the list goes on. So too is the member for New England; they grow a bit of wheat there as well.  Let me return to the essential grain of the question that was asked by the member for Mallee. I think the House is aware of the provisions of the existing legislation, and that legislation provides effectively a monopoly unless consent is given by AWB Ltd. On AWB Ltd, I will discuss all aspects of this issue with Mr Stewart tomorrow and that discussion will take place against a very simple proposition: our primary concern is the interests of the Australian wheat growers. The Australian wheat growers’ best friends in this parliament are the Liberal and National parties. Let that be very clearly understood.","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/continue[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","Beazley, Kim, MP","PE4","N/A","N/A","N/A","N/A","—Mr Speaker, I raise a point of order on relevance. With friends like them, do they need enemies? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/interjection[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","SPEAKER, The","10000","N/A","N/A","N/A","N/A","—Order! The Prime Minister is in order. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/interjection[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Howard, John, MP","ZD4","N/A","N/A","N/A","N/A","—I also take the opportunity of saying a couple of things. Inevitably, this issue has raised some debate in the Australian community about the question of a single desk in relation to the sale of Australian wheat. That is an issue which has attracted debate on both sides of the argument. Let me say that it remains the government’s policy to support the existing provisions. There would need to be a very strong national interest case in order to alter that. What we are considering now has to be looked at in isolation from the question of whether that remains an ongoing policy or not. I do not want anything that is said or done in the next little while to be seen to preempt a proper and careful consideration of that issue.  I also remind the House of virtually a throwaway line. I have listened to the remarks of the Leader of the Opposition and the member for Griffith. I recall, as many on this side of the House recall, back in 2002. Do you know what the advice of the member for Griffith was—that the government, when it came to Iraq and wheat, should get out of the way and leave it all to AWB.","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/continue[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Rudd, Kevin, MP","83T","Griffith","ALP","N/A","2","—My question is directed to the Deputy Prime Minister and Minister for Trade. I refer to his statement to parliament on 7 December last year when he said: ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","Rudd, Kevin, MP","83T","N/A","N/A","N/A","N/A","All the information that we had was provided to the Volcker inquiry. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/quote/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Rudd, Kevin, MP","83T","Griffith","ALP","N/A","2","Is the Deputy Prime Minister aware that the Wheat Export Authority CEO, Mr Taylor, has just told a Senate estimates committee, ‘The Wheat Export Authority did not provide any information directly through DFAT to the Volcker inquiry.’ Deputy Prime Minister, is this a fact? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Vaile, Mark, MP","SU5","Lyne","NATS","Minister for Trade","2","—As to my comments back then, I will need to check those rather than just taking for granted what the member for Griffith alleges. I will check those comments. My comments would have been related to the official documents held by DFAT on this matter. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","Rudd, Kevin, MP","83T","N/A","N/A","N/A","N/A","—Mr Speaker, I raise a point of order under the standing orders on relevance. The question was about whether— ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/interjection[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","SPEAKER, The","10000","N/A","N/A","N/A","N/A","—Order! The member will resume his seat. The minister has completed his answer. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/interjection[2]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Moylan, Judi, MP","4V5","Pearce","LP","N/A","3","—My question is addressed to the Minister for Foreign Affairs. Would the minister outline to the House representations the government has made regarding the nine Australians facing serious penalties for alleged drug offences in Bali this week. ","Drugs: Bali","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Downer, Alexander, MP","4G4","Mayo","LP","Minister for Foreign Affairs","3","—First, I thank the honourable member for Pearce for her question and for her interest. In answering her question, let me begin by saying that the government has over and over made it clear that drug trafficking within Australia is an extremely serious offence; drug trafficking overseas, though, can bring even more severe penalties than in Australia, including life sentences and, in some cases, as we know from the tragic case of Van Nguyen in Singapore, death sentences.  Yesterday the Denpasar District Court sentenced Renae Lawrence and Scott Rush to life in prison. We expect that another four Australians will hear their verdicts today and I understand that we will hear the remaining three verdicts tomorrow. Following the verdicts at the District Court in Denpasar, defendants can appeal. They can appeal to the Bali High Court and, if they are not satisfied with that appeal, they can subsequently appeal to the Indonesian Supreme Court. While a life sentence in Bali means just that, it does not in all cases mean imprisonment for the duration of a person’s natural life. After five years of a life sentence, a prisoner who has shown good behaviour can apply for the sentence to be changed to a fixed term sentence. If that is granted, the longest term the prisoner can be required to serve is a further 15 years. Honourable members will be interested to know that. On 18 December last year, I wrote to the Indonesian AttorneyGeneral, reminding him that the Australian government was opposed to the death sentence and that, in the context of the Bali nine, we did not want to see any of the Australians sentenced to death. I noted, of course, that we fully respected Indonesia’s courts, the independence of those courts and the sovereign right of Indonesia to impose strong penalties against drug traffickers. And, of course, in broad principle, we agree that there should be tough penalties on drug trafficking. But, at the same time, the Australian government has a longstanding policy of opposition to the death penalty and the Australian government will always endeavour to ensure that Australians, when they are abroad, do not suffer the death penalty. Our embassy in Jakarta has also made representations, along similar lines, to the foreign minister and the Deputy AttorneyGeneral. I understand that our AttorneyGeneral and his colleague the Minister for Justice and Customs wrote to the Indonesian AttorneyGeneral on two occasions, and certainly as late as January. We will always make representations on behalf of Australian citizens who are given the death penalty. We will always seek clemency on their behalf. It is important that the House understands that. Finally, let me say this, because I know that a lot of members will be interested in it. We have been discussing with the Indonesian authorities a prisoner exchange agreement. These discussions are in an early stage. Let me remind the House that similar negotiations with Thailand took five years. With Indonesia I hope that the negotiations will take nothing like five years, but they could take time. Of course, we as a government should continue to do our best to make sure we can negotiate a satisfactory agreement. What implications such an agreement would have for people currently in jail in Indonesia we do not know yet, because those negotiations are still under way. These cases are tragic, but they are a very stark, very harsh reminder to people that trafficking in drugs is a very serious offence, and in Asia it brings extremely severe penalties, sometimes including the death penalty. Our consular officers will do all they can to continue to visit the prisoners regularly and provide support for as long as it is needed.","Drugs: Bali","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Beazley, Kim, MP","PE4","Brand","ALP","N/A","4","—My question is to the Deputy Prime Minister and follows the one asked earlier by the honourable member for Griffith. Does the Deputy Prime Minister recollect saying in this place these words: ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
"0","0","0","0","0","1","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The investigation of the Volcker inquiry was assisted to the fullest extent by the Australian government. The information that was required was provided. All the information that we had was provided to the Volcker inquiry. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/quote/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Beazley, Kim, MP","PE4","Brand","ALP","N/A","4","Does he now understand that the WEA chief executive, Mr Taylor, has told the Senate estimates committee this morning that WEA did not provide any information directly through DFAT to the Volcker inquiry? Given that the WEA had numerous matters related to the AWB before them, firstly, is what the Chief Executive Officer of the WEA said a fact and, if it was, how does it comply with what you have said you have done to the Australian parliament along with your other ministers? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/para","N/A","N/A"
"0","0","1","0","0","0","0","1","SPEAKER, The","10000","N/A","N/A","N/A","N/A","—In calling the Deputy Prime Minister can I remind the Leader of the Opposition that he should address all remarks through the chair. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/interjection/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","Vaile, Mark, MP","SU5","Lyne","NATS","Minister for Trade","4","—I have not seen that evidence given by the Chief Executive Officer of WEA. With regard to my comments can I make it very clear to the Leader of the Opposition that when the Volcker investigators came to Australia my recollection is that they spent almost two weeks with DFAT officials going through the list of electronic files and getting the hard copies of what they required. Two weeks they spent down at the Department of Foreign Affairs and Trade going through those files. That is how we have cooperated fully with the Volcker inquiry, and that was recognised. The cooperation of the Australian government was recognised by Volcker himself. ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","Cadman, Alan, MP","SD4","Mitchell","LP","N/A","4","—My question is addressed to the Minister for Foreign Affairs. Would the minister inform the House what action other countries have taken to address the issues raised by the Volcker report? ","Oil for Food Program","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[1]/subdebate.1[6]/question/talk.start/para","N/A","N/A"
