index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon.G.J. Bell) took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Wax in Spain : Non-Intervention","N/A","INTERNATIONAL SITUATION","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A"
3,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","AGREEMENT.","N/A","INTERNATIONAL SITUATION","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A"
4,0,0,0,1,0,0,0,1,"MENZIES, Robert","N76","Kooyong","UAP","Attorney-General",808,". -by leave - The withdrawal of the German and Italian naval units from the naval patrol of the Spanish coasts has led to the necessity for a discussion of the situation thereby created by the four powers concerned in the naval patrol - Great Britain, France, Germany, Italy - and by the chairmans sub-committee of the Non-Intervention Committee. This body, which consists of the representatives of eight powers, was set up on the 14th September last to cooperate with the chairman of the Nonintervention Committee in the practical application of the non-intervention agreement. According to information received by the Commonwealth Government, the chairmans sub-committee will meet on Friday, the 2nd July, to consider the proposals of the four Powers hitherto responsible for the naval patrol of the Spanish coasts in regard to the future operation of the patrol. Nothing in the nature of an ultimatum has been delivered to the German and Italian Governments by the British and French Governments.","N/A","INTERNATIONAL SITUATION","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
5,0,0,1,0,0,0,0,1,"BEASLEY, John","JOM","West Sydney","N/A","N/A",808,"- Has the Government received any information regarding the international situation which would warrant a statement such as that made by the Acting Prime Minister of New Zealand, who is reported to have said at a convention in Auckland yesterday that  since 1914 we have never been closer to a world war than last Thursday?","N/A","INTERNATIONAL SITUATION","/hansard/chamber.xscript/debate[1]/speech/interjection/talk.start/para","N/A","N/A"
6,0,0,0,1,0,0,0,1,"MENZIES, Robert","N76","N/A","N/A","N/A",808,"- This Government has received no information which would, in my opinion, warrant so grave a statement as that.-","N/A","INTERNATIONAL SITUATION","/hansard/chamber.xscript/debate[1]/speech/continue/talk.start/para","N/A","N/A"
7,0,0,0,1,0,0,0,1,"HUGHES, William Morris","DQC","North Sydney","UAP","Minister for Repatriation",808,"- I lay on the table-Canberra Community Hospital - Report of Inquiry conducted by the Hospitals Commission of New South Wales.","N/A","CANBERRA COMMUNITY HOSPITAL INQUIRY","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
8,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Restriction of Export","SCRAP IRON AND TIN","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/para","N/A","N/A"
9,1,0,0,0,0,0,0,1,"LAWSON, John","KZZ","N/A","UAP","N/A",808,"- In view of the ominous position that has developed in Europe, and in view of the contention occurring in the East, will the Government give further consideration to the question of curtailing the export from Australia of scrap iron and scrap tin. either by the imposition of an export duty or by imposing an embargo?","SCRAP IRON AND TIN","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
10,0,0,0,1,0,0,0,1,"WHITE, Thomas","KZR","N/A","UAP","N/A",808,". - by leave - The request for an embargo on exports of scrap steel is not a new proposal, and fears have been expressed on several occasions during the past ten or twelve years that shortage of supplies would prevent local users from carrying on. Subsequent events have proved, however, that these fears were unfounded. The request for an embargo was again made a few months ago, and the matter has since been under close observation. The following export figures of scrap iron and steel for recent years show that this is not a new export: -N/AOverseas countries and Australian industries have a greater demand for metals, with a consequent increase of prices, and scrap metal prices also have, naturally, advanced. This position has been affected by Japanese competition, and the fact that recently the Broken Hill Proprietary Company Limited came on the market to buy scrap.The price of scrap steel in the United States of America rose from £3 13s. 2d. in January, 1937, to £4 4s. Sd. in April, and fell again to £3 19s. lOd. in May. In the United Kingdom the prices ranged from £2 17s. Cd. in January, to £3 10s. in April, 1937. The prices vary in Australia, the latest information being -N/AAccording to the figures, therefore, local manufacturers have been obtaining their supplies of scrap steel at figures below those ruling in overseas countries.A deputation on this matter waited on rae in May last. The employers side was put by Mr. Timmins, the representative of Melbourne Iron and Steel Mills Pro.rietary Limited, which company has been taking a most prominent part in the agitation for an embargo. Mr. Timmins had represented in 1934 that his company could not pay more than 25s. a ton for scrap steel and make a profit on the finished article, but he admitted at the interview that he had no difficulty in selling all the steel that he could manufacture. It was admitted by this companys representative at the recent deputation that there was no real shortage of supplies. That is the principal consideration which affects the Government. If unemployment were likely to be caused, or if Australian industry might be greatly hindered, some action would have been taken; but the principal company interested, as the honorable member for Melbourne Ports (Mr. .Holloway), who introduced the deputation, admitted, said that the question was one of price.","SCRAP IRON AND TIN","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
