"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr SPEAKER (Hon. W. J. Aston)took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","3","- I inform the House of the deaths, since the House last met, of Mr George Ronald Cole, a former senator, and Mr John Smith Garden, Mr John Thomas Jennings and Mr Bruce McDonald Wight, former members of this House. Mr Cole, who died on 23rd January of this year, represented the State of Tasmania in the Senate from 1950 to 1965. Mr Garden died on 1st January of this year. He represented the Division of Cook in this House from 1 934 to 1937. Mr Jennings died on 20th December of last year. He represented the Division of South Sydney from 1931 to 1934 and the Division of Watson from 1934 to 1940. Mr Wight died on 2nd February of this year. He represented the Division of Lilley from 1949 to 1961. As a mark of respect to the memory of the deceased, I invite all honourable members to rise in their places. (Honourable members having stood in their places)","N/A","DEATHS OF FORMER SENATOR AND MEMBERS","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","3","- I thank the House.","N/A","DEATHS OF FORMER SENATOR AND MEMBERS","/hansard/chamber.xscript/debate[1]/speech/continue/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","3","- I have to announce that on10th February I received from the Right Honourable Sir Paul Hasluck a letter resigning his seat as member for the electoral Division of Curtin. It is my intention to issue a writ on Friday 14th March for the election of a member to serve for the electoral Division of Curtin in the State of Western Australia to fill the vacancy caused by the resignation of the right honourable gentleman. The dates in connection with the election will be fixed as follows:Date of nomination - Monday, 31st March 1969.Dale of polling - Saturday, 19th April 1969.Date of return of writ - on or before Friday. 23rd May1969.","N/A","CURTIN ELECTORAL DIVISION","/hansard/chamber.xscript/debate[2]/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","GORTON, John","KH5","Higgins","LP","Prime Minister","4","- Mr Speaker, I wish to inform the House that Her Majesty the Queen has graciously approved the appointment of the Right Honourable Sir Paul Hasluck, G.C.M.G., to be her Governor-General of and representative in Australia. Sir Paul will take up the appointment when Lord Casey relinquishes his appointment and will be sworn in on Wednesday, 30th April 1969.","N/A","GOVERNOR-GENERAL","/hansard/chamber.xscript/debate[3]/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","GORTON, John","KH5","Higgins","LP","Prime Minister","4","- Mr Speaker, I desire to inform the House of certain ministerial changes and arrangements. Following the resignation of the Right Honourable Sir Paul Hasluck, G.C.M.G., the Honourable Gordon Freeth has been appointed Minister for External Affairs. The Minister for Civil Aviation, the Honourable R. W. C. Swartz, will assume Mr Freeths previous responsibilities as Minister assisting the Treasurer. The Honourable Dudley Erwin has been appointed Minister for Air and also will carry out the responsibilities of Leader of the House of Representatives. The honourable member for Henty, Mr Fox, has been appointed Government Whip. Senator Anderson will continue to represent the Minister for External Affairs in the Senate, and Senator McKellar will continue to represent the Minister for Air.","N/A","MINISTERIAL ARRANGEMENTS","/hansard/chamber.xscript/debate[4]/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","WHITLAM, Gough","6U4","WERRIWA, NEW SOUTH WALES","N/A","N/A","3","- I ask the Prime Minister a question. Has the right honourable gentlemans attention been drawn to a statement in a recent book that in Mr Holts briefcase after his death a letter was found from the Governor-General concerning an interview which His Excellency had had with the Treasurer about the Treasurers relations with the Deputy Prime Minister? I ask: What steps were taken to safeguard such confidential documents after the late Prime Minister disappeared and what ministers and officers have had access to them?","GOVERNOR-GENERAL","QUESTION","/hansard/chamber.xscript/debate[6]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","GORTON, John","KH5","N/A","LP","N/A","3","- Yes, my attention has been drawn to the statement and the book to which the Leader of the Opposition refers - that is to say a statement which is not accompanied by documentation or proof but a statement made in the book written by the individual who wrote the book. To the best of my knowledge - and I was not then, of course, in any way responsible for what occurred - the Press Secretary to the late Prime Minister took charge of such papers as were discovered in the effects of the late Prime Minister and took them into the custody of the then head of the Prime Ministers Department. That is all I know of the matter; and that is according to the information that I have.","GOVERNOR-GENERAL","QUESTION","/hansard/chamber.xscript/debate[6]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","HAWORTH, William","KGP","ISAACS, VICTORIA","N/A","N/A","6","- I ask the Minister for Health a question. It has been announced in medical bulletins that a single virus vaccine designed to protect children against measles, mumps and german measles has been successfully produced in the United States of America. Do the Commonwealth Serum Laboratories propose manufacturing this vaccine in Australia and when can available supplies be expected? In view of the announcement that a measles epidemic is anticipated in Australia during this winter, does the Minister for Health recommend that children should be immunised with this vaccine when it is available, in spite of what has been said to the contrary by a certain medico?","HEALTH","QUESTION","/hansard/chamber.xscript/debate[7]/subdebate.1/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","FORBES, Alexander","KFH","BARKER, SOUTH AUSTRALIA","LP","Minister for Health","6","- I have no knowledge of the triple vaccine, if it may be called that, referred to by the honourable member. However, I shall make inquiries and give him what information I can. In relation to the second part of his question, yes, I do advise that all children within the relevant age group of 1 to 9 years be inoculated for measles. I have seen a report from a doctor in Victoria which is not so much along the lines that the measles vaccine is not effective. As I understand it, what he said was that it should not be given at the same time as other live attenuated vaccines, in particular the Sabin polio vaccine.I am advised in this regard that first of all this is unlikely to happen because Sabin is normally given to children up to age 12 months of age and as I said the measles vaccine is given to children from 1 to 9 years of age. Secondly health authorities do not usually conduct overlapping campaigns. Thirdly, Commonwealth and State health representatives met recently and came to the conclusion that they had no objection to concurrent campaigns, except that the measles vaccine should not be given close together with the triple antigen vaccine - that is diphtheria, whooping cough and tetanus antigen. As I understand it this attitude has the endorsement of the Epidemiology (Standing) Committee of the National Health and Medical Research Council.","HEALTH","QUESTION","/hansard/chamber.xscript/debate[7]/subdebate.1/speech[2]/talk.start/para","N/A","N/A"
