index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 20 March 2012","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER (Hon. Peter Slipper) took the chair at 14:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,1,1,"Gillard, Julia, MP","83L","Lalor","ALP","N/A",3487," I want to say a few words about the sad loss of Jim Stynes. Jim Stynes is known to Australians as a great footballer, no matter what football code you follow. He was an athlete who drew attention from the crowd and was well known around the country.Since his days in football he has become even more well known, firstly for his dedication to and work with disadvantaged young people. He had a real passion for working with Australias youth through his very own Reach Foundation. As a government we have been very pleased to partner with the Reach Foundation to help disadvantaged young Australians. Jim was absolutely passionate about supporting teenagers who had been bullied, were suffering from depression or were at risk of substance abuse. He then took his vision further and focused on the needs of Indigenous teachers and students in Indigenous communities around the country using his own sporting career and his love of football to help inspire them to stay in school and to achieve at school.Jim Stynes is well known as a Melbourne footballer and a Brownlow medallist. He is someone we are used to seeing on the sporting field and, to use that term of the Irish, we saw him then in a heros light. But in these last few years what we have seen is courage in a very different context as he remained defiant despite a crippling cancer that was slowly taking his life away. We as a nation have not witnessed all of the private moments of courage of Jim Stynes as he faced this illness. We have had an insight into some of them, but in these final days and weeks I am sure that in his most private moments he continued to show the courage that he had become famous for.I was in Sydney last Friday to celebrate St Patricks Day at what is billed as the biggest St Patricks Day event in the world outside Ireland. Jim Stynes was a great Irish person—a great Irish man. When I spoke about the Irish influence on our larrikin spirit I said that the larrikins that we celebrate are larger than life—sceptical, iconoclastic, egalitarian and defiant. Those words summarise Jim Stynes, particularly the word defiant—defiant in the face of this illness, showing remarkable courage. He will be missed by Australians from many walks of life. He will be missed by the footballing community. He will be particularly missed by the Melbourne Football Club where he not only was a star player but also came back as club president to inspire the club onwards in what have been some difficult days for the Melbourne Football Club and for those who barrack for the Dees. More than anything else, of course, he is going to be missed by his family. Their pain today must be so great. Our very sincere condolences go to his wife, Sam, and to his two children, Matisse and Tiernan. Jim Stynes, we are going to miss you.","Stynes, Mr Jim","STATEMENTS ON INDULGENCE","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[1]/talk.text/body/p[1]","Ms GILLARD (Lalor—Prime Minister) ","(14:01):"
4,0,0,0,1,1,"Abbott, Tony, MP","EZ5","Warringah","LP","N/A",3487," As the Prime Minister has said, Jim Stynes was an Irishman who became an Australian Rules legend. He played 244 consecutive games—a record—he won the Brownlow medal and he was a Victorian of the Year. He was a great footballer, but he was not just a great footballer. Through his Reach Foundation he worked with tens of thousands of troubled youths, and as President of the Melbourne Football Club he steered that institution through some very troubled times. His long battle with cancer was entirely in character, replete with both strength and stoicism. He was an Irishman who became one of the very great Australians. On behalf of the coalition our deepest sympathies go to Samantha and his two young children, Matisse and Tiernan.","Stynes, Mr Jim","STATEMENTS ON INDULGENCE","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[2]/talk.text/body/p","Mr ABBOTT (Warringah—Leader of the Opposition) ","(14:05):"
5,0,0,0,1,1,"Albanese, Anthony, MP","R36","Grayndler","ALP","N/A",3488," by leave—I move:That further statements by indulgence in relation to the death of Jim Stynes be permitted in the Federation Chamber.For the information of members, that debate will be listed for this afternoon in the Federation Chamber.Question agreed to.","Stynes, Mr Jim","STATEMENTS ON INDULGENCE","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[1]","Mr ALBANESE (Grayndler—Leader of the House and Minister for Infrastructure and Transport) ","(14:06):"
6,1,0,0,0,1,"Abbott, Tony, MP","EZ5","Warringah","LP","N/A",3488," My question is to the Prime Minister. I remind the Prime Minister that every council, sports club, charity and community group across Australia will soon be paying higher bills under her carbon tax. Is the Prime Minister aware that if every one of Australias 600,000 not-for-profit groups applied for compensation they would receive just $550? How will this help the Ayr Anzac Memorial Club, which faces a carbon tax hit on its power bill of over $16,000 a year and rising?","Carbon Pricing","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.text/body/p","Mr ABBOTT (Warringah—Leader of the Opposition) ","(14:07):"
7,0,1,0,0,1,"Gillard, Julia, MP","83L","Lalor","ALP","N/A",3488," We are committed to seeing a cleaner energy future and to achieving that in the lowest cost way possible. That is the commitment of our government. The commitment of those on the other side is to impose the biggest possible cost they can think of right across Australian society, including on the very people that the Leader of the Opposition professes concern about. As we have structured our carbon-pricing plan we have structured it to get the reduction in carbon pollution that even the Leader of the Opposition says he supports—at the lowest possible cost. In doing so we have worked to support families, to support working people, to support people with children and to support pensioners with more money in their pockets and more disposable income. So of course that is relevant to how they can support their local sporting clubs.","Carbon Pricing","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.text/body/p[1]","Ms GILLARD (Lalor—Prime Minister) ","(14:08):"
8,0,1,0,0,1,"MemberInterjecting",230485,"N/A","N/A","N/A","N/A","Mr Christensen: Sixteen thousand dollars!","Carbon Pricing","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.text/body/p[2]","N/A","N/A"
9,0,1,0,0,1,"MemberContinuation","83L","N/A","N/A","N/A","N/A","Ms GILLARD: This plan is in very sharp contrast to the Leader of the Oppositions plan to impose a bill—","Carbon Pricing","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.text/body/p[3]","N/A","N/A"
10,0,1,0,0,1,"MemberInterjecting",230485,"N/A","N/A","N/A","N/A","Mr Christensen: Sixteen grand! The honourable member for Dawson will remain silent for the balance of the Prime Ministers answer to the question.","Carbon Pricing","QUESTIONS WITHOUT NOTICE","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.text/body/p[4]","N/A","N/A"
