index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Thursday, 27 May 2021","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 09:30, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,1,1,"Collins, Julie, MP","HWM","Franklin","ALP","N/A",4925," I move:That so much of the standing orders be suspended as would prevent the Member for Franklin from moving the following motion immediately—That this House:(1) notes:(a) the Member for Bowman has reneged on his commitment to resign from all parliamentary positions, remains as Chair of the Standing Committee on Employment, Education and Training, and the Prime Minister is happy to keep him there;(b) Government MPs including the Prime Minister and Government members of that very committee have now voted fifteen times to keep the Member for Bowman in his position, which gives him extra salary; and(c) the Prime Ministers failure to remove the Member for Bowman is unconscionable; and(2) therefore, calls on the Prime Minister and every Member of the Standing Committee on Employment, Education and Training to attend the Chamber and be given five minutes each to make a statement as to whether the Member for Bowman is a fit and proper person to keep his job.The protection racket for the member for Bowman needs to end and it needs to end now. The fact that all of you sit over there—","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[1]/talk.text/body/p[1]","Ms COLLINS (Franklin) ","(09:31):"
4,0,0,0,1,1,"Tudge, Alan, MP","M2Y","Aston","LP","N/A",4925," I move:That the Member be no longer heard. The question is that the member for Franklin be no further heard.","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[2]/talk.text/body/p[1]","Mr TUDGE (Aston—Minister for Education and Youth) ","(09:32):"
5,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",4925,"4925 SPEAKER, The 10000","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[2]/interjection/talk.start","N/A","N/A"
6,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",4927," (In division) Order! The Manager of Opposition Business, on a point of order?","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/talk.text/body/p[1]","The SPEAKER ","(09:36):"
7,0,0,0,1,1,"MemberInterjecting","DYW","N/A","N/A","N/A","N/A","Mr Burke: Youve ruled a number of times now about the need for us to be sitting in our designated seats. Yes.","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/talk.text/body/p[2]","N/A","N/A"
8,0,0,0,1,1,"MemberInterjecting","DYW","N/A","N/A","N/A","N/A","Mr Burke: Id simply ask that the Prime Minister do the same. That is taking things a little too far, because the seat that the Prime Minister sits in and the seat that the Leader of the Opposition sits in have other occupants throughout the day. Just five minutes ago, the member for Franklin was right there. So, when it comes to the leaders, I am going to leave that. Is the motion seconded?","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/talk.text/body/p[4]","N/A","N/A"
9,0,0,1,0,1,"Burke, Tony, MP","DYW","Watson","ALP","N/A",4927,"4927 Burke, Tony, MP DYW Watson ALP","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/interjection[1]/talk.start","N/A","N/A"
10,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",4927,"4927 SPEAKER, The 10000","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/interjection[2]/talk.start","N/A","N/A"
11,0,0,1,0,1,"Burke, Tony, MP","DYW","Watson","ALP","N/A",4927,"4927 Burke, Tony, MP DYW Watson ALP","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/interjection[3]/talk.start","N/A","N/A"
12,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",4927,"4927 SPEAKER, The 10000","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/interjection[4]/talk.start","N/A","N/A"
13,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",4927,"4927 SPEAKER, The 10000","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[3]/interjection[5]/talk.start","N/A","N/A"
14,0,0,0,1,1,"Owens, Julie, MP","E09","Parramatta","ALP","N/A",4927," A do-nothing government writ large—no responsibility, no action—","Member for Bowman","MOTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1/speech[4]/talk.text/body/p","Ms OWENS (Parramatta) ","(09:40):"
