index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. WATSON presented a petition from certain boot manufacturers carrying on business in New South Wales, praying the House not to make the amendment requested by the Senate in item 353, paragraph b (kid and patent, and enamelled leather).","N/A","PETITION","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A"
3,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Petition received and read.","N/A","PETITION","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A"
4,1,0,0,0,0,0,0,1,"OMALLEY, King","K5D","N/A","N/A","N/A",11050,"- In last Saturdays issue of Sydney Truth appears the following statement -Attention is directed to a movement on the part of the Photographic Material Supply Houses. The four principal houses of the trade in Sydney are Messrs. Baker and Rouse, Messrs. Small and  Co., Harrington and Co. Ltd., and J. H. Squires and Co. - the three former have branches or agencies in Melbourne. The main anxiety of a photographer is to secure a continuous supply of satisfactory dry plates and paper.","PHOTOGRAPHICMATERIALS TRUST","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
5,0,0,0,1,0,0,0,1,"SPEAKER, Mr",10000,"N/A","N/A","N/A",11050,"- Is the quotation necessary for the purposes of the question ?","PHOTOGRAPHICMATERIALS TRUST","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/continue[1]/talk.start/para","N/A","N/A"
6,0,0,0,1,0,0,0,1,"OMALLEY, King","K5D","N/A","N/A","N/A",11050,"- Yes, Mr. Speaker. I wish to show that a combination exists, and to draw the attention of the Attorney-General to it. Those who purchase from the . suppliers bind themselves by an agreement which says -We, the undersigned Dealers, agree to observe and abide by the following.In view of this statement as to a trustification for the plunder of the Australian nation, will the Attorney -General have a searching investigation made as to its truth, and commence legal . proceedings against the firms mentioned, if they are acting in violation of the provisions of the Australian Industries Preservation Act?","PHOTOGRAPHICMATERIALS TRUST","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/continue[2]/talk.start/para","N/A","N/A"
7,0,0,0,1,0,0,0,1,"GROOM, Littleton","KFK","N/A","Protectionist","N/A",11050,"- If the honorable member will furnish me with a copy of the paragraph to which he has referred, I shall be pleased to look into the matter.","PHOTOGRAPHICMATERIALS TRUST","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
8,1,0,0,0,0,0,0,1,"WILLIS, Henry","L1D","N/A","N/A","N/A",11050,"- I wish to know from the Minister representing the Prime Minister if there is any truth in the report published in the local press that the Government has agreed to pay a heavy subvention to the London Standard Newspaper Company for the weekly issue of news relating to Australia?","ADVERTISING AUSTRALIA","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
9,0,0,1,0,0,0,0,1,"MAHON, Hugh","KLB","N/A","N/A","N/A",11050,"- A question, upon notice dealing with this matter appears on todays business- paper.","ADVERTISING AUSTRALIA","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/interjection/talk.start/para","N/A","N/A"
10,0,0,0,1,0,0,0,1,"SPEAKER, Mr",10000,"N/A","N/A","N/A",11050,"- Question No. 5 deals with the matter, and I cannot allow it to be anticipated.Later -","ADVERTISING AUSTRALIA","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/continue/talk.start/para","N/A","N/A"
