index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr.Speaker (Hon. Archie Cameron) took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,1,0,0,0,1,"SPEAKER, Mr",10000,"N/A","N/A","N/A",5,"- It is my intention to issue a writ to-morrow, the 21st April, for the election of a member to serve far the electoral division ofCook in NewSouth Wales in the place of Thomas Sheehan deceased. The dates in connexion with the election are fixed as follows: - Date of nomination, the 6th May, 1955 ; polling, the 21st May, 1955 ; return to writ, on or before the and July, 1955.","Issueof Writ","COOK ELECTORAL DIVISION","/hansard/chamber.xscript/debate[1]/subdebate.1/speech/talk.start/para","N/A","N/A"
3,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Assent to the following bills reported : -","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A"
4,0,0,0,0,0,1,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Aged Persons Homes Bill 1954.Bankruptcy Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/quote/para[1]","N/A","N/A"
5,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Broadcasting Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A"
6,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Cocos (Keeling) Islands (Request and Consent) Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[3]","N/A","N/A"
7,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Customs Tariff Validation Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[4]","N/A","N/A"
8,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Excise Tariff Validation Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[5]","N/A","N/A"
9,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Cold-mining Industry Assistance Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[6]","N/A","N/A"
10,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Leigh Creek North Coal Field to Marree (Conversion to Standard Gauge)Railway Bill 1954.","N/A","ASSENT TO BILLS","/hansard/chamber.xscript/debate[2]/para[7]","N/A","N/A"
