index,question_flag,answer_flag,interjection_flag,speech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Monday, 9 August 2021","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A"
2,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","The SPEAKER ( Hon. Tony Smith ) took the chair at 10:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A"
3,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",7585," I present the 28th report of the Petitions Committee for the 46th Parliament, together with 73 petitions and 96ministerial responses to petitions previously presented—you might need a forklift for them!In the last sitting week I tabled the committees report on its inquiry into petitioning security and accessibility. During this inquiry, the committee conducted a thorough examination of the security features of the House e-petitions system and considered what impact they had had on the public accessibility of petitioning.The committee also considered whether additional security features, such as the use of official records to verify identity should be implemented, if an age requirement should be imposed on petitioning and whether the current practice of users self-declaring their Australian citizenship or residency was enough to uphold the legitimacy of the petitioning process.Throughout the inquiry, the committee were particularly mindful of how any change to the system would impact on a persons democratic right to petition the House, and to ensure that the process for petitioning electronically was, as far as possible, no more onerous than signing or creating a paper petition by hand.The committees final report on the inquiry provides a thorough presentation and analysis of the evidence received, including from some international and domestic jurisdictions that support petitioning. In the report, the committee concluded that any proposed changes to the current system security or processes, beyond routine upgrades, would disadvantage certain cohorts of the community and diminish their right to accessible petitioning. The committee therefore made no recommendations for change, but instead will continue to monitor the current process and conduct reviews as necessary.I look forward to further updating the House on the work of the Petitions Committee.HOUSE OF REPRESENTATIVESPETITIONS COMMITTEEREPORT No. 28Petitions and Ministerial Responses9 August 2021MEMBERS OF THE COMMITTEEChair Mr Ken ODowd MPDeputy Chair Hon Justine Elliot MPMrs Bridget Archer MPMs Lisa Chesters MPMs Gladys Liu MPMr Julian Simmonds MPMr James Stevens MPMs Susan Templeman MPReport summarising the petitions and Ministerial responses being presented.The committee met in private session on 26 May, 2 June, 16 June, 23 June, 15 July, and 4 August 20211. The committee resolved to present the following petitions in accordance with standing order 207:Petitions certified on 26 May 2021From 4 petitioners – requesting humanitarian relief for global pandemic hotspots (EN2673)From 1070 petitioners – requesting international travel be allowed to see family members (EN2677)From 9 petitioners – requesting more vigorous testing for all imported foods (EN2679)From 13360 petitioners – requesting to lower the age of Centrelink independence from 22 to 18 years of age (EN2680)From 11 petitioners – requesting to reduce Australian immigration to sustainable levels post the pandemic (EN2681)From 2520 petitioners – requesting that Australia recognise Hong Konger as an official identity in the 2021 census. (EN2682)From 66 petitioners – requesting that regional cruise ship voyages resume in Australia (EN2683)From 16 petitioners – requesting for a three-digit suicide prevention hotline (EN2684)From 6 petitioners – requesting an inbound travel exemption for skilled workers and their dependents (EN2685)From 71 petitioners – requesting support for the Anti-Discrimination Amendment Religious Freedoms/Equality Bill (EN2686)From 32 petitioners – requesting healthy soils for a healthy future (EN2687)From 213 petitioners – requesting fair spectrum pricing for satellite internet providers (EN2688)From 20 petitioners – regarding the conflict between Israel and Palestine (EN2692)From 60 petitioners – requesting to allow expats in Australia to see their families overseas (EN2693)From 4 petitioners – requesting that people be allowed to pay for a COVID-19 vaccination if they wish (EN2695)From 18 petitioners – requesting that repatriation from India is stopped (EN2696)From 774 petitioners – requesting to keep the cancer drug Avastin on the PBS (EN2697)From 8 petitioners – requesting that hacking for a ransom payment be made a criminal activity (EN2698)From 241 petitioners – requesting to lift the Australian travel ban on unmarried and same-sex couples (EN2702)From 10 petitioners – requesting protections for young adults against excessive drinking (EN2704)From 410 petitioners – regarding rights for regional visa holders (EN2708)From 65 petitioners – requesting justice for Palestinians (EN2710)From 2641 petitioners – requesting to outlaw vaccine passports (EN2711)From 4090 petitioners – requesting a travel exemption for prospective marriage visa (subclass 300) holders (EN2712)From 27 petitioners – regarding the first home loan deposit and home builder schemes (EN2714)From 21991 petitioners – requesting that Australia sanction Israel (EN2715)From 19 petitioners – requesting to set up mass vaccination centers as a protection against COVID-19 (EN2716)Petitions certified on 2 June 2021From 21 petitioners – requesting for the prosecution of fraudulent builders (EN2718)From 4 petitioners – requesting a national forum about the state of multicultural affairs in Australia (EN2720)From 1607 petitioners – requesting that COVID-19 vaccinations not be mandatory (EN2722)From 2085 petitioners – requesting to bring yoga to communities to enrich peoples mental and physical wellbeing (EN2724)From 35 petitioners – requesting minimum pay be implemented for gig-economy workers (EN2730)From 2108 petitioners – requesting an extension of temporary graduate visas (EN2731)From 32 petitioners – requesting that repatriates from India be quarantined for 28 days (EN2735)From 1313 petitioners – requesting that permanent residents/citizens be allowed to leave Australia to see family (EN2736)Petitions certified on 16 June 2021From 77 petitioners – requesting protections for parents during pregnancy, childbirth and infancy (EN2738)From 19 petitioners – requesting sanctions on Palestine (EN2741)From 57 petitioners – requesting to change the independency criteria and minimum fortnightly earnings for Centrelink (EN2743)From 184 petitioners – requesting a royal commission into the ABCs reporting (EN2744)From 286 petitioners – requesting to stop evolutionary indoctrination in the Australian-curriculum (EN2747)From 5853 petitioners – requesting mandatory sentencing for false allegations (EN2749)From 57 petitioners – requesting that all international flights into Australia be stopped (EN2751)From 309829 petitioners – requesting that COVID-19 vaccinations not be made mandatory (EN2753)From 471 petitioners – requesting that only Australian Citizens may purchase land or property in Australia (EN2757)From 50 petitioners – requesting financial support for beauty clinics (EN2758)From 248 petitioners – requesting recognition of First Peoples and for the reconsideration of an advisory body (EN2759)From 26 petitioners – concerning NDIS backpay given to recipients (EN2760)From 477 petitioners – requesting an Australian Bill of Rights (EN2762)From 48 petitioners – requesting Google reviews be removed (EN2763)From 1131 petitioners – requesting urgent protections for Afghan Mission essential personnel (EN2764)From 26 petitioners – requesting to lower the national voting age to 16 (EN2766)From 185 petitioners – requesting an automatic exemption of for subclass 482/494 visa holders to enter Australia (EN2770)From 1013 petitioners – requesting an automatic exemption for prospective marriage visa holders to enter Australia (EN2771)From 47 petitioners – requesting the return of Crimean cannons to Russia (EN2774)Petitions certified on 23 June 2021From 4363 petitioners – requesting to stop public funding of the Hunter Valley gas fired power station (EN2778)From 1368 petitioners – requesting the removal of hotel quarantine (EN2782)From 51 petitioners – concerning the farmers protest in India (EN2784)From 422 petitioners – requesting that a choice of COVID-19 vaccines be given for all Australians, irrespective of age (EN2785)From 176 petitioners – requesting to allow the Pfizer vaccine to be administered to over 50s (EN2787)From 2856 petitioners – concerning Australias engagement with ASEAN (EN2788)From 107 petitioners – requesting to not allow any illegal immigrants into Australia (EN2789)From 2380 petitioners – requesting an extension of time for skilled regional visa holders stranded overseas (EN2791)From 783 petitioners – requesting to add Cantonese and Traditional Chinese courses in high schools (EN2792)From 1138 petitioners – requesting that Australia make tiny house living legal (EN2793)From 79170 petitioners – requesting that vaccine passports be banned (EN2794)From 151 petitioners – requesting to stop the Japanese child abduction of Australian children (EN2796)From 47 petitioners – regarding the eligibility of Alex Hawke for parliament (EN2797)From 17613 petitioners – requesting to stop the cashless debit card trials (EN2799)Petitions certified on 15 July 2021From 500 petitioners – regarding the introduction of a vaccination passport (PN0511)From 21 petitioners – regarding a First Nations voice to the Parliament (PN0512)From 213 petitioners – requesting an end to offshore immigration detention (PN0513)Petitions certified on 4 August 2021From 713 petitioners – requesting a stop to stage two plans for the Museum of Underwater Arts at Great Palm Island and surrounding islands (PN0515)From 49 petitioners – requesting for the reinstatement of the School Nutrition Program in Laramba (PN0516)The following ministerial responses to petitions were received:Ministerial responses received on 23 June 2021From the Assistant Minister to the Prime Minister and Cabinet – to a petition regarding a request for a Royal Commission into political donations (EN1719)From the Minister for Families and Social Services – to a petition regarding the child support scheme (EN2138)From the Assistant Minister to the Prime Minister and Cabinet – to a petition regarding the date of Australia Day (EN2336)From the Assistant Minister to the Prime Minister and Cabinet – to a petition regarding the date of Australia Day (EN2342)From the Attorney-General – to a petition regarding human rights law and judiciary (EN2367)From the Prime Minister – to a petition regarding a request for an annual International Pregnancy and Infant Loss Remembrance Day in Australia (EN2389)From the Assistant Treasurer – to a petition regarding the charity status of religious organisations (EN2415)From the Assistant Treasurer – to a petition regarding JobKeeper payment extensions (EN2527)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition regarding copyright law regulations for creators and consumers (EN2561)From the Minister for Health and Aged Care – to a petition regarding funding of aged care in Australia (EN2564)Ministerial responses received on 15 July 2021From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition requesting that the Australian Government grant asylum to Hong Kong nationals currently residing in Australia (EN1022)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition requesting that the Australian Government grant permanent residency to Hong Kong expats currently residing in Australia (EN1048)From the Minister for Energy and Emissions Reduction – to a petition requesting that the Australian Government allow the sale of cheap electric vehicles and ban the sale of internal combustion engine vehicles by 2025 (EN1311)From the Assistant Treasurer – to a petition requesting more support for small businesses during the COVID-19 outbreak and a review of Australian competition law (EN1606)From the Minister for the Environment – to a petition requesting that mass damage and destruction of ecosystems (ECOCIDE) be listed as a crime in the Rome Statute of the International Criminal Court (EN1644)From the Assistant Minister to the Prime Minister and Cabinet – to a petition requesting that Australia become a republic (EN1729)From the Minister for Families and Social Services – to a petition requesting an increase to the amount and duration of the JobSeeker payment (EN1766)From the Attorney-General – to a petition requesting the creation of more transparent and accountable judicial appointments processes (EN1782)From the Minister for Superannuation, Financial Services and the Digital Economy – to a petition concerning zero deposit property loans for farms (EN1789)From the Minister for the Environment – to a petition requesting the federal protection for Koalas be strengthened (EN1862)From the Minister for Energy and Emissions Reduction – to a petition requesting that a potential gas plant in Kurri Kurri, New South Wales, be repealed (EN2046)From the Assistant Treasurer – to a petition requesting duty free concessions be applied to alcohol and tobacco (EN2156)From the Attorney-General – to a petition requesting that urgent reforms on cyber security reviews be implemented (EN2187)From the Assistant Minister for Electoral Matters – to a petition requesting that the Australian Government remove compulsory voting (EN2211)From the Assistant Minister to the Minister for the Public Service – to a petition requesting the Australian Government cut the Australian Public Service (APS) numbers and wages over $150,000, as well as move departments to other parts of the country (EN2221)From the Minister for Foreign Affairs – to a petition regarding support for Australians overseas affected by international passenger arrivals caps (EN2298)From the Minister for Home Affairs – to a petition regarding arrivals of international students in Australia (EN2338)From the Minister for Health and Aged Care – to a petition requesting Australias international quarantine arrangements be conducted offshore (EN2407)From the Minister for Health and Aged Care – to a petition requesting research into the safety and efficacy of Australian citizens after receiving a COVID-19 vaccine (EN2409)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition requesting the eligibility requirements of the Remaining Relative (subclass 115) visa application, be amended (EN2414)From the Minister for Communications, Urban Infrastructure, Cities & the Arts – to a petition requesting that digital platforms be banned from deleting political content that does not breach their conditions of service nor any Australian legislation (EN2419)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition requesting the extension of Working Holiday visas granted prior to the COVID-19 pandemic (EN2434)From the Minister for Foreign Affairs – to a petition requesting that Australia supply COVID-19 vaccines and logistical support to all Pacific island countries to ensure full population coverage and quarantine–free travel within the Pacific region (EN2436)From the Minister for Health and Aged Care – to a petition requesting legislation be implemented to ensure the mandatory vaccination of Australians against COVID-19 (EN2444)From the Minister for Health and Aged Care – to a petition requesting a suspension of COVID-19 vaccines pending further research into their safety and efficacy (EN2445)From the Minister for Education and Youth – to a petition requesting that the dates of the NAPLAN (EN2448)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition regarding tensions in the Indian Australian community (EN2449)From the Minister for Education and Youth – to a petition requesting that the Australian curriculum be amended with a greater emphasis on evolution teachings (EN2452)From the Speaker – to a petition regarding communication by Members with constituents (EN2459)From the Minister for Foreign Affairs – to a petition requesting that the Australian Government publicly condemn the violence against Afghan human rights defenders, journalists, media workers and women; as well as increase its support of the Afghanistan Government to help these same people (EN2474)From the Minister for Home Affairs – to a petition requesting that extended family members of Australians who have received a COVID-19 vaccine, be allowed to travel to Australia (EN2485)From the Assistant Minister for Electoral Matters – to a petition requesting that the voting age be lowered to 16 years of age (EN2487)From the Minister for Health and Aged Care – to a petition requesting that the circumcision of children, both boys and girls, be banned (EN2490)From the Assistant Minister to the Prime Minister and Cabinet – to a petition requesting that the Commonwealth Government declare a National Day of Remembrance for COVID-19 on 26 October 2021 (EN2502)From the Minister for Veterans Affairs – to a petition requesting that a Royal Commission be opened into Australian Defence Force (ADF) members and veteran suicide as well as depression (EN2515)From the Minister for Energy and Emissions Reduction – to a petition requesting that the special witness feature/status offered to a female is removed to ensure parity in the legal framework (EN2521)From the Minister for Health and Aged Care – to a petition requesting Australian healthcare be reformed (EN2523)From the Assistant Treasurer – to a petition requesting that the Basic Religious Charity category and exemptions in the Australian Charities and Not-for-profits Commission Act 2012 (the ACNC Act) be abolished (EN2526)From the Minister for Home Affairs – to a petition requesting that travel exemptions be applied to the parents of Australian citizens and permanent residents (EN2543)From the Assistant Minister for Electoral Matters – to a petition requesting that a federal election is held immediately (EN2544)From the Minister for Veterans Affairs – to a petition requesting changes to certain Statements of Principles (SOPs) developed by the Repatriation Medical Authority (RMA) (EN2557)From the Minister for Foreign Affairs – to a petition requesting that Australia advocate for the 2022 Winter Olympics in Beijing, to be removed from China and for the Australian Olympic team to boycott the event (EN2572)From the Assistant Minister for Electoral Matters – to a petition requesting mandatory voter identification and additional restrictions with respect to postal voting (EN2574)From the Minister for Superannuation, Financial Services and the Digital Economy – to a petition requesting that superannuation funds disclose how human overpopulation risk may affect superannuation returns and how funds are managing these risks (EN2583)From the Minister for Education and Youth – to a petition requesting that environmental concerns be included as part of the relationships and sexuality module of the Australian Curriculum (EN2584)From the Minister for Veterans Affairs – to a petition requesting that Gold Cards be provided to veterans covered by the Safety, Rehabilitation and Compensation (Defence-related Claims) Act 1988 (EN2585)From the Assistant Treasurer – to a petition requesting that the foreign ownership of Australian land cease immediately (EN2594)From the Minister for Health and Aged Care – to a petition requesting that the Australian Government remove the mandatory influenza vaccination requirement to visit residential aged care facilities (EN2598)From the Minister for Veterans Affairs – to a petition requesting the introduction of a 60-day statutory timeframe when deciding Veterans Entitlements Act 1986 claims and applications (EN2605)From the Attorney-General – to a petition requesting the introduction of a Bill to legislate for measures relating to the gender pay gap (EN2607)From the Minister for Health and Aged Care – to a petition requesting the cessation of the AstraZeneca vaccine national rollout until proof of having no adverse reactions to any Australian citizen (EN2609)From the Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs – to a petition requesting a reduction in Australias permanent immigration to 70,000 per year after the COVID-19 border closure is lifted (PN0494)From the Minister for Veterans Affairs – to a petition requesting changes to certain Statements of Principles developed by the Repatriation Medical Authority (PN0504)Ministerial responses received on 4 August 2021From the Treasurer – to a petition regarding foreign ownership of land (EN1131)From the Attorney-General – to a petition requesting that the House put forward a motion of no confidence in the Prime Minister (EN1222)From the Minister for Superannuation, Financial Services and the Digital Economy – to a petition concerning an inquiry into Australian Securities and Investments Commission (EN2111)From the Attorney-General – to a petition requesting that Australian workers be given the right to refuse an employers direction to get vaccinated against COVID-19 (EN2272)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition requesting the removal of politically extreme news outlets from social media platforms and the regulation of their content (EN2454)From the Assistant Treasurer – to a petition requesting amendments to the News Media and Digital Platforms Mandatory Bargaining Code (EN2473)From the Attorney-General – to a petition regarding Australias extradition system (EN2499)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition requesting that the Australian Broadcasting Corporation cease to be funded (EN2511)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition requesting that the Australian Broadcasting Corporation cease to be funded (EN2530)From the Minister for Home Affairs – to a petition requesting that an international travel exemption be made for parents of Australians and permanent residents (EN2535)From the Minister for Home Affairs – to a petition requesting that Australias border restrictions be eased for vaccinated international students travelling to Australia (EN2556)From the Minister for Agriculture and Northern Australia – to a petition regarding naturopathic medicines and therapies for animals and veterinary products (EN2559)From the Minister for Veterans Affairs – to a petition regarding evidence used by the Repatriation Medical Authority to determine factors for the Statements of Principles (EN2562)From the Assistant Treasurer – to a petition requesting the Treasury disclose the risk of human overpopulation to Australian Government Bond returns and how the risk is being managed (EN2582)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition requesting that the Interactive Gambling Act 2001 be amended to allow online poker providers to offer their services in Australia (EN2592)From the Minister for Home Affairs – to a petition requesting that international travel be permitted into and out of Australia to meet parents (EN2611)From the Minister for Health and Aged Care – to a petition requesting the removal of the requirement for international medical graduates to complete a pre–employment structured clinical interview in addition to the Australian Medical Councils examinations (EN2616)From the Assistant Treasurer – to a petition requesting that businesses which received JobKeeper assistance make repayments (EN2617)From the Minister for Sport – to a petition concerning the funding of projects in the 2018 Community Sport Infrastructure Grant Program (EN2620)From the Attorney-General – to a petition requesting that the Acts Interpretation Act 1901 be amended to provide further guidance on the expression other material for the purposes of section 25D (EN2621)From the Minister for Health and Aged Care – to a petition requesting that no legislation, regulation or rule is introduced that mandates the use of vaccine passports (EN2626)From the Minister for Health and Aged Care – to a petition requesting that the Pfizer vaccine be made available to any person in Australia (EN2628)From the Minister for Home Affairs – to a petition requesting that Australians be able to travel internationally to visit family onwards from October 2021 (EN2631)From the Minister for Health and Aged Care – to a petition requesting the resumption of domestic and regional Australian cruise ship voyages (EN2642)From the Minister for Home Affairs – to a petition requesting that quarantine free travel resume between Australia and Taiwan (EN2644)From the Attorney-General – to a petition requesting the abolition of the Administrative Appeals Tribunal (EN2646)From the Minister for Health and Aged Care – to a petition requesting that that Australias international travel ban with India be withdrawn (EN2651)From the Minister for Health and Aged Care – to a petition requesting changes to arrangements for the prescription of opioids for the treatment of chronic pain (EN2657)From the Minister for Health and Aged Care – to a petition requesting that chronic patients are not prescribed medical cannabis (EN2658)From the Minister for Health and Aged Care – to a petition requesting the Biosecurity Act 2015 be amended to manage human overpopulation and overcrowding (EN2661)From the Minister for Health and Aged Care – to a petition requesting that the Biosecurity (Human Biosecurity Emergency) (Human Coronavirus with Pandemic Potential) (Emergency Requirements—High Risk Country Travel Pause) Determination 2021 be repealed and Australian citizens and permanent residents in India be repatriated immediately (EN2665)From the Attorney-General – to a petition requesting to revoke certain clauses in the Fair Work Act 2009 (EN2670)From the Minister for Communications, Urban Infrastructure, Cities and the Arts – to a petition requesting that funding for the Australian Broadcasting Corporation be restored to 2013 levels to provide a greater regional service and to enhance its editorial standards (PN0506)Mr Ken ODowdChair – Petitions Committee","Petitions Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[1]","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:01):"
4,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",7593," On behalf of the Standing Committee on Petitions, and in accordance with standing order 207, I present the following petitions:","N/A","PETITIONS","/hansard/chamber.xscript/debate[2]/speech/talk.text/body/p","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:04):"
5,0,0,0,1,1,"ODowd, Ken, MP",139441,"Flynn","LNP","N/A",7619," I present the following ministerial responses to petitions previously presented:","N/A","PETITIONS","/hansard/chamber.xscript/debate[3]/subdebate.2/speech/talk.text/body/p","Mr ODOWD (Flynn—Deputy Nationals Whip) ","(10:04):"
6,0,0,0,1,1,"Smith, Tony, MP","00APG","Casey","LP","N/A",7691," I inform the House that pursuant to standing order 110 the honourable member for Hughes has postponed notice No. 1 standing in his name. The order of precedence for remaining private members business notices as determined by the Selection Committees report adopted by the House on 4 August 2021 remains unchanged.","Postponement","NOTICES","/hansard/chamber.xscript/debate[4]/subdebate.1/speech/talk.text/body/p","The SPEAKER ","(10:04):"
7,0,0,0,1,1,"Christensen, George, MP",230485,"Dawson","LNP","N/A",7691," I move:That this bill be now read a second time.The true measure of any society can be found in how it treats its most vulnerable members.This quote is oft-misattributed to Mahatma Ghandi but is directly applicable to the Human Rights (Children Born Alive Protection) Bill 2021 before us today.To protect its most vulnerable, in 1990, Australia ratified the UN Convention on the Rights of the Child, which, according to the Australian Child Rights Taskforce, means that Australia has a duty to ensure that all children in Australia enjoy these rights.Article 6 of the convention commits Australia to recognising that every child has the inherent right to life; and ensuring to the maximum extent possible the survival and development of the child.Article 24 of the convention commits Australia to recognising the right of the child to the enjoyment of the highest attainable standard of health and to facilities for the treatment of illness and rehabilitation of health. Our nation has signed up to striving to ensure that no child is deprived of his or her right of access to such health care services. Further, Article 24 says Australia shall take appropriate measures to diminish infant and child mortality.In short, Australia has committed to every child having the right to life, every child having access to health care and reducing the deaths of babies.Yet, in this nation, potentially hundreds of babies are born alive as a result of abortion procedures without any significant subsequent intervention. Our most vulnerable are simply left to die.The data is sketchy with no information available from most states but a research paper that I asked the Parliamentary Library to undertake found that in a single year, 33 babies aborted after 20 weeks gestation were born alive in Victoria while, in Queensland, 204 babies were born alive as a result of abortions over a 10-year period.In fact, in Queensland, the problem is systemic with Queensland Healths Clinical Guidelines for Termination of Pregnancy stating: If [during an abortion] a live birth occurs… Do not provide life sustaining treatment… Document the time and date of death.How is this policy, how are these deaths, in accordance with our international obligation as a nation to every child having the right to life, every child having access to health care and reducing the deaths of babies?How are we treating our most vulnerable members and what does it say about our nation?Let me be clear: I am pro-life. I think abortion is an evil and it results in a death of a child and often ongoing mental harm for a parent. I would rather no child be aborted in this country or elsewhere.But whether you are pro-life or so-called pro-choice, I do not know that anyone but the most cold-blooded sociopath could say that a child born alive is not a child and thus does not have any rights.So the Human Rights (Children Born Alive Protection) Bill 2021 seeks to use our constitutional external affairs power to address the fact that we have policies and practices across the country that result in us breaching our international obligations and that result in the lives of babies unnecessarily being lost.It does so by placing a duty of care on medical practitioners to provide exactly the same medical care and treatment to a child born alive as a result of an abortion as they would a child born in any other circumstances.Under this bill, breaching that duty would incur a penalty and there is a new obligation for medical practitioners to report to the federal department of health on children born alive as a result of abortions.A survey conducted by the recognised polling company YouGov just last month demonstrated that support for my bill is extremely strong across all sectors of the community.The findings send a very clear message.More than three times as many people support care for these babies rather than oppose care.The majority of people expect any baby should be afforded medical care, regardless of the circumstances of their birth.The survey shows that view is held by both coalition and Labor voters.That view is held by people aged 18 to 34 and those aged over 65.Its a view shared by both men and women, and those living in the inner city and the outer regions.Some have tried to claim—quite falsely—that this bill would require doctors, under threat of penalty, to keep non-viable babies alive. This is not true.Section 9 of the bill states that the medical care and treatment to be provided to a baby born alive as a result of an abortion to be commensurate to the circumstances, not including the fact that they were born as a result of a termination, and goes on to state that this could be life-saving treatment or, indeed, palliative care as the case may be.Some have said this bill would keep babies alive that have congenital deformities. Well, again, only if the baby was viable.And if the baby was viable but had congenital deformities, which is another way of saying the baby was born with disabilities, what is the problem?Are people saying that children born with disabilities should be left to die? That is a very dark road indeed that I will never be taking.Others have claimed that this bill perpetuates a myth that children are born alive a result of abortions.Well, the available data I garnered via the Parliamentary Library shows that to be a false claim, but even if that claim was correct—which it is not—what harm would this bill actually do?If no viable child is ever born alive as a result of an abortion then this bill has no effect.But if one child, just one, was born alive in such circumstances and that child was viable then this bill would not only have an effect but it would be more important than probably most laws on the books because it would save a life that otherwise would have been discarded like it was medical waste.The fact is there is little to argue against in this bill, unless of course an objector felt that a baby born alive as a result of an abortion should be left to die because it was born as a result of an abortion.Such a position would be in contravention of our international obligations under the UN Convention on the Rights of the Child.And this goes to the constitutionality of this bill.Some have said that abortion is a state issue but when it comes to providing medical treatment and care to a child and sustaining the life of a child that is a federal matter by virtue of the external affairs power of section 51(xxix) of the Constitution of the Commonwealth of Australia and the fact that the Commonwealth of Australia is signatory to article 6 and article 24 of the UN Convention on the Rights of the Child.I note that there has been some speculation that the bill could breach civil medical conscription provisions inherent in section 51(xxiiiA) of the Constitution.As such, I have sought expert opinion from constitutional lawyers courtesy of the Human Rights Law Alliance who have concluded:Our opinion is that there is no Constitutional impediment to the Bill as it does not constitute civil conscription. Specifically:… We think that, properly considered, the Bill would not be characterised as a law with respect to the provision of … medical and dental services within the meaning of s(ection) 51(xxiiiA), and that the civil conscription provision therefore would not apply to it.… Even if the civil conscription prohibition did apply to the Bill, we consider that the Bill, if enacted, would not authorise any form of civil conscription due to its conformity with Australias international human rights obligations, and therefore would not be unconstitutional for breaching the civil conscription prohibition.The bill is constitutional and could pass this parliament.What is perhaps not constitutional are the deaths of viable babies occurring as a result of abortions across this country.I say not constitutional, once again to point out that our external affairs power and our ratification of the UN Convention of the Rights of the Child means that, as per article 6 of that convention, Australia recognises:… that every child has the inherent right to life.And Australia:… shall ensure to the maximum extent possible the survival and development of the child.And as per article 24 of that convention, Australia recognises:… the right of the child to the enjoyment of the highest attainable standard of health and to facilities for the treatment of illness and rehabilitation of health.And Australia:… shall strive to ensure that no child is deprived of his or her right of access to such health care services.And also Australia:… shall pursue full implementation of this right and, in particular, shall take appropriate measures … to diminish infant and child mortality.Every death of a viable baby born alive as a result of an abortion that happens here means that these fundamental rights of a child enshrined in a UN convention are absent in this country.This needs to be remedied.Lives need to be saved.This bill, the Human Rights (Children Born Alive Protection) Bill 2021, seeks to protect the most vulnerable in our society.The question of whether or not it will go forward from here is going to be a test of the true measure of this House, this parliament and our society.In closing, I want to thank Matthew Sait from the parliamentary council for helping draft this bill. I want to thank my colleague the member for Stirling, who is seconding this bill. I want to thank my colleague at the table the Minister for Regional Health and also the Deputy Prime Minister in supporting this bill. (Time expired) Is the motion seconded?","Human Rights (Children Born Alive Protection) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1/subdebate.2[2]/speech/talk.text/body/p[1]","Mr CHRISTENSEN (Dawson) ","(10:05):"
8,0,0,0,1,1,"MemberInterjecting",282984,"N/A","N/A","N/A","N/A","Mr Connelly: I second the motion and reserve my right to speak. The time allotted for this debate has expired. The debate is adjourned and the resumption of the debate will be made an order of the day for the next sitting.","Human Rights (Children Born Alive Protection) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1/subdebate.2[2]/speech/talk.text/body/p[63]","N/A","N/A"
9,0,0,1,0,1,"SPEAKER, The",10000,"N/A","N/A","N/A",7695,"7695 SPEAKER, The 10000","Human Rights (Children Born Alive Protection) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1/subdebate.2[2]/speech/interjection[1]/talk.start","N/A","N/A"
10,0,0,1,0,1,"Connelly, Vince, MP",282984,"Stirling","LP","N/A",7695,"7695 Connelly, Vince, MP 282984 Stirling LP","Human Rights (Children Born Alive Protection) Bill 2021","BILLS","/hansard/chamber.xscript/debate[5]/subdebate.1/subdebate.2[2]/speech/interjection[2]/talk.start","N/A","N/A"
