index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time
1,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speaker (Hon. Archie Cameron) took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A"
2,0,0,0,0,0,0,0,1,"N/A","N/A","N/A","N/A","N/A","N/A","Mi-. COSTA. - Is the Minister for the Navy aware that approaches were recently made to the management of Cockatoo Island Dockyard regarding anomalies which exist in conditions of employment at Garden Island, Williamstown and Cockatoo Island dockyards? Is it true that wages and leave conditions at Cockatoo Island Dockyard compare most unfavorably with those of employees engaged on similar work in industries elsewhere? Did. the Minister promise representatives, of the 24 trade unions concerned that he - would discuss this matter with his colleagues and make an early reply? Is .the Minister in a position to give a reply now, and is it intended to take remedial action ?","N/A","COCKATOO ISLAND DOCKYARD","/hansard/chamber.xscript/debate[1]/para","N/A","N/A"
3,0,0,0,1,0,0,0,1,"FRANCIS, Josiah","JWT","Moreton","LP","Minister for the Army",1026,"- I think it is only fair to say that the honorable member for Martin and other honorable members have raised this matter with me recently. I had the opportunity to meet, by appointment, the  deputation that the honorable member has mentioned. I undertook to examine the points that it raised and to give them consideration, but I told the men that it wds not possible for me to do so at an early date. I made no tindertaking to discuss, the matter- with my colleagues. It is not necessary for me to do so. This is a matter for my own decision, and I shall reach a decision as soon as possible. I simply point out that it cannot be made at an early date.","N/A","COCKATOO ISLAND DOCKYARD","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A"
4,1,0,0,0,0,0,0,1,"WHEELER, Roy","KZP","N/A","N/A","N/A",1027,"- Can the Minister for Defence Production inform the House whether the Government has reached a decision on the intended use at St. Marys, within the electorate of Mitchell, of land and buildings formerly used as a munitions factory but now occupied for the most part by manufacturers, and known locally as the St. Marys Industrial Estate?","INDUSTRIAL DEVELOPMENT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
5,0,0,0,1,0,0,0,1,"HARRISON, Eric","KNX","N/A","UAP; LP from 1944","N/A",1027,"- The Prime Minister announced recently that the Government had decided that the explosive filling factory requirements for defence purposes would not include that portion of the St. Marys area which is now tenanted by industrial factories. I, as Minister for Defence Production, will be called upon to submit proposals to the Government for the provision of new filling factory requirements, and the Minister for National Development will submit proposals to the Government in relation to the industrial estate. It is likely that these proposals will enable existing tenants  and others to purchase properties and will allow additional land and buildings to become available for industrial concerns.","INDUSTRIAL DEVELOPMENT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
6,1,0,0,0,0,0,0,1,"MORGAN, Charles","JVA","N/A","N/A","N/A",1027,"- Has the Treasurer yet studied any of. the reports of the Public Accounts Committee, which now number sixteen I understand ? If so, has anything been done by the Government, or by himself, about any of them ?","PUBLIC ACCOUNTS COMMITTEE!","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
7,0,0,0,1,0,0,0,1,"FADDEN, Arthur William","F4T","N/A","CP","N/A",1027,"- The answer to each question is  Yes .","PUBLIC ACCOUNTS COMMITTEE!","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
8,1,0,0,0,0,0,0,1,"DEAN, Roger","LLW","N/A","N/A","N/A",1027,"- My question is directed to the Minister for Commerce and Agriculture. I refer to the urgent problem that has arisen in the pig and poultry primary industries with regard to the supply and cost of stock food. Has the Department of Commerce and Agriculture been asked to investigate the possibility of using milk powder for stock food? If so, has it been found that milk powder is suitable for those two industries? I understand that powdered milk- has been used successfully in Great Britain and Holland as a stock food. As it is a product of the dairying industry, if it could be used for the pig and poultry industries, such use would be of economic value to each of those industries.","MILK","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
9,0,0,0,1,0,0,0,1,"MCEWEN, John","009MB","N/A","CP","N/A",1027,"- To my knowledge there has not been any suggestion made to the Government, or to the Department of Commerce and Agriculture, that dried milk powder should be used for ,the purpose suggested by the honorable member. However, I can tell him from my own knowledge that dried skim milk powder, as a high protein food, is used regularly overseas as an element in a balanced ration for poultry, and often for pigs. Meat meal is more generally used in Australia, but powdered skim milk is used to a lesser extent to provide the protein added as a small percentage of balanced feeds. But in this country I should say beyond the slightest shade of doubt, that here where ordinary skimmed milk is available as food, the costs of powdered milk for use in this country as the main bulk of pig food would put it quite out of court economically.","MILK","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
10,1,0,0,0,0,0,0,1,"GRIFFITHS, Charles","KFG","N/A","N/A","N/A",1027,"- I ask the Minister for the Army, . in view of the vicious attack made yesterday on my credibility by the Minister for the Army, and in view of a doubt existing in the minds-","DISALLOWED QUESTION","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[4]/question[1]/talk.start/para","N/A","N/A"
