"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President took the chair at 2.30 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","Assent reported.","N/A","SUPPLY BILL (No. 1)","/hansard/chamber.xscript/debate[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","O'KEEFE, David","JZ9","N/A","N/A","N/A","168","asked the Minister representing the Attorney-General, upon notice-","HIGH COURT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","O'KEEFE, David","JZ9","N/A","N/A","N/A","N/A","If he will cause to be laid on the table, without undue delay, all correspondence between the Government and the High Court referring to the question of expenses and the places where the Court shall hold Sessions?","HIGH COURT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/question/quote/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","4","KEATING, John","KPE","N/A","Protectionist","N/A","168","The matter is under the consideration of the Attorneys General, who desires me to ask for a postponement of the question for a week.","HIGH COURT","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","O'KEEFE, David","JZ9","N/A","N/A","N/A","168","asked the Minister representing the Minister of Home Affairs, upon notice-","FEDERAL CAPITAL","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","5","O'KEEFE, David","JZ9","N/A","N/A","N/A","N/A","If he will cause to be laid on the table, without undue delay, all correspondence between the Department of Home Affairs and the Government of New South Wales having reference to the site for the Federal Capital?","FEDERAL CAPITAL","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/question/quote/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","KEATING, John","KPE","N/A","Protectionist","N/A","168","Copies of all correspondence since the passing of the Seat of Government Act are now being prepared and will be laid on the table.","FEDERAL CAPITAL","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","PEARCE, George","K0F","N/A","N/A","N/A","168","asked the Minister for Defence, upon notice-","OPIUM","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","7","PEARCE, George","K0F","N/A","N/A","N/A","N/A","Is it the intention of the Government during the present session to introduce legislation providing for the prohibition of the importation and sale of opium?","OPIUM","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/question/quote/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","PLAYFORD, Thomas","K0X","N/A","PROT","N/A","168","The Cabinet is favorably considering this question.","OPIUM","QUESTIONS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
