"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. J. B. Hayes) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","Excise Duty on Flour","WHEAT INDUSTRY","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","JOHNSTON, Edward","KP8","N/A","N/A","N/A","1048","Will the Leader of the Senate state when it is anticipated that the judgment of the High Court will be delivered in respect of the validity of the excise duty now imposed on flour? Will the judgment be given prior to the approaching parliamentary recess, and, if not, will the Parliament be recalled if further legislativeaction is necessary to ensure continuance of a home-consumption price for wheat?  ","WHEAT INDUSTRY","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","4","MCLEAY, George","KUA","N/A","UAP","N/A","1048","I appreciate the importance of this question. It is uncertain when the decision of the Court will be given, but I shall consult the Government regarding the matter, and furnish the honorable senator with a reply at a later hour to-day or to-morrow morning.  ","WHEAT INDUSTRY","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","Re-imposition of Embargo.","NEW ZEALAND POTATOES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","MCLEAY, George","KUA","N/A","UAP","N/A","1048","by leave - On the18th May last Senator Herbert Hays asked me whether the Government intended to permit the importation of potatoes into the Commonwealth after the end of May. The Government has recently given much consideration to the economic position of the Australian potato industry, with special reference to the fact that the arrangement made by the previous Government in regard to the admission of New Zealand potatoes into Australia expired on the 31st May. The Government has decided not to renew that arrangement, which, in fact, did not result in the importation of any potatoes other than a special experimental shipment of under 2 tons. I am communicating with the Prime Minister of New Zealand, and informing him that the prohibition of the importation of potatoes will be continued pending a complete and prompt investigation of the position. The Federal Potato Advisory Committee has been invited to make suggestions to the Government regarding measures designed to stabilize the potato industry. It is anticipated that representatives of the advisory committee will visit Canberra for this purpose, and will confer with the Commerce Department in regard to the matter. The suggestions made by the committee will be considered by the Government, in consultation with the Agricultural Council. From time to time citrus growers in Australia have complained that the continuance of the prohibition has adversely affected their industry. I have informed the chairman of the Federal Citrus Advisory Committee that I shall receive a deputation from the citrus growers, and give them an opportunity to state their case. 'When these steps have been taken, the permanent policy to be adopted will be considered and announced.  ","NEW ZEALAND POTATOES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","COLLINGS, Joseph","K7P","N/A","FLP; ALP from 1937","N/A","1049","Will the Minister for the Interior state what benefits are received by residents of Canberra who contribute hospital tax at the rate of' 1s. 6d. fortnightly, in accordance with the provisions of the Canberra Hospital Ordinance?  ","CANBERRA HOSPITAL TAX","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","FOLL, Hattil","JZD","N/A","UAP","N/A","1049","I shall obtain for the honorable senator a complete list of the payments made and the benefits received.  ","CANBERRA HOSPITAL TAX","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","CUNNINGHAM, James","JTK","N/A","N/A","N/A","1049","Does the Government intend to make available, through agricultural societies and other organizations, quantities of rabbit virus for experiments in the destruction of rabbits?  ","RABBIT DESTRUCTION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","MCLEAY, George","KUA","N/A","UAP","N/A","1049","No.  ","RABBIT DESTRUCTION","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","11","BROWN, Gordon","K6P","N/A","N/A","N/A","1049","Has the Minister for the Interior seen a report in the Sydney Morning Herald of the 17th May which contains the following paragraph : -  ","DARWIN WHARF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","11","BROWN, Gordon","K6P","N/A","N/A","N/A","1049","When all the fantastic upside-down stories are recounted of Darwin's hotel accommodation, drinking habits, beach combing; and red tape, there obtrudes itself ever as the apogee of absurdity, the invincible obstacle to any reform of waste, inefficiency and stagnation - the Darwin wharf. Volumes of press comment have been written about it. Canberra's archives are stuffed with reports of committees of inquiry. But the jetty of to-day, the archaic, dog-leg, composite structure built by the South Australian government in 1916, 'improved' by the Commonwealth in 1910. and still cursed by every shipmaster who must use it, has outlived almost the memory of proposals to replace it.  ","DARWIN WHARF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/quote/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","12","N/A","N/A","N/A","N/A","N/A","N/A","Can the Minister say whether the Government agrees with that statement, and will he see that early action istaken to provide Darwin with a new jetty?  ","DARWIN WHARF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","FOLL, Hattil","JZD","N/A","UAP","N/A","1049","I do not know whether or not the Government agrees with the statement, but, having seen the structure at Darwin, I personally entirely agree with it. Recently, representations were made in connexion with the matter, and at the present time soundings are being taken in order that the layout of the wharf may be altered. The present structure is not satisfactory.  ","DARWIN WHARF","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer/talk.start/para","N/A","N/A","N/A"
