"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Gordon Brown) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","SANDFORD, Charles Walter","K4S","N/A","N/A","N/A","417","I ask the Postmaster-General, whose department is providing a most valuable service to the community, particularly in country areas, what progress is being made in the installation of rural automatic exchanges, which are a great boon to country residents. I should also like to know at what rate the new equipment is being installed and whether any undue delay has occurred.","TELEPHONE SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","CAMERON, Donald","L8E","N/A","ALP","N/A","417","Rural automatic exchanges are being installed as quickly as possible. Unfortunately, the new equipment has not arrived as soon as we had expected, but I can assure the honorable senator that as the equipment is landed in Australia it is installed almost immediately.","TELEPHONE SERVICES","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","COOPER, Walter","JQP","N/A","N/A","N/A","417","Is the Minister for Shipping and Fuel aware that three mines in the Newcastle district are idle because of an industrial dispute concerning an engine-driver which threatens to close the entire Newcastle works of the Broken Hill Proprietary Company Limited by the week-end? Did the Prime Minister say yesterday, when commenting on the dispute, that it was deplorable that one petty industrial dispute should cause a stoppage of an industry so vital as the production of steel? What action is being taken by the Government in this grave industrial crisis, which threatens to cripple the entire economy of Australia?","COAL","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","ASHLEY, William","K0W","N/A","ALP","N/A","417","I understand that it is correct that three Broken Hill Proprietary Company Limited mines in the Newcastle area are idle as the result of some industrial dispute. The Government is not taking any action in the matter because that is the function of the Joint Coal Board, whose principal objective is to stimulate the production of coal not only for New .South Wales but also for the other States. Associated with that board is a tribunal for the settlement of industrial disputes, and I understand that the chairman of that tribunal is in Newcastle to-day conferring with the parties to the dispute. For that reason I think that the question asked by the Leader of the Opposition, and any further comment which I might make on that matter, would not conduce to a settlement of the dispute.","COAL","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","INSANITY","DIVORCE LAWS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","LARGE, William","KQH","N/A","N/A","N/A","417","Some months ago I asked the Minister representing the Attorney-General a question relative to the desirability of insanity being regarded by all States of the Commonwealth as a good and sufficient ground for divorce. Although it is a valid ground in some States, that is not so in New South Wales. At that time the Minister said that the Attorney-General, who was then absent from Australia, was particularly interested in this matter, and that it would not be dealt with in his absence. Now that his colleague has returned to Australia, will the Minister make representations to him with a. view to some finality being reached?","DIVORCE LAWS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","MCKENNA, Nicholas","KTN","N/A","ALP","N/A","417","The Attorney-General was himself working on the question of divorce laws in Australia being made uniform. Certain of his departmental officers have been collating information relating to the application of divorce laws in the States. The Constitution permits the Commonwealth to legislate in respect of divorce. As honorable members are aware, that power was invoked recently for the purpose of avoiding difficulty with relation to domicile by reason of husbands and wives moving from one State to another. Arrangements were made which favoured the wives of ex-servicemen of other countries who subsequently deserted them. Those are the only two laws that the Commonwealth has made under the Constitution. The complexity of this task will be appreciated when it is remembered that the divorce laws of the six States are different, and that there are further divorce laws operating in the Australian Capital Territory and in the Northern Territory under Commonwealth aegis. I assure the Senate that the drawing-up of uniform legislation in this matter is a very difficult task if even-handed justice is to be meted out and if the conflicting points of view of people in this country are to be reconciled. As the honorable senator has said, where insanity persists for a lengthy period, in some instances for seven years, and where it has been certified that that condition cannot be cured, that is a ground for divorce in some States. Even that has to be looked at from many aspects. When insanity has not persisted for a definite time, and is remediable, it would not be an adequate ground for divorce. That field in itself is difficult. I assure the Senate that the whole of the divorce laws in this country are being fully examined.","DIVORCE LAWS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","NASH, Richard","JXE","N/A","N/A","N/A","418","Is the Minister for Shipping and Fuel aware that, as a result of a breakdown at the East Perth power station, serious dislocation of industry has occurred in Western Australia? Is he also aware that on the 12th February a report was published in the West Australian to the effect that the supply of liquid fuel for auxiliary plants, with the exception of public utilities and a few industries, had ceased completely from the 11th February? The newspaper report also stated that an instruction to that effect had been issued by the Director of Rationing, Mr. J. B. Cuming, after consultation with the Prime Minister. If that report is correct, will the Minister reconsider his decision, with a view to making fuel available to Western Australia to enable industry to be carried on to the fullest extent possible?","AUXILIARY POWER PLANTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","ASHLEY, William","K0W","N/A","ALP","N/A","418","I am aware that there has been dislocation of industry in Western Australia as a result of the breakdown of the power plant in Perth. On Saturday morning last I conferred with the Prime Minister respecting this matter, and, as a result, certain arrangements were made between the Prime Minister and the Premier of Western Australia. The Prime Minister approved the Premier's application for 35,000 gallons of petrol to be provided for the generation of power, and a further 15,000 gallons of petrol for purposes associated with refrigeration. I have not seen the article in the West Australian to which the honorable senator has referred. I should think that any statement which Mr. Cuming, the Director of Rationing, would make would be in accordance with the decision arrived at by the Prime Minister and myself for the provision of substitute fuel for Western Australia. The honorable senator has requested that the position be reviewed. I point out that a similar position exists in New South Wales, where what are known as ' blackouts' occur very frequently. I do not mean to be critical of the Sydney County Council. Frankly, I believe that its difficulties in this respect are a legacy from the last war, when, because of war conditions, plant which had been ordered for the Bunnerong power station and other power plants could not be delivered. Consequently, such organizations do not possess adequate plant to meet the increased demands arising from the expansion of industry generally. However, if substitute fuel were to be provided whenever a black-out threatened in New South Wales, very limited supplies of such fuel could be made available outside that State.","AUXILIARY POWER PLANTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A","N/A"
