"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. W. Kingsmill) took the chair at 11 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","CHAPMAN, John","K6I","SOUTH AUSTRALIA","N/A","N/A","356","asked the Minister representing the Minister for Trade and Customs, upon notice - What was the amount of the wine bounty paid for each of the last five years? What was the amount of excise collected on fortifying spirit for wine for each of the last five years?","WINE BOUNTY Excise Duty on Fortifying Spirit","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","DALY, John","JTL","SOUTH AUSTRALIA","ALP","Vice-President of the Executive Council","356","The Minister for Trade and Customs has supplied the following answers to the honorable senator's questions : - 1924-25, £28,417; 1925-26, £217,109; 1926-27, £442,410; 1927-28, £482,843; 1928-29, £76 454 1924-25, £333,729; 1925-26, £428,115; 1926-27, £435,134; 1927-28, £340,799; 1928-29, £233,486. (Drawback of the excise duty paid was allowed on all fortified wine exported.)","WINE BOUNTY Excise Duty on Fortifying Spirit","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","JOHNSTON, Edward","KP8","N/A","N/A","N/A","356","asked the Minister representing the Minister for Trade and Customs, upon notice - Is it a fact that, owing to the heavy excise duties imposed on fortifying spirit, some wineries are unable to carry on their operations, and growers will be unable to dispose of their grapes f If so, is it proposed to relieve the viticultural industry from this heavy taxation?","WINE BOUNTY Excise Duty on Fortifying Spirit","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","DALY, John","JTL","N/A","N/A","N/A","356","The Minister for Trade and Customs has supplied the following answers to the honorable senator's questions : - Statements to the effect stated by the honorable senator are being made. The representations made are receiving careful consideration.","WINE BOUNTY Excise Duty on Fortifying Spirit","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer[2]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","JOHNSTON, Edward","KP8","N/A","N/A","N/A","356","asked the Minister representing the Minister for Defence, upon notice - Is it the intention of the Government to alter the rules of the Duntroon Military College so as to permit those cadets who wish to do so to play the Australian game of football in future? If not, why not.","DUNTROON MILITARY COLLEGE Australian Game of Football","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","7","BARNES, John","K1L","VICTORIA","ALP","Assistant Minister assisting the Minister for Works and Railways","356","This matter is a present under consideration.","DUNTROON MILITARY COLLEGE Australian Game of Football","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","ELLIOTT, Robert","JYH","VICTORIA","CP","N/A","357","asked the Leader of the Government in the Senate, upon notice - Whether the Common wealth Government is responsible to the British Government for carrying out the agreement under which certain land settlers were induced to come to Victoria? If so, whether the Prime Minister is persuaded of the desirability, in the interests of the credit of Australia, of investigating the grave charges of misrepresentation and breach of contract made?","MIGRATION AGREEMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","DALY, John","JTL","N/A","ALP","N/A","357","The answers to the honorable senator's questions are as follow : - The obligations referred to are created by the agreement which preceded the £34.000,000 agreement, and which said agreement was made between the British, Commonwealth and State Governments. The Commonwealth Government is fully seised of the charges of misrepresentation and the seriousness of the same. Since its advent into office it has been pressing for an inquiry, and negotiations are proceeding with the. Victorian Government.","MIGRATION AGREEMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","ELLIOTT, Harold","JYG","N/A","NAT","N/A","357","asked the Minister representing the Minister for Trade and Customs, upon notice - What amount of woollen tops has been imported since the tabling of the tariff schedule in the earlier part of the session? Has duty been paid thereon in accordance with such schedule? If not, what was the reason for the remission of the tax thereon? How many manufacturers of wool tops me there in the Commonwealth? Could such manufacturers have produced all the wool tops necessary had they received reasonable notice of the amount required.","IMPORTED WOOL TOPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","DALY, John","JTL","N/A","ALP","N/A","357","The information is being obtained.","IMPORTED WOOL TOPS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","12","FOLL, Hattil","JZD","Queensland","N/A","N/A","357","sked the Minister representing the Minister for Trade and Customs, upon notice - Did Mr. Forde, , the Acting Minister for Trade and Customs, when speaking in the new theatre at Rockhampton on 24th September, 1929, state that this was the time when both Federal and State Governments should come to the assistance of the cattlemen and give them a helping hand, and that he personally favoured a Commonwealth bounty on the exportable surplus of beef for a period of five years? Did Mr. Forde state, further, that it should be possible for the Commonwealth Government to obtain, for meat export purposes, part of the annual grant which the Imperial Government had promised to make available towards the development of Empire trade, particularly during the next few years? Has the Commonwealth Government made any overtures to the British Government to secure part of the annual grant for the purpose of paying a bounty on beef production? Is it the intention of the Commonwealth Government to pay a bounty for five years? Did Mr. Forde further promise that he would support a scheme whereby the Commonwealth Government would pay all transport and freight charges on stud stock purchased by breeders ( not dealers ) , whether from England or from within the Commonwealth, provided that suitable stud bulls were not obtainable in Australia? Is it the intention of the Federal Government to pay freight and transport charges on stud stock?","CATTLE INDUSTRY","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","DALY, John","JTL","N/A","ALP","N/A","357","Information on the subject is being obtained, and will be supplied later.","CATTLE INDUSTRY","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","In committee (Consideration resumed from 20th March vide page 310) :","N/A","LAND TAX ASSESSMENT BILL","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A","Clause 2-","N/A","LAND TAX ASSESSMENT BILL","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","16","N/A","N/A","N/A","N/A","N/A","N/A","Section three of the Principal Act is amended -","N/A","LAND TAX ASSESSMENT BILL","/hansard/chamber.xscript/debate[2]/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","17","N/A","N/A","N/A","N/A","N/A","N/A","by omitting the definition of 'Unimproved value' and inserting in its stead the following definitions: - '' Unimproved value', in relation to unimproved land, means the capital sum which the fee simple of the land might lie expected to realize if offered for sale on such reasonable terms and conditions as a bona fide seller would require. ''Unimproved value', in relation to improved land, means the capital sum which the fee simple of the land might be expected to realize if offered for sale on such reasonable terms and conditions as a bona fide seller would require, assuming that, at the time as at Which the value is required to be ascertained for the purposes of this Act, the improvements thereon did not exist:","N/A","LAND TAX ASSESSMENT BILL","/hansard/chamber.xscript/debate[2]/list[1]/item/para","N/A","N/A","N/A"
