"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. P. J. Lynch) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","DEIN, Adam","JUD","N/A","N/A","N/A","855","Is the Minister for Repatriation aware of the serious congestion at the Prince of Wales Hospital, Randwick? If so, what steps does he intend to take to meet the situation?","RANDWICK MILITARY HOSPITAL","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","FOLL, Hattil","JZD","N/A","UAP","N/A","855","I am aware of the congestion. At the present time, the hospital is carrying on with a very low margin of safety as regards spare beds. Recently my colleague, Senator MacDonald, and 1 accompanied by some other members of Parliament, visited the hospital to obtain first-hand information of the conditions there. As a result of our visit, I have made certain recommendations to meet the situation.","RANDWICK MILITARY HOSPITAL","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Statements by Judge Foster.","CENSORSHIP OP BROADCASTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","PEARCE, George","K0F","N/A","N/A","N/A","855","I ask the Acting Attorney-General if his attention has been directed to a report appearing on page 10 of the Sydney Morning Herald of the 5th May, 1938, in which certain statements are attributed to County Court Judge Foster, of Victoria, reflecting upon a Commonwealth Statute as well as upon Commonwealth administration? Seeing that May's Parliamentary Practice, 13th Edition, at page 324, lays it down as unparliamentary for members of Parliament to reflect on the conduct of judges, will the Minister direct the attention of the Government of Victoria to the report?","CENSORSHIP OP BROADCASTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","MCLACHLAN, Alexander","KTR","N/A","NAT","N/A","855","My attention had not previously been directed to the newspaper report of the comments made by Judge Foster, but I shall examine it most carefully. I feel sure that if the zeal of His Honour Judge Foster in the cause of peace caused him to make the statements attributed to him, it will be sufficient to direct his attention to the matter.","CENSORSHIP OP BROADCASTS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","BROWN, Gordon","K6P","N/A","N/A","N/A","855","Having regard to the splendid services rendered by surf life saving clubs throughout Australia, will the Leader of the Senate invite the Government to consider the desirability of paving subsidies to such clubs?","SUBSIDIES FOR SURF LIFE SAVING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","MCLACHLAN, Alexander","KTR","N/A","NAT","N/A","855","It is not customary to make statements of policy in reply to questions, but I may tell the honorable gentleman that I doubt that it is within the power of the Commonwealth Government to do as he suggests.","SUBSIDIES FOR SURF LIFE SAVING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","BROWN, Gordon","K6P","N/A","N/A","N/A","855","In. view of the fact that the Government pays grants and subsidies to various industries, can the Minister say why, in his opinion, it is beyond the scope of the Ministry to pay subsidies to surf life saving clubs?","SUBSIDIES FOR SURF LIFE SAVING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","MCLACHLAN, Alexander","KTR","N/A","NAT","N/A","855","If the honorable senator will place his question on the notice-paper I shall see that he ia furnished with an answer.","SUBSIDIES FOR SURF LIFE SAVING CLUBS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer[2]/talk.start/para","N/A","N/A","N/A"
