"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Eon. J. Cunningham) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","CIVILIAN SUITS FOR DISCHARGED SOLDIERS.","REPATRIATION.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","LAMP, Charles","KQF","N/A","N/A","N/A","1502","Will the Minister representing the Minister for the Army inform the Senate whether instructions have been issued, as promised, that discharged returned soldiers will be supplied with a civilian suit? If so, can the Minister state why effect has not been given to that promise?","REPATRIATION.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","4","FRASER, James","KKR","N/A","ALP","N/A","1502","The position at present is that, on discharge, a suit is issued to all members of the forces who have served on full-time duty, and who are in necessitous circumstances. ' Necessitous circumstances ' for this purpose is interpreted to relate to cases in which a soldier when discharged has leSS than £20 in his pay-book. The matter of the issue of a suit to all members on discharge, together with the quality of the suit provided, is now being considered by the appropriate authority.","REPATRIATION.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","FOLL, Hattil","JZD","N/A","N/A","N/A","1502","Is the Minister for the Interior aware that a statement appeared in the press this morning stating that a strike is likely to occur amongst members of the Builders Labourers Union engaged in certain important works being carried out by the Allied 'Works Council? If that is the position, can the Minister give any information to the Senate as to how the matter now stands?","BUILDERS' LABOURERS.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","COLLINGS, Joseph","K7P","N/A","ALP","N/A","1502","I have read the press report referred to, and I am happy to be able to say that as the result of negotiations instituted this morning,, no such difficulty is likely to occur.","BUILDERS' LABOURERS.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Collings) put-","N/A","ORDER OF BUSINESS","/hansard/chamber.xscript/debate[2]/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","8","N/A","N/A","N/A","N/A","N/A","N/A","That the sessional order giving precedence to general business after 8 p.m. on Thursdays be suspended until Friday, the 26th March, 1943.","N/A","ORDER OF BUSINESS","/hansard/chamber.xscript/debate[2]/quote/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","9","N/A","N/A","N/A","N/A","N/A","1502","There being an absolute majority of the members of the Senate present, and no dissentient voice, I declare the question resolved in the affirmative.","N/A","ORDER OF BUSINESS","/hansard/chamber.xscript/debate[2]/continue/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","HAYS, Herbert","KOJ","N/A","N/A","N/A","1502","In reply to a question regarding blue peas of the 1941-42 season, which I addressed yesterday to the Minister representing the Minister for Commerce and Agriculture, lie replied that a similar question had been asked in the House of Representatives, and that the Attorney-General had advised that he would make a statement on the matter at an early date. Will the Minister representing the Attorney-General cause a similar statement to be inside in the Senate simultaneously with that made in the House of Representatives?","BLUE PEAS.","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","ASHLEY, William","K0W","N/A","ALP","N/A","1503","I shall consult the Attorney-General, and ascertain whether the honorable senator's request can be acceded to.","BLUE PEAS.","QUESTIONS","/hansard/chamber.xscript/debate[3]/subdebate.1/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","12","AMOUR, Stanley","JZH","NEW SOUTH WALES","N/A","N/A","1503","In view of the fact, that, under the income tax assessment legislation now before the Senate, the collection of instalments of increased income tax will commence on the 1st April, is the Leader of the Senate aware that a large number of members of the Commonwealth Public Service whose pay is . made up to the 30th March will not receive their money until the 2nd April, thus causing the measure to operate unjustly in their case, and in the case of persons in receipt of a weekly wage?","N/A","INCOME TAX ASSESSMENT BILL 1943.","/hansard/chamber.xscript/debate[4]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","13","PRESIDENT, The","10000","N/A","N/A","N/A","1503","The honorable senator is anticipating a debate that will take place on the bill. Should he seek information such as he now desires when the measure is under consideration, the Minister in charge of the measure may then reply to his question.-","N/A","INCOME TAX ASSESSMENT BILL 1943.","/hansard/chamber.xscript/debate[4]/speech/continue/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","14","LATHAM, Charles","KQL","N/A","N/A","N/A","1503","asked the Leader of the Senate, upon notice-Is it a fact that an advertisement appeared in the West Australian and other newspapers, dated Wednesday, 3rd March, 1943, headed 'A Saboteur at Work', and showing u picture depicting a woman writing a letter as follows:-' I enclose herewith my cheque for carpets, furniture and furnishings supplied by you. Yours truly, Mary Quisling?' If so-Does he believe such advertisements help to finance the war? Is not this advertisement unfair to newly married people who are about to make a home for themselves? Did such advertisement appear in all the capital city newspapers?","NEWSPAPER ADVERTISEMENTS.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","15","COLLINGS, Joseph","K7P","N/A","N/A","N/A","1503","The answers to the honorable senator's questions are as follows :-Yes. Yes. The message is directed to those who are spending needlessly when every available shilling is required for the war effort. It does not concern thos* who know their expenditure to be unavoidable as reference to the text of the advertisement will disclose. Yes.","NEWSPAPER ADVERTISEMENTS.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","16","ARNOLD, James","K0N","N/A","N/A","N/A","1503","asked the Minister representing the Minister for Supply and Shipping, upon notice-","SHORTAGE OF PRUNES.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","16","ARNOLD, James","K0N","N/A","N/A","N/A","N/A","Is it a fact that prunes are essential in the diet of babies and young children and that they are at present unavailable? If so. will the Minister see that an adequate supply of this season's crop is reserved and made available for this purpose?","SHORTAGE OF PRUNES.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/question/quote/list/item[1]/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","17","FRASER, James","KKR","N/A","ALP","N/A","1503","The Minister for Supply and Shipping has supplied the foi lowing answers :-","SHORTAGE OF PRUNES.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","17","FRASER, James","KKR","N/A","N/A","N/A","N/A","Prunes are nor. essential in the diet of babies and young children, but they do constitute a very desirable addition to their food. It is a fact that they are at present in very short supply. Until the 1943 crop is harvested it is not practicable to proceed with its allocation, but it is hoped that it will be possible to make available approximately 300 tons for this purpose. The method of distributing the allocation is at present under consideration.","SHORTAGE OF PRUNES.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[2]/answer/quote/list/item[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","18","LAMP, Charles","KQF","N/A","N/A","N/A","1503","asked the Minister representing the Minister for Civ.il Aviation, upon noti.ee-","AIR TRAVEL FOR SERVICE PERSONNEL.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","18","LAMP, Charles","KQF","N/A","N/A","N/A","N/A","Is it a fact that the National Security Regulations provide for priorities for air travel only for those travelling for the security or defence of the Commonwealth and the efficient prosecution of the war? If so, will the Minister provide a central office or make suitable arrangements whereby members of the fighting services oan obtain priority bookings when travelling on leave? Will he give special consideration to those members of the services who are residents of Tasmania and who may arrive in Melbourne on Saturdays-so as to save three days' wasted leave?","AIR TRAVEL FOR SERVICE PERSONNEL.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[3]/question/quote/list/item[1]/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","19","CAMERON, Donald","L8E","N/A","ALP","N/A","1504","The Minister far Civil Aviation has supplied the following answers :-Yes. Any person, whether a member of the fighting services or not, is allowed to travel on the airways between Melbourne and Tasmania when seats are available. Priority bookings cannot be arranged for service personnel when travelling on leave to Tasmania or to any other State of the Commonwealth. There are not sufficient aircraft available to enable such an arrangement to be made. Consideration has been given to this request and to others of a similar nature. In this respect the last paragraph of No. 2 above applies.","AIR TRAVEL FOR SERVICE PERSONNEL.","QUESTIONS","/hansard/chamber.xscript/debate[5]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
