"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. A. M. McMullin) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","SEWARD, Harrie","K5T","N/A","N/A","N/A","139","In view of the fact that the general reply received to applications for the installation of automatic telephone exchanges in country districts of Western Australia is that the lack of the necessary materials prevents the installation of such exchanges, will the Minister representing the Postmaster-General endeavour to obtain an increased allocation of funds for his department this year so that larger quantities of automatic telephone requirements can be procured?","TELEPHONE SERVICES.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","COOPER, Walter","JQP","N/A","CP","N/A","139","I shall be pleased to place the honorable senator's request before the Postmaster-General, and to ask him to give a considered reply at an early date.","TELEPHONE SERVICES.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","SANDFORD, Charles Walter","K4S","N/A","N/A","N/A","139","On the 20th April I asked a question relating to shark liver oil and the Minister for Repatriation said that he would obtain a reply for me. I now ask him whether a reply has been received, and, if not, when I may expect a reply.","SHARK LIVER OIL.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","5","COOPER, Walter","JQP","N/A","CP","N/A","139","I have not yet received, a reply to the honorable senator's question, but I shall see that one is supplied and forwarded to him as early as possible.","SHARK LIVER OIL.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","COOPER, Walter","JQP","N/A","CP","N/A","139","On the 28th April, Senator Vincent asked the following question:-","BROADCASTING.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","6","COOPER, Walter","JQP","N/A","N/A","N/A","N/A","Can the Minister representing the Postmaster-General inform me why no steps are being taken to locate and construct the permanent head-quarters of the Australian Broadcasting Commission in Canberra, the National Capital.","BROADCASTING.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/quote[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","COOPER, Walter","JQP","N/A","N/A","N/A","N/A","The Postmaster-General has now furnished the following reply to the honorable senator's question:-","BROADCASTING.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","6","COOPER, Walter","JQP","N/A","N/A","N/A","N/A","The proposal to erect a building in Canberra for the use of the Australian Broadcasting Commission has had to be deferred in favour of more urgent and essential Commonwealth projects. A suitable site has been allocated and the work will be undertaken as soon as circumstances permit. Meanwhile, the Commission is negotiating for more appropriate rented premises in Canberra.","BROADCASTING.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/quote[2]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","7","ROBERTSON, Agnes","K2S","N/A","N/A","N/A","140","In connexion with the illegal entry of drugs into Australia, the Minister for Trade and Customs might recall that after a Commonwealth-wide investigation, a promise was made that a duly certificated trained pharmacist would be appointed to the Department of Trade and Customs to assist in the control of such traffic. Will the Minister inform the Senate whether an appointment of that nature has been made and, if so, at what point of entry?","DRUGS.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","8","O'SULLIVAN, Neil","JZI","N/A","LP","N/A","140","I remember the honorable senator raising this question. I am not aware of the present position, but if Senator Robertson will place the question on the notice-paper, I shall have a report furnished to her.","DRUGS.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","9","COOKE, Joseph","JQN","N/A","N/A","N/A","140","Will the Minister representing the Prime Minister inform the Senate whether the Prime Minister or any other Minister in the Australian Government has received a submission dated the 31st March, or prior to that date, from the Northern Rehabilitation Committee of Western Australia, requesting the Government to grant taxation concessions to settlers residing in Australia north of the 26th parallel as an encouragement to settlers to develop Australian territory in that area? If the submission has been received, will the Minister inform the Senate whether it has been considered by the Government and what action, if any, the Government proposes to take in connexion with this matter?","TAXATION.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","10","O'SULLIVAN, Neil","JZI","N/A","LP","N/A","140","In the ordinary scheme of things, I am not aware of the details of many representations made to the Prime Minister or to other Ministers. I can assure the honorable senator that any submissions, such as that he has mentioned, receive full, careful and courteous consideration. If such matters involve Government policy, the honorable senator knows that this is not the proper place to canvass the attitude of the Government in that regard.","TAXATION.","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/answer/talk.start/para","N/A","N/A","N/A"
