"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. P. J. Lynch) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","Finance Administration of Dr.Earle Page.","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","DUNN, James Patrick Digger","JYB","N/A","N/A","N/A","347","Has the attention of the Leader of the Senate been drawn to the following statements which appeared in the Sydney Truth newspaper:-","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","3","DUNN, James Patrick Digger","JYB","N/A","N/A","N/A","N/A","When Dr. Earle Page, M.H.R., was Treasurer in the Bruce-Page Government,he was responsible for the following:-","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[1]/quote/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","3","DUNN, James Patrick Digger","JYB","N/A","N/A","N/A","N/A"," The mad extravagance of the tragic Treasurer","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[1]/para[1]","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","PRESIDENT, The","10000","N/A","N/A","N/A","347","Order!","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[1]/continue/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","DUNN, James Patrick Digger","JYB","N/A","N/A","N/A","347","Is he the same Dr. Earle Page, M.H.R., who has been sitting in daily conference with Mr. Lyons, the Prime Minister, to bring about an election pactbetween the-United Australia party and the United Country party?","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","PEARCE, George","K0F","N/A","N/A","N/A","347","My attention not having been directed to the newspaper article referred to, I have not read the allegations contained in it.","BRUCE-PAGEGOVERNMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","1","7","PRESIDENT, The","10000","N/A","N/A","N/A","347","In a question directed to the Minister representing the Minister for Commerce, of which notice has been asked, Senator Dunn has read somewhat lengthy quotations from a newspaper article containing expressions of opinion with regard to the attitude of the Argentine Republic to the international wheat agreement. As the honorable senator must know from experience, this practice cannot be. allowed in questions addressed to Ministers. To permit this would be to confer on persons outside this Parliament rights which are not enjoyed by honorable senators. Therefore, that part of the honorable senator's question is disallowed.","QUESTIONS CONTAINING COMMENT","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/continue/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","The following papers were presented :-","N/A","PAPERS","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A","N/A"
