"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon J. B. Hayes) took the chair at 3 p.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","2","MCLEAY, George","KUA","SOUTH AUSTRALIA","UAP","Minister for Trade and Customs","3","In asking you, Mr.President, to suspend the sitting until 8 o'clock, I intimate that the Government proposes, in this period of the session, to deal with only two measures, namely, an amendment of the National Security Act, and a Loan Appropriation Bill. It is hoped that the first bill will be passed by the House of Representatives this afternoon in time to be dealt with by the Senate at 8 o'clock.","N/A","SUSPENSION OF SITTING","/hansard/chamber.xscript/debate[1]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","Sitting suspended from3.1 to 8 p.m.","N/A","SUSPENSION OF SITTING","/hansard/chamber.xscript/debate[1]/speech/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Business of the Senate-Transport of Members-Petrol Rationing-Government Printing Office, Canberra-Lands and Buildings for Military Purposes-Motor Car Hire Contract-' Mirror ' Newspaper-Oil Prospecting in Australia-Wool Appraisement Centres.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","5","MCLEAY, George","KUA","South Australia","UAP","Minister for Trade and Customs","3","I move-That the Senate do now adjourn. I point out to honorable senators that the measure for which we are waiting will not be passed in the House of Repre sentatives until a very late hour this evening. Honorable senators will understand that under the Standing Orders the Senate will meet at 11 o'clock to-morrow morning.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[1]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","6","Senator KEANE","KE4","Victoria","N/A","N/A","3","I wish to bring under the notice of the Minister for the Interior (Senator Foll) the inadequacy of the arrangements made for the transport of members of Parliament this morning from the Canberra railway station. One bus was provided for over 40 members, each of whom had considerable luggage. At the same time, I noticed twelve limousines standing by at the station. I do not know for whom they were provided. Following a similar occurrence about eight or ten weeks ago, I complained to the House Committee, of which I am a member. No excuse exists for such a condition of affairs. The officer who attends to the transport of members should ascertain beforehand how many members will be arriving in Canberra, and arrange for any extra buses which might be required. Members of Parliament do not enjoy very many privileges, but they are at least entitled to expect a fairly comfortable seat in a bus on their way from the station at Canberra. The one bus employed on this job this morning was dangerously overloaded. In fact, the honorable member for Adelaide (Mr. Stacey), who, I should think, would weigh about 18 stone, was obliged to travel on the running board.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[1]/continue/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","7","ABBOTT, Macartney","JNT","New South Wales","N/A","N/A","4","I have a suggestion to make to the Government with regard to the rationing of petrol. In a country town the other day I was approached by a gentleman who discussed with me the scheme of petrol rationing which operated during the last war in the United States of America, where he was then residing. This scheme, which he said had proved most successful, would, I believe, cause very much less inconvenience than the proposal which the Government now has under consideration for the rationing of petrol on a basis of so many gallons for each car according to its horse-power. In the United States of America one day of the week was known as a 'no-car day'. We could set apart one, or two, or even three days, each week as ' no-car days'. Medical doctors, whose cars would be distinguished by the usual badge of a snake on a stick and clergymen, whose cars would carry a white cross on a dark background, would be exempt from these restrictions. Under the American scheme, no compulsion was exerted, but the effect of it was that private persons who used their cars on a 'no-car day' aroused so much public resentment that they were almost hooted for refusing to co-operate in the national effort to conserve petrol. In addition, a farmer or other resident in a remote area, who drove his car to town on a ' no-car day ' was obliged to report immediately to the local police and to give a valid reason for using his car on such a day. My informant told me that the scheme was a wonderful success, and that as the result of it the petrol saved throughout the United States of America would have been sufficient to meet the weekly fuel requirements of the British navy. That is how he put it. It appears to me that such a scheme would cause much less inconvenience than the proposal which, according to newspaper reports, the Government has now under consideration. In addition, it would cause less dislocation and less unemployment in the garage business and the motor car industry generally. The Government would be well advised to inquire into this matter in order to see what really was done in the United States of America during the last war in order to conserve petrol, and, should the American scheme be found to be better than the proposal now under consideration, it should be adopted.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[2]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","8","COLLINGS, Joseph","K7P","Queensland","N/A","N/A","4","In view of the grave urgency of the measure which we shall consider to-morrow I suggest that the Senate should assemble not later than 9.30 a.m. I take this opportunity to bring under the notice of the Government certain facts in relation to the Government Printing Office in Canberra. When Parliament is sitting the staff of the Government Printer is not only fully worked, but also overworked. Honorable senators will agree that these employees give highly efficient service. I have in my hand an application form for use by men desirous of joining the Royal Australian Air Force. It is a stereotyped form, similar to thousands which are printed each year in relation to Government activities. Yet I find on it the imprint-' T. Rider, Government Printer, Melbourne '. I have repeatedly protested against the continuance of this policy of sabotaging the National Capital. It is time that we put a stop to it. Not the slightest excuse exists for it. When we know that a large number of Government Printing Office employees in Canberra are unemployed when Parliament is in recess we should not have our printing done in Melbourne. If this were an isolated case it could probably be excused. However, it is not an isolated case. I have repeatedly raised matters of this kind in this chamber. When shall we put a stop to this practice? I also protest against the holding of Cabinet meetings, and the receiving of deputations by Ministers, in Melbourne. If we hope to justify Canberra-and I believe that the building of this city is one of the finest experiments yet undertaken by any nation-all of the Government's activities should be carried on in the National Capital. It is ridiculous to say that Ministers cannot remain here and at the same time confer with officers who are stationed in Melbourne. Why cannot such officers be brought to Canberra when Ministers wish to confer with them? Such an arrangement would be no more expensive than the travelling of Ministers to Melbourne each week-end, taking with them an army of under-secretaries, typists and secretaries. Because of the seriousness of the international situation the Opposition is loath to raise points which have no immediate relation to the greatest crisis with which we have yet been confronted, but I feel obliged to raise a matter of this kind. Later on perhaps I shall have something more to say about the necessity for Ministers to carry out their ministerial activities in Canberra. The Government is aware of our opposition to the closing of Parliament, although probably it will be better able to appreciate our views on this subject to-morrow, when we are discussing the important measure for which we are now waiting. We shall then renew our protests on this matter. All the talk about Ministers not being able to do their jobs properly if they are obliged to attend to parliamentary matters, or must confer with officers situated in Melbourne or Sydney, is unconvincing. Such officers should be obliged to come to Canberra and do their job here, just as it is the duty of Ministers to do their job in Canberra. The matter which I have just raised is only one of many of its kind.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[3]/talk.start/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","9","MCLEAY, George","KUA","N/A","N/A","N/A","5","I am prepared to compromise with the Leader of the Opposition. I suggest that the hour of meeting to-morrow should be 10 a.m.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[3]/interjection/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","10","COLLINGS, Joseph","K7P","N/A","FLP; ALP from 1937","N/A","5","I accept the Minister's compromise.","N/A","ADJOURNMENT","/hansard/chamber.xscript/debate[2]/speech[3]/continue/talk.start/para","N/A","N/A","N/A"
