"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The Senate met at 3 p.m. pursuant to the proclamation of His Excellency the Govern or-Gen er al .","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. T. Givens) took the Chair.","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk read the proclamation.","N/A","PROCLAMATION","/hansard/chamber.xscript/debate[1]/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","HIS EXCELLENCY THE GOVERNOR-GENERAL entered the chamber, and being seated, with the President on his right hand, a message was sent to the House of Representatives intimating that His Excellency desired the attendance of honorable members in the Senate chamber, who being come with their Speaker,","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","HIS EXCELLENCY was pleased to deliver the following speech: -","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Gentlemen of the Senate, and Gentlemen of the House of Representatives :","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[3]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","You are called together to deal with matters of urgency and importance to the people of the Commonwealth.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[4]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","It is gratifying to me to see the continually increasing prosperity of the Commonwealth. The recent propitious rainfalls have considerably improved the outlook for the industries of Australia.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[5]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","9","N/A","N/A","N/A","N/A","N/A","N/A","The financial position of the Commonwealth is satisfactory. The returns of revenue in the year now closing' have exceeded the estimate, and as a result of careful administration the expenditure has been reduced. Recognising the importance of an early presentation of the Government's financial proposals, the Budget will be submitted as soon as practicable after the close of the financial year .","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[6]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","10","N/A","N/A","N/A","N/A","N/A","N/A","Since the prorogation of Parliament my Advisers have met the Premiers and Ministers of the States in conference, and discussed with them matters of far-reaching importance. Decisions were arrived at which will be submitted for your consideration.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[7]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","Agreement was reached . as to the necessity for the abolition of dual income taxation, and proposals will be submitted to this end which will obviate the necessity for duplicated returns, simplify procedure, and effect economies in administration.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[8]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","Resolutions were adopted for the co-ordination of . borrowing, the raising of loans for immigration purposes, the provision of a sinking fund in respect of all future Commonwealth and State loans, and the discontinuance of the issue of tax-free loans by Commonwealth and States.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[9]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","Arrangements were also made to insure the closer co-operation of the Commonwealth and States with respect to health, the collection and distribution of statistics, scientific research, standardization of electrical .power, and the preparation and maintenance of joint electoral rolls. Details of these arrangements, which will effect general economy, promote efficiency, and prevent overlapping, will be placed before you.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[10]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","The need for definite spheres of action for Federal and State industrial authorities was considered. It is regretted that the proposals of the Commonwealth were not accepted by the States. Negotiations are being continued which it is hoped may lead to a satisfactory solution.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[11]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A","My Advisers are confident that the production of cotton in Australia will become one of our most important industries, and play a vital part in the policy of land settlement. To encourage growers, a joint agreement between the Commonwealth arid States, based upon a guarantee and otherwise safeguarding the industry, was arrived at.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[12]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","16","N/A","N/A","N/A","N/A","N/A","N/A","It is regretted that the Conference was unable to accept unanimously the railway gauge proposals of the Commonwealth which, while securing the immediate recognition of uniformity, would have opened up new areas for settlement. As each day intensifies the evils resulting from the disastrous policy of different gauges, and adds to the ultimate cost of the conversion which is inevitable, the Government intends? to submit further proposals in harmony with the report of the Royal Commission. Meanwhile the Commonwealth and the States of New South 'Wales, Queensland, and Western ' Australia have agreed to the appointment of a joint Board to prescribe standards for the construction of railway' lines affected by conversion, and for the building of rolling-stock.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[13]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","17","N/A","N/A","N/A","N/A","N/A","N/A","The conditions under which the River Murray Agreement was originally made have necessitated a further revision of its terms. An agreement arrived at with the States concerned, which will expedite the completion of the works, will be submitted for your approval.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[14]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","18","N/A","N/A","N/A","N/A","N/A","N/A","The Prime Ministers of the Dominions hare been invited to attend a Conference early in October next in London for the purpose of considering matters affecting vitally the whole Empire. The Prime Minister has accepted the invitation to attend, and the agenda of the proposed Conference will be placed before you.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[15]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","19","N/A","N/A","N/A","N/A","N/A","N/A","You will' also have placed before you the agenda of the proposed Economic Conference to be held in London concurrently with the Imperial Conference. My Advisers consider that this Conference will be one of supreme importance, and they hope there may emerge from it a policy which will insure, as far as possible, a market within the Empire for the Empire's products.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[16]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","20","N/A","N/A","N/A","N/A","N/A","N/A","My Advisers hope to be able to submit to you at ah early date proposals for a reciprocal commercial treaty with Canada, and they are also negotiating with the Government of South Africa with a similar object. .","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[17]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","21","N/A","N/A","N/A","N/A","N/A","N/A","The Commonwealth will be adequately represented at the British Empire Exhibition to be held next year. The full details of the scheme, in which the Commonwealth and States are cooperating, will shortly be placed before you.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[18]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","22","N/A","N/A","N/A","N/A","N/A","N/A","In view of the responsibilities resting upon us as a result of our membership of the League of Nations, Australia will be fully represented at the forthcoming meeting of the Assembly and at the International Labour Conference.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[19]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","23","N/A","N/A","N/A","N/A","N/A","N/A","The administration of the Mandated Territories is being conducted with the utmost consideration for the interests of the native population, and a number of Ordinances have been framed enacting further 'laws for their protection and advancement. It is proposed to accelerate the sale of plantations, and, by granting oil and mineral leases, to encourage the investment of capital and the development of the Territories.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[20]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","24","N/A","N/A","N/A","N/A","N/A","N/A","Proposals for the development df the Northern Territory have been formulated which will facilitate and encourage settlement. Land legislation has been revised; shipping services improved; and a policy laid down in connexion with the sinking, of bores, road construction, and telegraphic, telephonic, and wireless communication.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[21]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","25","N/A","N/A","N/A","N/A","N/A","N/A","Recognising the national importance of railway communication with the Northern Territory, and the Commonwealth Government's obligation under the Northern Territory Acceptance Act of 1910, my Ministers will submit proposals to extend the existing railway from. Emungalan southward to Daly Waters. This- extension will facilitate the development of a large tract of fertile territory.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[22]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","26","N/A","N/A","N/A","N/A","N/A","N/A","My Advisers recognise the paramount importance of adequately providing for the defence of Australia, but consider that no additional expenditure should be incurred beyond that necessary for existing and vital needs until the whole question of Empire Defence has been considered at the forthcoming Imperial Conference.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[23]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","27","N/A","N/A","N/A","N/A","N/A","N/A","You will be invited to consider a measure to provide for the establishment of a National Debt Sinking Fund and the appointment of a Commission charged with its administration.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[24]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","28","N/A","N/A","N/A","N/A","N/A","N/A","You will be asked to place the control of the Commonwealth Bank in the hands of a non-political Board. The legislation necessary for this purpose will be placed before you.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[25]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","29","N/A","N/A","N/A","N/A","N/A","N/A","A measure will be introduced for the purpose of liberalizing and increasing old-age and invalid pensions.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[26]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","30","N/A","N/A","N/A","N/A","N/A","N/A","The repatriation activities of the Government have been continued throughout the year. The work having diminished in volume, efforts are being made to co-ordinate the remaining activities so as to secure the maximum of efficiency in administration.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[27]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","31","N/A","N/A","N/A","N/A","N/A","N/A","Experience has revealed the necessity for an early amendment, in the interest of the returned soldiers, of several of the provisions of the War Service Homes' Act.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[28]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","32","N/A","N/A","N/A","N/A","N/A","N/A","My Advisers have conducted a searching inquiry into allegations which have been made as to certain contracts entered into in connexion with the erection of War Service Homes. As a result of their investigations, grave suspicions have arisen in regard to one contract, and the Government propose immediately to appoint a Royal Commission to conduct an exhaustive inquiry into the circumstances of this case. Further investigations are proceeding, and action will be taken where warranted.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[29]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","33","N/A","N/A","N/A","N/A","N/A","N/A","The migration policy of the Commonwealth is to act in full co-operation with the British Government and the Governments of the States. Agreements have now been executed between the Commonwealth, the British Government, and three individual States, and the remaining States have been invited to enter into similar arrangements. A steady stream of settlers will arrive during the current year who, under the conditions of the agreements, will be readily absorbed without dislocation of the labour market. or creation of unemployment. It is intended to extend the nomination system, which has already been productive of good results, and to encourage private schemes for the development and closer settlement of Australia.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[30]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","34","N/A","N/A","N/A","N/A","N/A","N/A","To insure ready employment of migrants a census of resources and possibilities of development will be taken in conjunction with the States, and the introduction of settlers regulated accordingly.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[31]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","35","N/A","N/A","N/A","N/A","N/A","N/A","It is hoped, in. co-operation with the States, to extend the facilities for housing and training the settler, on arrival, by the erection of suitable accommodation houses and the establishment of training arms.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[32]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","36","N/A","N/A","N/A","N/A","N/A","N/A","The expansion of Inter-State trade and intercourse has rendered urgent the enactment of uniform bankruptcy laws. A complete measure has been prepared, and will be proceeded with.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[33]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","37","N/A","N/A","N/A","N/A","N/A","N/A","A Bill will be introduced to vest the control of the Commonwealth Shipping Line in a non-political Board. The intention is to place the line on a sound commercial basis to enable it to be conducted as a competitive enterprise. Provision will be made for the regular publication and submission to Parliament of the balance-sheets of the line.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[34]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","38","N/A","N/A","N/A","N/A","N/A","N/A","Owing to the completion of the programme laid down for the Commonwealth Ship-building Yard at Williamstown, that Yard will be disposed of. The Commonwealth activities centred in Cockatoo Island will be amalgamated with the Commonwealth Shipping Line. It is anticipated that this arrangement will result in economical working, and that the repair work on which the Yard will be largely engaged will be more effectively handled.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[35]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","39","N/A","N/A","N/A","N/A","N/A","N/A","The works in progress at the Federal Capital have now so far advanced as to necessitate the introduction of a Bill to provide for the constitution of a Commission to control the Territory. It is proposed to empower it to raise loans for the construction and development of the City.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[36]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","40","N/A","N/A","N/A","N/A","N/A","N/A","Realizing the urgent necessity of providing oversea markets to meet the increasing output of primary products, my Advisers have under consideration proposals for a liberal shipping subsidy to encourage direct communication between Australia and the East.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[37]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","41","N/A","N/A","N/A","N/A","N/A","N/A","The importance of improved transit communication in rural districts is recognised by my Advisers, who are considering proposals in regard to national main road development. This scheme, which is essential to the success of land settlement and migration, will open up and develop new country for agricultural, pastoral, and mineral purposes, and give access to existing railways.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[38]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","42","N/A","N/A","N/A","N/A","N/A","N/A","My Ministers have given close attention to the question of the improvement of postal, telegraphic, and telephonic facilities. Telephone arrears are being rapidly overtaken, and it is confidently expected to give to the public at an early date a better service than that now obtaining. Regulations are being drafted to encourage and control the broadcasting of wireless messages.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[39]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","43","N/A","N/A","N/A","N/A","N/A","N/A","It is proposed to bring before you other measures, including Bills relating to Defence, Navigation, Tariff Board, Customs and Excise, Meat Export Bounties, Lands Acquisition, and Nationality.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[40]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","44","N/A","N/A","N/A","N/A","N/A","N/A","In the earnest hope that under Divine guidance your deliberations may further the welfare of the people of the Commonwealth, I now leave you to the discharge of your high and important duties.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[41]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","45","N/A","N/A","N/A","N/A","N/A","N/A","HisExcellency the Governor-General having retired,","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[2]/para[42]","N/A","N/A","N/A"
