"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Tuesday, 10 September 2024","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A","Tuesday, 10 September 2024 Chamber"
"0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Sue Lines ) took the chair at 12:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","DOCUMENTS","N/A","DOCUMENTS","/hansard/chamber.xscript/debate[1]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Tabling","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk: I table documents pursuant to statute and returns to order as listed on the Dynamic Red.","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Full details of the documents are recorded in the Journals of the Senate.","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","COMMITTEES","N/A","COMMITTEES","/hansard/chamber.xscript/debate[2]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","Meeting","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","9","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk: Proposals to meet have been lodged as follows:","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","10","N/A","N/A","N/A","N/A","N/A","N/A","Adopting Artificial Intelligence—Select Committee—private meeting otherwise than in accordance with standing order 33 (1) today, from 3.45 pm.","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","Environment and Communications Legislation and References Committees—private meetings otherwise than in accordance with standing order 33 (1) on Thursday, 12 September 2024, from 1.15 pm.","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","Migration—Joint Standing Committee—private meeting otherwise than in accordance with standing order 33 (1) on Wednesday, 11 September 2024, from 10 am.","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[5]","N/A","N/A","N/A"
"0","0","0","1","1","0","13","The PRESIDENT","112096","N/A","N/A","N/A","N/A","If there are no objections, the meetings are authorised.  ","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/speech/talk.text/body/p","The PRESIDENT ","(12:01):","N/A"
"0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","BILLS","N/A","BILLS","/hansard/chamber.xscript/debate[3]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A","Australian Human Rights Commission Amendment (Costs Protection) Bill 2023","Australian Human Rights Commission Amendment (Costs Protection) Bill 2023","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.text/body/a/p","N/A","N/A","Bill r7110"
"0","0","0","0","1","1","16","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Australian Human Rights Commission Amendment (Costs Protection) Bill 2023","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","17","N/A","N/A","N/A","N/A","N/A","N/A","Consideration resumed of the motion:","Australian Human Rights Commission Amendment (Costs Protection) Bill 2023","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","18","N/A","N/A","N/A","N/A","N/A","N/A","That this bill be now read a second time.","Australian Human Rights Commission Amendment (Costs Protection) Bill 2023","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[3]","N/A","N/A","N/A"
