"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon. Gordon Brown) took the chair at 10.30 a.m., and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","KEANE, Richard","KE4","N/A","ALP","N/A","327","On the 17th February, Senator Sampson asked me the following questions, upon notice : - Will meat rationing in Australia on the present scale result in an increase df the very meagre meat ration now made available for our kinsmen in Great Britain? If not, would a cut in thB existing Australian ration have that desirable result? What is the minimum amount of meat per capita a week necessary to maintain Australian health standards? I am now in a position to inform the honorable senator that the answers to his questions are as follows: - The introduction of meat rationing in Australia was designed to allow Australia to play a necessary part, which, after all, is a relatively small part in the provision of meat for the United Kingdom. As the population of the United Kingdom is six times the population of Australia, it will be appreciated that it would require a reduction of 0 oz. a head in Australia to provide an additional ounce a head in the United Kingdom. The Nutrition Committee of the National Health and Medical Research Council was asked to report as to the minimum quantity of meat at which the civilian ration could be set. The committee advised that a meat ration of 2.2 lb. per week, for persons over nine years of age and half that amount for persons under nine was sufficient to satisfy nutritional requirements. Cabinet decided to set a ration very slightly higher than this, viz., at21/4 lb. of meat for adults and11/8 lb. for children under nine.","MEAT RATIONING","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","Supplies and Distribution","TOBACCO","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","KEANE, Richard","KE4","N/A","ALP","N/A","328","On. the 10th February, Senator Aylett asked me the following question, without notice : -","TOBACCO","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","4","KEANE, Richard","KE4","N/A","N/A","N/A","N/A","Is it a fact that prisoners of war working on farms in Australia receive an issue of 6 oz. of tobacco each fortnight, and that a highly paid military officer takes the tobacco around to them in a motor car?","TOBACCO","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/quote/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","4","KEANE, Richard","KE4","N/A","N/A","N/A","N/A","The honorable senator also referred to this matter when speaking on the motion for the adjournment of the Senate on the same day. Inquiries made of the Department of the Army, which, through the Australian Defence Canteens Services, controls the issuingof tobacco and cigarettes to prisoners of war in Australia, reveal that the position is that each Italian prisoner of war in Australia receives a weekly quantity of tobacco products equivalent to approximately 3 oz. as a direct result of representations made at the Hague Convention and a reciprocal agreement entered into with the Italian Government. Tobacco rations for prisoners of war comprise second and third grades of tobacco only. The normal method of distribution of tobacco to prisoners of war by the Australian Defence Canteens Services is to transfer hulk quantities either weekly or fortnightly to the prisoners' town canteens from the services issuing points at the camp concerned, the method of distribution to individuals thus becomes the prisoners' own responsibility. I understand that in some localities, owing to local conditions, the tobacco rations are transferred to the prisoner-of-war camps in any military motor vehicle which is visiting the camp.","TOBACCO","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","MCBRIDE, Philip","KOL","N/A","N/A","N/A","328","asked the Minister representing the Minister acting for the Minister for Supply and Shipping, upon notice - How long had mechanicalscraper-loaders been used in the Coalcliff Colliery prior to their disallowance on the grounds of their continued use being unsafe to miners? How many notifiable accidents occurred during that period in thesection of the mine where those machines were operated?","COALCLIFF COLLIERY","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","6","FRASER, James","KKR","N/A","ALP","N/A","328","The Minister acting for the Minister for Supply and Shipping has supplied the following answers : - Approximately three and a half years prior to their removal early in 1942. All notifiable accidents are reported to the Mines Department of the State of New South Wales and not to any Commonwealth department or instrumentality.","COALCLIFF COLLIERY","QUESTION","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","7","LAMP, Charles","KQF","TASMANIA","N/A","N/A","328","I present the report of the Public Works Committee on the following subject: -","Reportof Public Works Committee","MELBOURNE","/hansard/chamber.xscript/debate[3]/subdebate.1/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","7","LAMP, Charles","KQF","N/A","N/A","N/A","N/A","Arbitration Court Building, Melbourne - Proposed new buildings.","Reportof Public Works Committee","MELBOURNE","/hansard/chamber.xscript/debate[3]/subdebate.1/speech/quote/para","N/A","N/A","N/A"
