"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","Wednesday, 12 February 2025","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[1]","N/A","N/A","Wednesday, 12 February 2025 Chamber"
"0","0","0","0","1","1","2","N/A","N/A","N/A","N/A","N/A","N/A","The PRESIDENT (Senator the Hon. Sue Lines ) took the chair at 09:00, made an acknowledgement of country and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","3","N/A","N/A","N/A","N/A","N/A","N/A","DOCUMENTS","N/A","DOCUMENTS","/hansard/chamber.xscript/debate[1]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Tabling","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","5","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk: I table documents pursuant to statute and returns to order as listed on the Dynamic Red.","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","6","N/A","N/A","N/A","N/A","N/A","N/A","Full details of the documents are recorded in the Journals of the Senate.","Tabling","DOCUMENTS","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","COMMITTEES","N/A","COMMITTEES","/hansard/chamber.xscript/debate[2]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","8","N/A","N/A","N/A","N/A","N/A","N/A","Meeting","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","9","N/A","N/A","N/A","N/A","N/A","N/A","The Clerk: A proposal to meet has been lodged as follows:","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","10","N/A","N/A","N/A","N/A","N/A","N/A","Foreign Affairs, Defence and Trade Legislation and References Committees—private meetings otherwise than in accordance with standing order 33 (1) today, from 9.10 am.","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","1","1","0","11","The PRESIDENT","112096","N/A","N/A","N/A","N/A","If there is no objection, the meetings are authorised.  ","Meeting","COMMITTEES","/hansard/chamber.xscript/debate[2]/subdebate.1/speech/talk.text/body/p","The PRESIDENT ","(09:01):","N/A"
"0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","BILLS","N/A","BILLS","/hansard/chamber.xscript/debate[3]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","Environment Protection and Biodiversity Conservation Amendment (Reconsideration of Decisions) Bill 2024","Environment Protection and Biodiversity Conservation Amendment (Reconsideration of Decisions) Bill 2024","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.text/body/a/p","N/A","N/A","Bill s1431"
"0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Environment Protection and Biodiversity Conservation Amendment (Reconsideration of Decisions) Bill 2024","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A","Consideration resumed of the motion:","Environment Protection and Biodiversity Conservation Amendment (Reconsideration of Decisions) Bill 2024","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","16","N/A","N/A","N/A","N/A","N/A","N/A","That this bill be now read a second time.","Environment Protection and Biodiversity Conservation Amendment (Reconsideration of Decisions) Bill 2024","BILLS","/hansard/chamber.xscript/debate[3]/subdebate.1/subdebate.2/subdebate.text/body/p[3]","N/A","N/A","N/A"
