"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A","The President (Senator the Hon.. Gordon Brown) took the chair at 3 p.m. and read prayers.","N/A","N/A","/hansard/chamber.xscript/business.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","2","GIBSON, William","KAY","N/A","N/A","N/A","2274","Can the Minister for Supply and Shipping saywhen primary producers may expect supplies of galvanized wire, wire netting and iron? Are supplies of these materials available at New South Wales ports, and if so, can arrangements he made to ship some.urgently to Victoria?","GALVANIZED WIRE, WIRE NETTING AND IRON","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","3","ASHLEY, William","K0W","N/A","ALP","N/A","2274","The honorable senator suggests that there are stocks of these materials available at New South Wales ports and that they cannot beshipped to other States because of transport difficulties. This matter was raised in the Senate repeatedly by the Opposition prior to the last elections. Immediately after the last period of the present session of Parliament, I had 150 waterside workers brought from Brisbane, where things were slack, to Newcastle, and within three weeks the back-lag of cargo at that port had been cleared. There is a small back-lag at Newcastle at present, but that is a general condition in the absence of sufficient ships to provide an adequate service. The shippingtonnage available has to be used as economically as possible, and the endeavour of the Australian Shipping Board has always been to distribute cargo equitably. I assure the honorable senator that the Government is endeavouring tohavewhatever materials that are available especially those referred to by the honorable senator, . and building materialstransported as speedily as possible.","GALVANIZED WIRE, WIRE NETTING AND IRON","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[1]/answer/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","4","N/A","N/A","N/A","N/A","N/A","N/A","Frequency Modulation","BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","5","N/A","N/A","N/A","N/A","N/A","N/A","On the 7th May, 1947, Senator Finlay asked the following question: -","BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","6","ASHLEY, William","K0W","N/A","N/A","N/A","N/A","In the absence of the Postmaster-General,I ask the Leader of the Senate what progress- has been made by the Government with respect t>> the report presented by the Broadcasting Committee in relation to frequency modulation?","BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/quote/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","6","ASHLEY, William","K0W","N/A","N/A","N/A","N/A","I have to inform the honorable senator that the report of the Broadcasting Com.mittee concerning frequency modulation has been the subject of a submission to Cabinet by me. Consideration is being r von by a sub-committee of Cabinet to all the questions raised in the submission concerning, riot only Frequency modulation, but also other matters. In due course, the policy of the Government on r 1, (,se matters will be announced by me.","BROADCASTING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[2]/question/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","7","N/A","N/A","N/A","N/A","N/A","N/A","Dispute in Sydney","SHIPPING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","8","SAMPSON, Burford","K3L","N/A","N/A","N/A","2275","Has a ship loaded with valuable cargo been held up in Sydney for more than two months because of a dispute on board the vessel? If so, what steps, if any, are toeing taken to get this ship to sea?","SHIPPING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/question/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","9","ASHLEY, William","K0W","N/A","ALP","N/A","2275","I understand that a ship has been held up in Sydney owing to some dispute. Steps have been taken, and are still being taken, to have the vessel cleared.","SHIPPING","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[3]/answer/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","10","LAMP, Charles","KQF","N/A","N/A","N/A","2275","Owing to the great shortage of linen and cotton- goods in hospitals, will the Minister for Trade and. Customs explain what is being done to import some of these goods for this essential use?","LINEN AND COTTON GOODS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question[1]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","11","COURTICE, Benjamin","JQY","N/A","ALP","N/A","2275","The Government is making every endeavour to secure linen, cotton and rayon goods for the ^people of Australia. These commodities are in short supply all over the world. A mission has been sent to Japan with a view to purchasing these materials, but I' understand that so far it. has not -obtain any substantial quantities. I assure the honorable senator that the Government appreciates fully the serious shortage of cotton goods in this country, mid is doing every tiling possible to meet the situation.","LINEN AND COTTON GOODS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer[1]/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","12","LAMP, Charles","KQF","N/A","N/A","N/A","2275","With further reference to the shortage of linen and cotton goods in hospitals, I have been assured that adequate supplies are obtainable in India. Will the Minister for Trade andCustoms investigate the position and ascertain whether that is a fact?","LINEN AND COTTON GOODS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/question[2]/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","13","COURTICE, Benjamin","JQY","N/A","N/A","N/A","2275","I shall be very pleased if the honorable senator can supply me with the names and addresses of people in India who can supply these badly needed goods to Australia. I assure him that the Government is fully alive to the necessity for- obtaining these goods. Every effort will be made, to obtain them from India or from any other country in which supplies are. available.","LINEN AND COTTON GOODS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer[2]/talk.start/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","14","LAMP, Charles","KQF","N/A","ALP","N/A","2275","I shall have much pleasure in supplying the information for which the Minister has asked.","LINEN AND COTTON GOODS","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[4]/answer[2]/interjection/talk.start/para","N/A","N/A","N/A"
"1","0","0","0","0","0","0","1","0","15","COLLETT, Herbert","K7M","N/A","N/A","N/A","2275","Is the Minister for Trade and Customs aware of any unusual shortage of sugar in the Australian Capital Territory? Has the Minister received from the hotelkeepers of Canberra representations to the effect that, with the present ration, they are unable to meet the bare needs of the many persons who. for various reasons, visit the Australian Capital Territory?","SUGAR","QUESTIONS","/hansard/chamber.xscript/debate[1]/subdebate.1[5]/question/talk.start/para","N/A","N/A","N/A"
